NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
1346,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91030 SAINTE-HEDWIDGE",46,46,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1347,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91035 SAINT-PRIME",140,140,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1348,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91042 SAINT-FELICIEN",611,611,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1349,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91050 LA DORE",106,106,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1350,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91802 MASHTEUIATSH",103,103,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1351,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92005 SAINT-AUGUSTIN",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1352,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92010 PERIBONKA",22,22,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1353,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92015 SAINTE-JEANNE-D'ARC",69,69,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1354,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92022 DOLBEAU-MISTASSINI",899,899,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1355,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92030 ALBANEL",123,123,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1356,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92040 NORMANDIN",156,156,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1357,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92045 SAINT-THOMAS-DIDYME",52,52,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1358,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92050 SAINT-EDMOND-LES-PLAINES",32,32,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1359,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92055 GIRARDVILLE",54,54,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1360,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92060 NOTRE-DAME-DE-LORETTE",9,9,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1361,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92065 SAINT-EUGENE-D'ARGENTENAY",26,26,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1362,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92070 SAINT-STANISLAS",19,19,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1363,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92902 PASSES-DANGEREUSES",10,10,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1364,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93005 DESBIENS",62,62,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1365,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93012 METABETCHOUAN--LAC-A-LA-CROIX",244,244,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1366,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93020 HEBERTVILLE",141,141,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1367,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93025 HEBERTVILLE-STATION",72,72,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1368,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93030 SAINT-BRUNO",161,161,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1369,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93035 SAINT-GEDEON",110,110,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1370,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93042 ALMA",1610,1610,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1371,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93045 SAINT-NAZAIRE",96,96,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1372,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93055 LABRECQUE",93,93,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1373,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93060 LAMARCHE",33,33,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1374,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93065 L'ASCENSION-DE-NOTRE-SEIGNEUR",99,99,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1375,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93070 SAINT-HENRI-DE-TAILLON",47,47,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1376,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93075 SAINTE-MONIQUE",53,53,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1377,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93080 SAINT-LUDGER-DE-MILOT",49,49,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1378,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94068 SAGUENAY",8505,8505,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1379,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94205 PETIT-SAGUENAY",28,28,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1380,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94210 L'ANSE-SAINT-JEAN",69,69,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1381,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94215 RIVIERE-ETERNITE",12,12,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1382,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94220 FERLAND-ET-BOILLEAU",34,34,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1383,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94225 SAINT-FELIX-D'OTIS",61,61,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1384,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94230 SAINTE-ROSE-DU-NORD",26,26,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1385,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94235 SAINT-FULGENCE",100,100,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1386,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94240 SAINT-HONORE",297,297,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1387,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94245 SAINT-DAVID-DE-FALARDEAU",176,176,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1388,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94250 BEGIN",43,43,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1389,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94255 SAINT-AMBROISE",225,225,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1390,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94260 SAINT-CHARLES-DE-BOURGET",44,44,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1391,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94265 LAROUCHE",89,89,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1392,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","AUTRES",1,1,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1393,"Soins en chirurgie d'un jour","TOTAL Saguenay-Lac-Saint-Jean"," ",15984,15984,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1394,"Soins en chirurgie d'un jour","Capitale-Nationale","15005 SAINT-IRENEE",38,38,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1395,"Soins en chirurgie d'un jour","Capitale-Nationale","15013 LA MALBAIE",535,535,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1396,"Soins en chirurgie d'un jour","Capitale-Nationale","15025 NOTRE-DAME-DES-MONTS",53,53,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1397,"Soins en chirurgie d'un jour","Capitale-Nationale","15030 SAINT-AIME-DES-LACS",79,79,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1398,"Soins en chirurgie d'un jour","Capitale-Nationale","15035 CLERMONT",206,206,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1399,"Soins en chirurgie d'un jour","Capitale-Nationale","15058 SAINT-SIMEON",88,88,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1400,"Soins en chirurgie d'un jour","Capitale-Nationale","15065 BAIE-SAINTE-CATHERINE",13,13,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1401,"Soins en chirurgie d'un jour","Capitale-Nationale","15904 SAGARD",22,22,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1402,"Soins en chirurgie d'un jour","Capitale-Nationale","16005 PETITE-RIVIERE-SAINT-FRANCOIS",60,60,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1403,"Soins en chirurgie d'un jour","Capitale-Nationale","16013 BAIE-SAINT-PAUL",514,514,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1404,"Soins en chirurgie d'un jour","Capitale-Nationale","16023 L'ISLE-AUX-COUDRES",87,87,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1405,"Soins en chirurgie d'un jour","Capitale-Nationale","16048 LES EBOULEMENTS",95,95,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1406,"Soins en chirurgie d'un jour","Capitale-Nationale","16050 SAINT-HILARION",90,90,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1407,"Soins en chirurgie d'un jour","Capitale-Nationale","16055 SAINT-URBAIN",95,95,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1408,"Soins en chirurgie d'un jour","Capitale-Nationale","20005 SAINT-FRANCOIS-DE-L'ILE-D'ORLEANS",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1409,"Soins en chirurgie d'un jour","Capitale-Nationale","20010 SAINTE-FAMILLE",42,42,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1410,"Soins en chirurgie d'un jour","Capitale-Nationale","20015 SAINT-JEAN-DE-L'ILE-D'ORLEANS",42,42,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1411,"Soins en chirurgie d'un jour","Capitale-Nationale","20020 SAINT-LAURENT-DE-L'ILE-D'ORLEANS",68,68,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1412,"Soins en chirurgie d'un jour","Capitale-Nationale","20025 SAINT-PIERRE-DE-L'ILE-D'ORLEANS",82,82,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1413,"Soins en chirurgie d'un jour","Capitale-Nationale","20030 SAINTE-PETRONILLE",54,54,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1414,"Soins en chirurgie d'un jour","Capitale-Nationale","21005 SAINT-TITE-DES-CAPS",81,81,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1415,"Soins en chirurgie d'un jour","Capitale-Nationale","21010 SAINT-FERREOL-LES-NEIGES",174,174,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
