NUMEROTATION,TYPE DE SOINS,REGION,MUNICIPALITE,NOMBRE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
1075,Soins physiques et psychiatriques de courte durée,Montérégie,56023,328,1988,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1076,Soins physiques et psychiatriques de courte durée,Montérégie,56030,61,294,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1077,Soins physiques et psychiatriques de courte durée,Montérégie,56035,264,1425,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1078,Soins physiques et psychiatriques de courte durée,Montérégie,56042,202,1153,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1079,Soins physiques et psychiatriques de courte durée,Montérégie,56050,115,612,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1080,Soins physiques et psychiatriques de courte durée,Montérégie,56055,246,1062,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1081,Soins physiques et psychiatriques de courte durée,Montérégie,56060,227,1040,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1082,Soins physiques et psychiatriques de courte durée,Montérégie,56065,264,1498,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1083,Soins physiques et psychiatriques de courte durée,Montérégie,56083,12103,73690,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1084,Soins physiques et psychiatriques de courte durée,Montérégie,56097,296,1377,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1085,Soins physiques et psychiatriques de courte durée,Montérégie,57005,2685,15446,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1086,Soins physiques et psychiatriques de courte durée,Montérégie,57010,771,3957,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1087,Soins physiques et psychiatriques de courte durée,Montérégie,57020,1236,8021,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1088,Soins physiques et psychiatriques de courte durée,Montérégie,57025,521,4698,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1089,Soins physiques et psychiatriques de courte durée,Montérégie,57030,553,3225,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1090,Soins physiques et psychiatriques de courte durée,Montérégie,57033,299,1804,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1091,Soins physiques et psychiatriques de courte durée,Montérégie,57035,1349,11900,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1092,Soins physiques et psychiatriques de courte durée,Montérégie,57040,1936,14266,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1093,Soins physiques et psychiatriques de courte durée,Montérégie,57045,165,1478,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1094,Soins physiques et psychiatriques de courte durée,Montérégie,57050,192,1067,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1095,Soins physiques et psychiatriques de courte durée,Montérégie,57057,139,1213,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1096,Soins physiques et psychiatriques de courte durée,Montérégie,57068,180,942,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1097,Soins physiques et psychiatriques de courte durée,Montérégie,57075,159,858,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1098,Soins physiques et psychiatriques de courte durée,Montérégie,58007,6975,51729,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1099,Soins physiques et psychiatriques de courte durée,Montérégie,58012,2068,17617,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1100,Soins physiques et psychiatriques de courte durée,Montérégie,58033,3332,25213,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1101,Soins physiques et psychiatriques de courte durée,Montérégie,58037,1903,15939,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1102,Soins physiques et psychiatriques de courte durée,Montérégie,58227,24960,191213,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1103,Soins physiques et psychiatriques de courte durée,Montérégie,59010,2376,16603,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1104,Soins physiques et psychiatriques de courte durée,Montérégie,59015,1221,7140,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1105,Soins physiques et psychiatriques de courte durée,Montérégie,59020,1716,10471,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1106,Soins physiques et psychiatriques de courte durée,Montérégie,59025,583,4052,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1107,Soins physiques et psychiatriques de courte durée,Montérégie,59030,50,322,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1108,Soins physiques et psychiatriques de courte durée,Montérégie,59035,896,6165,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1109,Soins physiques et psychiatriques de courte durée,Montérégie,67005,191,1226,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1110,Soins physiques et psychiatriques de courte durée,Montérégie,67010,606,3746,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1111,Soins physiques et psychiatriques de courte durée,Montérégie,67015,1767,12364,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1112,Soins physiques et psychiatriques de courte durée,Montérégie,67020,1309,7185,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1113,Soins physiques et psychiatriques de courte durée,Montérégie,67025,607,3757,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1114,Soins physiques et psychiatriques de courte durée,Montérégie,67030,1410,11706,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1115,Soins physiques et psychiatriques de courte durée,Montérégie,67035,2032,11379,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1116,Soins physiques et psychiatriques de courte durée,Montérégie,67040,214,1614,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1117,Soins physiques et psychiatriques de courte durée,Montérégie,67045,1030,7102,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1118,Soins physiques et psychiatriques de courte durée,Montérégie,67050,4601,40591,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1119,Soins physiques et psychiatriques de courte durée,Montérégie,67055,177,1371,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1120,Soins physiques et psychiatriques de courte durée,Montérégie,67802,665,8173,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1121,Soins physiques et psychiatriques de courte durée,Montérégie,68005,176,1223,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1122,Soins physiques et psychiatriques de courte durée,Montérégie,68010,223,1582,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1123,Soins physiques et psychiatriques de courte durée,Montérégie,68015,41,384,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1124,Soins physiques et psychiatriques de courte durée,Montérégie,68020,142,964,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1125,Soins physiques et psychiatriques de courte durée,Montérégie,68025,246,1293,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1126,Soins physiques et psychiatriques de courte durée,Montérégie,68030,600,3399,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1127,Soins physiques et psychiatriques de courte durée,Montérégie,68035,55,182,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1128,Soins physiques et psychiatriques de courte durée,Montérégie,68040,185,1170,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1129,Soins physiques et psychiatriques de courte durée,Montérégie,68045,131,927,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1130,Soins physiques et psychiatriques de courte durée,Montérégie,68050,266,1979,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1131,Soins physiques et psychiatriques de courte durée,Montérégie,68055,866,6928,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1132,Soins physiques et psychiatriques de courte durée,Montérégie,69005,14,113,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1133,Soins physiques et psychiatriques de courte durée,Montérégie,69010,159,936,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1134,Soins physiques et psychiatriques de courte durée,Montérégie,69017,288,1760,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1135,Soins physiques et psychiatriques de courte durée,Montérégie,69025,185,1042,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1136,Soins physiques et psychiatriques de courte durée,Montérégie,69037,385,3361,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
