PERIODE,CODE  MO,CODE  MO_RESP,MO_RESPONSABLE,MO,CATEGORIE_EMPLOI,STATUT,APLE,NB_INDIVIDUS,NB_INDIVIDUS_120,APA_ABS_120,COUTS_120,NB_INDIVIDUS_246,APA_ABS_246,COUTS_246,NB_INDIVIDUS_248,APA_ABS_248,COUTS_248,NB_INDIVIDUS_270,APA_ABS_270,NB_INDIVIDUS_249,APA_ABS_249,NB_INDIVIDUS_272,APA_ABS_272,NB_INDIVIDUS_077,APA_ABS_077 
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Occasionnel,"2,0658",3,3,"0,0671","2296,8",1,"0,0383","864,46",0,0,0,1,"0,001",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Occasionnel,"59,0963",77,62,"1,6936","57618,04",14,"2,2034","49738,11",1,"0,0843","1446,62",25,"0,5322",2,"0,4676",0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Occasionnel,"53,9188",69,63,"1,8279","64526,43",14,"2,203","50571,67",0,0,0,20,"0,4299",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Occasionnel,"43,5899",52,46,"1,3648","48246,69",12,"1,7224","40306,67",1,"0,6171","10398,8",15,"0,2916",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Occasionnel,"24,756",30,26,"0,901","32451,67",7,"0,564","12890,36",2,"0,5903","10889,51",7,"0,2071",0,0,1,"0,1993",0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Régulier,"3,2694",4,3,"0,0282","973,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Régulier,"7,1638",12,10,"0,1464","5277,06",2,"0,2818","6757,92",0,0,0,1,"0,0193",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Régulier,"19,4507",27,25,"0,6374","25199,95",5,"1,3831","36563,73",0,0,0,4,"0,0962",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Régulier,"50,4119",59,54,"1,584","62625,51",5,"0,4416","11663,83",1,"0,4101","7869,9",5,"0,0981",1,"0,0767",0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Régulier,"68,8805",80,73,"2,1359","85248,88",11,"3,7684","104592,32",1,"0,3143","6031,93",9,"0,1508",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Occasionnel,"18,9607",24,23,"0,5906",20060,1,"0,046","1016,51",0,0,0,4,"0,0476",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Occasionnel,"23,4758",28,26,"0,7743","27130,9",4,"0,803","20998,92",1,"0,0958","1957,82",5,"0,1152",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Occasionnel,"11,9581",12,11,"0,3242","11373,38",1,"0,0898","2096,62",0,0,0,5,"0,1227",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Occasionnel,"7,9913",9,8,"0,2146","7400,39",3,"1,0464","23174,2",0,0,0,2,"0,0535",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Régulier,"0,2108",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Régulier,"5,3368",6,5,"0,1476","6261,99",0,0,0,1,"0,1572","3015,96",1,"0,0482",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Régulier,"11,2873",15,13,"0,3315","12904,85",2,"0,3296","8717,57",0,0,0,3,"0,058",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Personnel de bureau,Régulier,"11,2801",13,10,"0,3186","12579,01",1,"0,1571","4021,28",0,0,0,1,"0,0323",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Ouvrier,Régulier,"0,4101",1,1,"0,0038","124,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Ouvrier,Occasionnel,"0,9965",1,1,"0,0218","730,45",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Ouvrier,Occasionnel,"1,993",2,2,"0,0387","1295,59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Ouvrier,Régulier,"0,9965",1,1,"0,0058","194,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Ouvrier,Régulier,"2,9895",3,3,"0,0649","2169,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Haute direction et Cadres,Régulier,"1,993",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Haute direction et Cadres,Régulier,"10,8275",14,7,"0,1361","15176,68",3,"0,9389","96999,49",1,"0,0728","7579,82",0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Haute direction et Cadres,Régulier,"4,7027",7,1,"0,0384","3758,26",0,0,0,0,0,0,0,0,0,0,1,"0,5634",0,0
2012-2013,65,65,Famille,065-Famille,Haute direction et Cadres,Régulier,"1,993",2,2,"0,0129","1379,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Haute direction et Cadres,Régulier,"5,3275",6,3,"0,0512","4848,15",1,"0,2108","15152,42",0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Haute direction et Cadres,Régulier,"2,9972",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Occasionnel,"3,0932",5,4,"0,0389","1827,38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Occasionnel,"2,7059",5,4,"0,0432","2238,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Occasionnel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Occasionnel,"1,9931",2,2,"0,0576","3697,13",0,0,0,0,0,0,1,"0,0002",0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Régulier,"25,2001",31,26,"0,574","30456,06",4,"0,4243","14952,6",0,0,0,2,"0,0062",0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Régulier,"43,1929",48,48,"1,3217","88174,56",5,"0,946","40326,75",2,"0,097","3351,5",5,"0,0452",0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Régulier,"49,4394",56,46,"1,3469","95925,73",1,"0,0594","2875,51",0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Régulier,"27,8306",30,24,"0,9082","67261,92",1,"0,3191","15435,49",0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Occasionnel,"0,5711",1,1,"0,0019","72,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Occasionnel,"4,7834",7,3,"0,0712","3283,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Occasionnel,"0,8931",2,1,"0,0049","270,82",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Occasionnel,"0,9966",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Régulier,"10,5132",11,11,"0,2037","10386,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Régulier,"22,7094",25,23,"0,7902","48782,67",2,"0,2908","13067,22",0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Régulier,"25,3945",28,25,"0,6213","43193,59",1,"0,9428","45632,98",1,"0,0537","1950,45",0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Professionnels et Enseignants,Régulier,"13,7633",17,11,"0,3069","21868,88",1,"0,3066","14875,82",0,0,0,1,"0,0194",0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Occasionnel,"2,8478",5,4,"0,063","2077,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Occasionnel,"0,9237",1,1,"0,0191","750,99",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Occasionnel,"5,201",6,6,"0,1347","4548,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Occasionnel,"0,1533",1,1,"0,0019","87,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Régulier,"1,97",2,1,"0,0077","284,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Régulier,"11,3267",13,10,"0,2995","13266,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Régulier,"24,014",28,26,"0,6872","31943,43",3,"0,9392","27550,43",0,0,0,2,"0,0422",0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Régulier,"35,7995",39,38,"1,5378","74279,8",6,"2,1246","69588,21",0,0,0,3,"0,0416",0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Régulier,"11,485",11,10,"0,284","13709,11",2,"0,709","23729,76",0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Occasionnel,"0,1686",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Occasionnel,"1,5102",2,2,"0,0331","1502,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Occasionnel,"1,0348",3,1,"0,0115","420,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Régulier,"2,9896",3,3,"0,1163","5026,05",1,"0,0671","1801,68",0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Régulier,"6,1054",7,7,"0,1829","8625,99",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Régulier,"9,0144",11,10,"0,2382","11421,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Techniciens,Régulier,"6,7763",7,5,"0,1225","6010,39",1,"0,2146","7149,21",0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Occasionnel,"1,4948",2,1,"0,0038","128,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Occasionnel,"4,0572",5,4,"0,1022","3412,83",1,"0,2247","4880,63",0,0,0,1,"0,0172",0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Occasionnel,"0,6133",2,2,"0,012","478,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Occasionnel,"2,9894",3,3,"0,0898","3241,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Régulier,"0,9965",1,1,"0,0422","1612,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Régulier,"4,0928",4,4,"0,1112","4450,44",1,"0,023","613,33",0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Régulier,"4,6129",6,4,"0,091","3566,1",1,"0,391","10460,36",1,"0,7972","16012,73",1,"0,0077",1,"0,092",0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Régulier,"10,8968",15,11,"0,3721","14856,52",2,"0,4906","13186,26",0,0,0,1,"0,0089",0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Régulier,"15,0407",16,13,"0,3129","12240,13",4,"1,6922","41337,12",1,"0,2127","3469,2",1,"0,0096",0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Occasionnel,"1,7439",3,2,"0,0353","1219,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Régulier,"0,9965",1,1,"0,0313","1199,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Régulier,"2,9896",3,3,"0,0681","2250,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,65,65,Famille,065-Famille,Personnel de bureau,Régulier,"1,2763",2,2,"0,0393","1648,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Haute direction et Cadres,Régulier,"1,8933",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Haute direction et Cadres,Régulier,"6,8147",10,3,"0,0407",3963,1,"0,0364","2863,47",1,"0,0983","6809,35",0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Haute direction et Cadres,Régulier,"10,3828",13,5,"0,1344","13290,19",1,"0,2875","25257,43",0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Haute direction et Cadres,Régulier,"2,4913",3,1,"0,0517","4600,52",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Haute direction et Cadres,Régulier,"6,7536",11,4,"0,049","6177,49",1,"0,0307","4228,33",0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Haute direction et Cadres,Régulier,"15,0475",20,5,"0,0646","6267,31",0,0,0,0,0,0,0,0,0,0,1,"0,9965",0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Occasionnel,"1,0157",2,2,"0,0248","977,6",0,0,0,0,0,0,1,"0,0038",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Occasionnel,"8,279",14,10,"0,1798","8146,46",0,0,0,0,0,0,1,"0,0115",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Occasionnel,"0,2875",1,1,"0,0172","1028,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Occasionnel,"0,1802",2,0,0,0,1,"0,0192","569,92",0,0,0,1,"0,0192",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"0,115",1,1,"0,0077","306,85",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"32,8866",50,42,"0,9236","48064,04",5,"0,8743","34031,62",0,0,0,3,"0,0102",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"29,5764",43,30,"0,6612","44075,31",4,"0,8549","37551,23",0,0,0,3,"0,0147",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"34,2336",53,38,"0,9762","69002,53",3,"0,9471","40270,36",1,"0,0504","1825,26",0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"25,6944",37,25,"0,5024","36170,05",2,"0,9352","49707,29",0,0,0,3,"0,0291",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Occasionnel,"0,7091",1,1,"0,0153","641,95",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Occasionnel,"6,9985",13,8,"0,2145","9407,67",1,"0,0613","1823,32",0,0,0,2,"0,0076",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Occasionnel,"1,2034",5,3,"0,0345","2192,22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Occasionnel,"0,5366",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"0,23",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"26,9144",41,38,"0,6286","33652,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"21,5785",32,25,"0,5141","33032,97",1,"0,0695","2666,09",0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"24,2315",34,23,"0,6829","48736,13",1,"0,0545","2641,84",0,0,0,1,"0,0112",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Professionnels et Enseignants,Régulier,"33,1272",51,33,"0,7566","53836,31",0,0,0,1,"0,2568","9300,14",1,"0,0018",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Occasionnel,"2,3609",6,4,"0,0539","1754,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Occasionnel,"6,3165",11,8,"0,1632","5711,03",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Occasionnel,"3,9781",7,6,"0,113","4436,06",1,"0,1563","3712,56",0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Occasionnel,"7,1917",11,11,"0,2062","7877,07",0,0,0,0,0,0,1,"0,0002",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Occasionnel,"4,3502",5,5,"0,1303","4719,51",1,"0,0364","831,67",0,0,0,2,"0,0191",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"1,6941",3,3,"0,0537","1837,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"7,6119",14,14,"0,2515","10084,89",1,"0,027","689,02",0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"10,6742",16,15,"0,2741","11387,31",1,"0,1227","3011,71",0,0,0,1,"0,0077",0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"33,7785",48,38,"1,0451","49226,31",1,"0,7162","18223,35",0,0,0,0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Régulier,"21,8903",32,25,"0,576","26660,35",0,0,0,1,"0,7972","19069,12",0,0,0,0,0,0,0,0
2012-2013,67,67,"Enseignement supérieur, Recherche, Science et Technologie","067-Enseignement supérieur, de la Recherche, de la Science et de la Technologie",Techniciens,Occasionnel,"0,7665",1,1,"0,02","670,25",1,"0,1342","2937,24",0,0,0,1,"0,0088",0,0,0,0,0,0
