point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"BOU-0.0","Ruisseau Bouchard","Dorval","Embouchure du ruisseau","Amont ponceau de la rue Sévigny sortie du ruisseau au lac St-Louis.","R","R","BOU-0.0   Embouchure du ruisseau",2016-09-27T15:33:19,,"         17.4",570,7.3,"=",4100,,,4.5,51,90,12.16,0.1,291,0.4,35,0.1,49900,0.1,0.2,1.3,5.7,379,5610,12400,13.9,2.7,55600,2,0.7,0.5,0.5,1,0.2,0.5,1.6,15,2.8,0,0,2.8,0,6,"45.4390041953","-73.7254882114",287159.024,5033254.94
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2016-09-27T15:51:51,,"         17.1",600,7.5,"=",1300,,,9,52,100,8.28,0.1,306,0.4,39,0.1,54600,0.1,0.3,1.8,5.7,553,5900,13400,25.5,2.7,57600,2.3,1,0.5,0.5,1,0.2,0.6,1.6,16,2.8,0,0,2.8,0,6,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2016-09-27T11:21:44,,"         16.5",570,8,"=",2400,"          7.67","         78.80",17.8,71,160,9.09,0.1,420,0.5,37,0.1,48700,0.1,0.5,2.3,8,747,6060,11400,36.6,2.8,51000,2.5,1.3,0.5,0.5,1,0.2,0.6,2.1,24,2.8,0,0,2.8,0,6,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-2.9","Ruisseau Bouchard","Dorval","Branche ouest venant d'ADM","Nord de l'ave.Marshall, embranchement ouest provenant de l'aéroport de Dorval.","R","R","BOU-2.9   Branche ouest venant d'ADM",2016-09-27T10:52:28,,"         15.5",1048,7.9,"=",480,"          7.80","         78.50",22.6,67,230,10.44,0.1,392,0.6,68,0.1,78800,0.1,0.7,2,4.1,1080,11200,19700,81,3.3,100000,3.3,1,0.5,0.5,1,0.2,1.1,1.8,23,2.8,0,0,2.8,0,6,"45.4572489455","-73.7387149001",286130.259,5035285.45
"BOU-4.3","Ruisseau Bouchard","Dorval","Rue Hervé-Saint-Martin","Ponceau vers aire de déglaçage, O rue Hervé Saint-Martin","R","R","BOU-4.3   Rue Hervé-Saint-Martin",2016-09-27T10:16:29,,"         15.9",2143,8,"=",550,"         10.03","        102.00",15.5,52,180,10.89,0.1,311,0.7,78,0.1,96100,0.1,0.5,0.9,2.2,932,12800,24400,126,3.2,100000,2.7,1,0.6,0.5,1,0.2,1,1.7,11,2.8,0,0,2.8,0,6,"45.4690351539","-73.7425587543",285833.586,5036596.15
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2016-09-27T13:43:12,,"         16.8",1721,8.7,"=",17000,"          9.81","        101.60",9.3,140,190,5.84,0.1,136,0.4,24,0.1,48300,0.1,0.1,0.7,8.1,96,4780,6560,5,1,100000,1.2,0.2,0.5,0.5,1,0.2,0.1,2,21,2.8,0,0,2.8,0,6,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2016-09-27T14:23:30,,"         16.4",492,8.2,"=",360,"          9.37","         95.80",3.7,26,20,3.8,0.1,223,0.3,30,0.1,53000,0.1,0.3,0.8,3.1,456,2040,8800,27,1,36100,1.3,0.7,0.5,0.5,1,0.2,0.2,1.1,8,2.8,0,0,2.8,0,6,"45.4374504274","-73.8349651619",278593.422,5033112.12
"MEA-0.4","Ruisseau Meadowbrook","Beaconsfield","Av. Brookside","Beaconsfield, sur l'ave Brookeside, 60m au sud de l'allée Celtic dans le parc Brookside, en aval du ponceau piétonnier.","R","R","MEA-0.4   Av. Brookside",2016-09-27T12:01:25,,"         18.2",665,8.2,"=",1600,"          8.46","         90.00",88.6,168,130,4.41,0.1,2480,0.9,45,0.2,48100,0.1,1.9,5,9.7,3520,2290,8990,65.8,1.2,74300,6,7.4,0.5,0.5,1,0.2,0.4,5.5,27,2.8,0,0,2.8,0,6,"45.4251916856","-73.8703693824",275817.239,5031761.96
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2016-09-27T14:57:39,,"         16.0",642,7.9,"=",2000,"          7.71","         78.30",63.2,60,20,5.25,0.1,126,0.5,29,0.1,53400,0.1,0.1,0.6,3.2,227,3370,11600,15.7,1.7,56300,1.3,0.4,0.5,0.5,1,0.2,0.4,1,7,2.8,0,0,2.8,0,6,"45.4511030275","-73.8041862862",281007.2,5034619.75
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2016-10-05T16:20:23,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,6,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2016-10-05T11:49:15,,"         17.6",364,8.2,"=",18,"         11.10","        116.00",1.4,9,20,7.61,0.1,170,0.6,32,0.1,38900,0.1,0.1,0.3,0.6,39,1750,9870,9.9,1.2,17500,0.5,0.2,0.5,0.5,1,0.2,0.4,0.7,7,0,0,0,0,1,6,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2016-10-05T12:08:41,,"         18.7",453,7.9,"<",10,"          9.60","        103.00",5.4,73,100,8.91,0.1,11,1.2,27,0.1,47800,0.1,0.1,0.3,0.7,58,5350,15700,206,1,19700,0.5,0.2,0.5,0.5,1,0.2,0.2,0.4,7,0,0,0,0,1,6,"45.4561003757","-73.5538839661",300585.683,5035131.5
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2016-11-02T11:03:17,,"          9.2",193,8.1,"=",90,"         11.70","        101.00",6.4,37,130,6.05,0.1,548,0.4,25,0.1,17400,0.1,0.3,1.4,2.1,628,1340,4360,29,1,13600,1.2,0.7,0.5,0.5,1,0.2,0.2,1.3,7,0,0,0,0,1,7,"45.5116556787","-73.7554416029",284841.296,5041335.7
"BER-0.7P1","Ruisseau Bertrand","Ahuntsic-Cartierville","Rue Camille","Montréal, PN Bois-de-Liesse, O rue Camille, N  chemin de fer","R","R","BER-0.7P1   Rue Camille",2016-11-02T11:30:44,,"         12.2",1236,7.7,"=",460,"          9.70","         92.00",1.1,40,50,3.49,0.1,22,0.2,55,0.1,146000,0.1,0.1,0.5,2.9,128,6350,36100,23.3,1.8,89900,2.4,0.2,0.5,0.5,1,0.2,1.4,0.2,12,0,0,0,0,1,7,"45.5076747232","-73.7536315987",284981.322,5040892.84999999
"BER-3.3","Ruisseau Bertrand","Dorval","Boul. St-Régis","Voie de service de l'A. 40 ouest, 400m à l'est de la rue Sunnybrook","R","R","BER-3.3   Boul. St-Régis",2016-11-02T12:45:26,,"         13.7",2358,7.6,"=",11000,"          9.80","         96.00",3.4,22,130,3.35,0.1,18,0.3,84,0.1,143000,0.1,0.2,0.5,3.8,927,6230,38400,61.2,2.6,100000,1.6,0.2,0.5,0.5,1,0.2,0.8,0.2,7,0,0,0,0,1,7,"45.4899301463","-73.769125548",283764.024,5038924.82
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2016-11-02T13:12:40,,"         12.5",618,8,"<",10,"         10.00","         95.00",7.7,70,130,4.61,0.1,134,0.5,45,0.1,60400,0.1,0.3,0.5,2.4,518,3110,15500,34.9,2.4,45000,2.4,0.5,0.5,0.5,1,0.2,0.5,0.5,12,0,0,0,0,1,7,"45.4816607033","-73.7729858795",283459.162,5038006.86
"BRU-1","Bassin de La Brunante","Saint-Laurent","Boulevard Poirier","Parc Marcel Laurin,  bassin de la Brunante, boul. Poirier,  S des Harfangs, au pied du gazébo.","R","R","BRU-1   Boulevard Poirier",2016-11-02T10:07:41,,"          8.2",926,8,"<",10,"         12.90","        110.00",4.4,21,20,6.38,0.1,7,0.2,48,0.1,59900,0.1,0.1,0.3,0.7,54,4950,32100,2.9,1.5,80300,0.7,0.2,0.5,0.5,1,0.2,0.3,0.2,7,0,0,0,0,1,7,"45.5099765705","-73.7077803601",288564.782,5041138.36
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2016-11-02T15:10:40,,"         10.9",795,7.9,"=",81,"         11.60","        105.00",6.6,47,150,4.3,0.1,56,0.3,37,0.1,71400,0.1,0.2,0.5,2.2,200,3080,15200,15.5,1.3,66300,2,0.5,0.5,0.5,1,0.2,0.7,0.5,7,0,0,0,0,1,7,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-0.0","Ruisseau Denis","Pointe-Claire","Embouchure du ruisseau","Embouchure du ruisseau à la Baie de Valois, face au boul. Des Sources.","R","R","DEN-0.0   Embouchure du ruisseau",2016-11-02T14:37:25,,"         11.3",1355,7.9,"=",210,"         11.70","        107.00",4,23,80,4.33,0.1,100,0.3,70,0.1,127000,0.1,0.4,0.4,2,350,7060,27500,41.5,3.7,100000,2.6,0.3,0.5,0.5,1,0.2,1.4,0.6,11,0,0,0,0,1,7,"45.4452824596","-73.7788021061",282990.453,5033965.71
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2016-11-02T14:21:38,,"         11.6",819,8,"<",10,"         11.50","        105.00",20.4,44,150,7.09,0.1,635,0.7,67,0.1,97100,0.1,0.6,1.3,3.2,1060,15000,19500,41.4,5.6,47000,2.9,0.7,0.5,0.5,1,0.2,2,2.2,12,0,0,0,0,1,7,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2016-11-02T13:56:49,,"         13.7",1458,7.6,"=",2500,"          9.60","         93.00",4.5,43,170,5.36,0.1,48,0.3,69,0.1,115000,0.1,1,0.5,4.6,728,5170,27800,65.7,2.8,100000,3.4,0.5,0.5,0.5,1,0.2,0.9,0.6,18,0,0,0,0,1,7,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2016-11-02T10:34:43,,"          7.9",330,8.1,"<",10,"         12.00","        101.00",1,20,20,4.12,0.1,27,0.6,26,0.1,34200,0.1,0.1,0.3,1.1,87,1930,8260,8,1,17200,0.5,0.2,0.5,0.5,1,0.2,0.3,0.2,7,0,0,0,0,1,7,"45.5065149921","-73.7324652116",286634.882,5040758.96
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2017-05-04T12:00:31,"Non représentatif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,"45.4502113278","-73.9370663453",270613.07,5034568.57
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2017-05-04T12:00:09,"Non représentatif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,"45.4604326508","-73.9071136491",272961.694,5035692.16
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2017-05-04T11:15:17,,"         10.6",1227,8,"=",1000,"         12.12","        109.00",1.5,16,30,1.47,0.1,19,0.2,57,0.1,130000,0.1,0.1,0.3,1.2,114,2720,38700,7.4,1.7,79400,3.1,0.2,0.5,0.5,1,0.2,1.2,0.2,7,0,0,0,0,1,1,"45.4613786452","-73.900432332",273484.73,5035794.66
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2017-04-25T10:47:34,,"          9.6",571,8.5,"<",10,"         12.64","        111.00",4.7,11,20,3.22,0.1,124,0.2,40,0.1,52700,0.1,0.2,0.3,2,131,3570,8920,13.5,1.1,42600,1.5,0.3,0.5,0.5,1,0.2,0.7,0.6,7,0,0,0,0,1,1,"45.4987859127","-73.5988369105",297075.705,5039878.49
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2017-04-25T15:02:53,"Non représentatif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2017-04-25T11:18:07,,"         11.3",865,8.2,"<",10,"         10.86","         98.00",1.9,11,20,3.5,0.1,23,0.4,54,0.1,74300,0.1,0.1,0.3,1.3,89,2890,22000,10.3,1.2,61800,0.7,0.2,0.5,0.5,1,0.2,1.6,0.5,7,0,0,0,0,1,1,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2017-04-25T11:32:10,,"         10.0",458,8.2,"=",18,"         11.18","         99.00",4.6,39,30,7.13,0.1,65,0.6,33,0.1,54800,0.1,0.1,0.3,0.8,73,4790,13000,212,1,15600,0.8,0.2,0.5,0.5,1,0.2,0.3,0.6,7,0,0,0,0,1,1,"45.4561003757","-73.5538839661",300585.683,5035131.5
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2017-04-25T09:58:33,"Non représentatif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2017-04-25T13:49:24,"Non représentatif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2017-04-25T13:33:09,,"          9.5",1049,8.2,"=",80,"         10.47","         92.00",18.2,72,150,34.77,0.1,339,0.5,47,0.1,73700,0.1,0.5,1.5,4.8,553,3400,15700,45.9,1.5,100000,2.1,1.1,0.5,0.8,1,0.2,0.8,1.5,12,0,0,0,0,1,1,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2017-04-25T15:02:34,"Non représentatif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,"45.6920285661","-73.522349053",303059.363,5061349.48
"ADM-1","Marais du parc-nature des Sources","Dorval","Marais du parc-nature des Sources","Futur PN des Sources, 375m au sud de l'inters.av. Marie-Curie et rue Alexander-Fleming","R","R","ADM-1   Marais du parc-nature des Sources",2017-05-01T12:48:01,,"         11.4",345,8,"=",27,"          9.65","         88.00",4,25,20,16.12,0.1,41,0.6,28,0.1,50900,0.1,0.1,0.3,1,224,2900,8180,78.3,1,7550,0.5,0.2,0.5,0.5,1,0.3,0.5,0.2,7,30.3,1.1,0,31.4,0,1,"45.4746751642","-73.7631567222",284225.02,5037227.99
"BRU-1","Bassin de La Brunante","Saint-Laurent","Boulevard Poirier","Parc Marcel Laurin,  bassin de la Brunante, boul. Poirier,  S des Harfangs, au pied du gazébo.","R","R","BRU-1   Boulevard Poirier",2017-05-01T09:53:45,,"         12.5",525,8.7,"<",10,"          9.49","         89.00",3.2,25,20,4.84,0.1,19,0.3,31,0.1,48800,0.1,0.1,0.3,0.8,84,3340,15700,17.8,1,30200,0.6,0.2,0.5,0.5,1,0.2,0.3,0.2,7,27,1.1,0,28.1,0,1,"45.5099765705","-73.7077803601",288564.782,5041138.36
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2017-05-01T14:56:45,,"         12.0",975,8.1,"=",910,"         13.16","        120.00",17.2,54,40,3.57,0.1,135,0.3,38,0.1,78300,0.1,0.3,0.7,1.8,306,2460,18700,12.7,1.3,94000,1.6,0.6,0.5,0.5,1,0.2,1,0.7,7,30.8,1.1,0,31.9,0,1,"45.488546377","-73.8106049054",280521.23,5038782.74
"CLA-11.2","Canal de Lachine","Ville-Marie","Rue Commune Ouest","Parc du canal de Lachine, à l'intersection des rues Prince et de la Commune, en amont de l'écluse sur le quai.","R","R","CLA-11.2   Rue Commune Ouest",2016-09-28T11:45:32,,"         18.5",183,8.2,"=",45,"          9.41","        100.50",1.2,19,30,4.57,0.1,42,0.7,18,0.1,20100,0.1,0.1,0.3,1.2,85,1200,5270,6.9,1,9420,0.5,0.2,0.5,0.5,1,0.2,0.2,0.5,7,0,2.8,0,2.8,-1,6,"45.4955800961","-73.5522723127",300714.586,5039518.79999998
"CLA-1.8","Canal de Lachine","Lachine","Av. Saint-Pierre","Inters. Saint-Patrick et av. Dollard, est du pont Gauron, près de la caboose, sur le quai.","R","R","CLA-1.8   Av. Saint-Pierre",2016-09-28T10:39:10,,"         17.5",188,8.5,"=",36,"          9.10","         95.20",3.2,18,50,4.46,0.1,127,0.7,19,0.1,20200,0.1,0.1,0.3,1.3,188,1220,5390,13.3,1,9220,0.6,0.3,0.5,0.5,1,0.2,0.2,0.6,7,0,2.8,0,2.8,-1,6,"45.4414764604","-73.645099907",293448.665,5033515.19
"CLA-6.6","Canal de Lachine","Le Sud-Ouest","Boul. Monk","Rue Saint-Patrick, 125m au nord-est de l'inters. avec boul. Monk, près de la rampe de mise à l'eau.","R","R","CLA-6.6   Boul. Monk",2016-09-28T11:19:10,,"         18.2",171,8.2,"=",36,"          8.87","         94.10",1.2,20,30,4.82,0.1,88,0.6,18,0.1,18000,0.1,0.1,0.3,2,136,1160,4760,8.4,1,8620,0.6,0.3,0.5,0.5,1,0.2,0.2,0.8,7,0,2.8,0,2.8,-1,6,"45.4648332478","-73.5960034778",297292.635,5036105.05999999
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2016-10-05T14:44:39,,"         15.2",690,8,"=",140,"          9.75","         97.30",14,126,70,3.74,0.1,386,0.7,59,0.1,59500,0.1,0.4,1.4,2.6,586,3260,14500,39.7,3.7,55900,1.9,1.1,0.5,0.5,1,0.2,0.4,1.7,7,0,0,0,0,1,6,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2016-10-05T14:21:44,,"         18.7",603,8.3,"=",81,"         11.00","        118.00",10.2,232,30,4.22,0.1,102,0.7,61,0.1,52000,0.1,0.2,0.9,2.2,268,2990,13000,23.9,3.3,48400,1.2,0.5,0.5,0.5,1,0.2,0.4,0.7,7,0,0,0,0,1,6,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2016-10-05T14:08:09,,"         20.2",562,8.3,"=",1000,"         10.80","        119.00",5.6,175,80,3.75,0.1,160,0.7,53,0.1,49500,0.1,0.2,0.9,3,135,2790,12400,17.2,2.5,43800,1,0.2,0.5,0.5,1,0.2,0.4,0.6,7,0,0,0,0,1,6,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PIN-0.0","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","embouchure du ruisseau","Boul. Gouin, 50m à l'est de la 87e ave, embouchure du ruisseau vers la rivière-des-Prairies.","R","R","PIN-0.0   embouchure du ruisseau",2016-10-05T15:42:35,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,6,"45.6722382412","-73.5413309745",301579.837,5059150.69
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2016-10-19T11:02:02,,"         15.9",550,7.6,"=",2100,"          6.60","         68.00",12.5,99,220,4.67,0.1,189,0.6,49,0.1,47700,0.1,0.3,1.9,4.3,344,2860,9930,27.4,2.2,47600,1.2,0.9,0.5,0.9,1,0.2,0.3,1.2,16,0,5,0,5,-1,7,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2016-10-19T11:30:32,,"         14.5",501,7.7,"=",280,"          8.90","         88.00",8.2,70,50,5.07,0.1,255,0.5,47,0.1,47800,0.1,0.2,1,2.7,401,2610,8880,27.1,2,37100,1.3,0.7,0.5,0.7,1,0.2,0.3,1.4,9,0,5,0,5,-1,7,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"DEN-2.6","Ruisseau Denis","Dorval","Av. Reverchon","Rue Reverchon, 100m à l'est du cr. Newman","R","R","DEN-2.6   Av. Reverchon",2017-05-01T14:11:22,,"          9.9",339,8.2,"=",2400,"         11.40","        101.00",40.4,74,230,10.22,0.1,662,0.5,27,0.1,33200,0.1,0.8,4.1,7.5,1070,1560,6300,35.3,1.3,29600,2.5,2.4,0.5,0.5,1,0.2,0.4,2,42,30.8,1.1,0,31.9,0,1,"45.4660700012","-73.7801656599",282891.839,5036276.2
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2017-05-01T13:57:37,,"          9.8",313,8.2,"=",1200,"         11.50","        101.00",43.6,75,260,3.72,0.1,646,0.5,25,0.1,30100,0.1,0.7,4.3,8,1010,1460,5880,33.8,1.3,27700,2.5,2.5,0.6,0.5,1.4,0.2,0.3,2,46,30.8,1.1,0,31.9,0,1,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2017-05-01T10:13:46,,"         11.4",220,8.7,"<",10,"          8.58","         78.00",3.2,42,20,4.01,0.1,29,1.5,15,0.1,18200,0.1,0.1,1.4,1.2,298,1880,2670,39.1,1,20900,0.9,0.2,0.5,0.5,1,0.2,0.1,0.2,12,27.6,1.1,0,28.7,0,1,"45.5065149921","-73.7324652116",286634.882,5040758.96
"PRO-2","Ruisseau Provost","Outremont","Ruisseau Provost","Av. Roskilde, 50m à l'est de l'av. Springgrove, parc Oakwood","R","R","PRO-2   Ruisseau Provost",2017-04-25T10:14:53,,"          7.0",1831,8.2,"=",27,"         10.33","         86.00",663,805,530,20.25,0.1,6900,4.8,197,0.5,154000,0.4,8.1,13.6,33.9,11100,6100,20800,822,1.1,100000,20.1,36,2.4,1.1,1,0.2,1,19.9,112,0,0,0,0,1,1,"45.5133281629","-73.6011948902",296893.46,5041494.80999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2017-04-25T12:58:11,,"         11.2",929,8.1,"=",90,"          9.89","         90.00",10.5,39,110,4,0.1,97,0.4,40,0.1,69900,0.1,0.3,0.8,3.9,311,3000,15500,35.9,1,88900,1.7,0.7,0.5,0.5,1,0.2,0.9,0.9,14,0,0,0,0,1,1,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
