point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2024-09-18T12:02:26,,"         22.1",791,8.1,"=",3300,"         10.70","        120.00",5,126,150,,0.1,49,0.6,41,1.3,64500,0.1,0.4,1,5.2,163,4320,17600,24.1,1.6,83000,1.7,0.3,0.5,0.5,1,0.2,0.6,0.3,14,0,0,0,0,1,6,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-golf","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Ponte-aux-Prairies, secteur rivière des Prairies, branche en provenance du Golf de Montréal.","R","R","PAP-golf   P-N de la Pointe-aux-Prairies",2024-09-18T13:49:24,,"         19.4",451,7.5,"=",130,"          6.50","         71.00",12.3,145,290,,0.1,158,4.6,25,1.3,55100,0.1,0.5,0.7,1.8,1210,4530,21800,950,1,22000,1.6,0.2,0.5,0.5,1,0.2,1.2,0.8,7,0,0,0,0,1,6,"45.685539048","-73.5217702047",303104.25,5060628.25999999
"PIN-0.0","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","embouchure du ruisseau","Boul. Gouin, 50m à l'est de la 87e ave, embouchure du ruisseau vers la rivière-des-Prairies.","R","R","PIN-0.0   embouchure du ruisseau",2024-09-18T13:34:55,,"         25.5",960,7.7,"=",820,"          7.31","         80.00",5.5,48,40,,0.1,97,0.6,56,1.3,99600,0.1,0.3,0.5,2.4,309,17100,31700,73.2,2.1,91700,1.9,0.8,0.5,0.5,1,0.2,0.6,0.5,7,0,0,0,0,1,6,"45.6722382412","-73.5413309745",301579.837,5059150.69
"ANG-2","Étang du parc Angrignon","Le Sud-Ouest","Sortie du bassin principal","Montréal, parc Angrignon, bassin principal, à la sortie de l'étang.","R","R","ANG-2   Sortie du bassin principal",2024-09-25T14:18:19,,"         18.7",360,7.3,"=",18,"          3.30","         36.00",12,33,40,,0.1,98,1.2,38,1.3,51000,0.1,0.3,0.7,1.2,209,2820,16900,63.5,1,9890,0.8,0.8,0.5,0.5,1,0.2,0.4,0.6,8,0,0,8.6,8.6,-2,6,"45.4440053939","-73.5952183078",297351.293,5033790.38999999
"BOU-0.0","Ruisseau Bouchard","Dorval","Embouchure du ruisseau","Amont ponceau de la rue Sévigny sortie du ruisseau au lac St-Louis.","R","R","BOU-0.0   Embouchure du ruisseau",2024-09-25T09:58:01,,"         16.0",664,7.7,"=",640,"          7.60","         77.00",2.8,21,80,,0.1,113,0.4,38,1.3,62100,0.1,0.3,0.6,2.2,263,5810,14800,40.4,2.6,80000,2.1,0.5,0.5,0.5,1,0.2,0.6,0.4,9,0,0,8.6,8.6,-2,6,"45.4390041953","-73.7254882114",287159.024,5033254.94
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2024-09-25T09:45:05,,"         15.9",768,7.5,"=",200,"          5.10","         53.00",4.9,23,110,,0.1,130,0.4,44,1.3,70900,0.1,0.4,0.7,4.5,361,5920,18200,41.2,2.6,92700,2.3,0.7,0.5,0.5,1,0.2,0.6,0.5,11,0,0,8.6,8.6,-2,6,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2024-09-25T09:32:44,,"         16.1",1449,7.3,"=",3200,"          4.60","         47.00",14.9,30,50,,0.1,243,0.5,63,1.3,126000,0.1,0.7,0.9,2.1,791,5350,40900,114,1.9,167000,2.8,1,0.5,0.5,1,0.2,0.5,0.5,13,0,0,8.6,8.6,-2,6,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.9","Ruisseau Bouchard","Dorval","Branche ouest venant d'ADM","Nord de l'ave.Marshall, embranchement ouest provenant de l'aéroport de Dorval.","R","R","BOU-2.9   Branche ouest venant d'ADM",2024-09-25T09:11:27,,"         16.9",1037,7.6,"=",200,"          6.80","         61.00",6,16,80,,0.1,81,0.5,77,1.3,106000,0.1,0.5,0.6,1.9,534,13500,30600,89.2,4.1,105000,2.6,0.4,0.5,0.5,1,0.2,1.6,0.4,19,0,0,8.6,8.6,-2,6,"45.4572489455","-73.7387149001",286130.259,5035285.45
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2024-09-25T09:17:10,,"         14.6",756,7.6,"=",520,"          7.60","         75.00",3.9,5,80,,0.1,56,0.4,55,1.3,85100,0.1,0.4,0.4,1.5,334,15100,25900,57.2,4.6,77200,2.6,0.4,0.5,0.5,1,0.2,1.3,0.4,7,0,0,8.6,8.6,-2,6,"45.4573744838","-73.7379791186",286187.845,5035299.23
"CLA-11.2","Canal de Lachine","Ville-Marie","Rue Commune Ouest","Parc du canal de Lachine, à l'intersection des rues Prince et de la Commune, en amont de l'écluse sur le quai.","R","R","CLA-11.2   Rue Commune Ouest",2024-09-25T14:55:58,,"         19.3",157,7.8,"=",27,"          8.70","         95.00",0.9,5,50,,0.1,45,0.5,18,1.3,19200,0.1,0.2,0.4,1.1,100,1090,4450,9,1,7880,0.6,0.3,0.5,0.5,1,0.2,0.2,0.3,7,0,0,8.6,8.6,-2,6,"45.4955800961","-73.5522723127",300714.586,5039518.79999998
"CLA-1.8","Canal de Lachine","Lachine","Av. Saint-Pierre","Inters. Saint-Patrick et av. Dollard, est du pont Gauron, près de la caboose, sur le quai.","R","R","CLA-1.8   Av. Saint-Pierre",2024-09-25T14:01:20,,"         19.1",125,7.7,"=",170,"          8.30","         90.30",4.9,10,50,,0.1,228,0.5,18,1.3,15400,0.1,0.3,1,1.7,357,1010,3690,20.4,1,6320,0.9,0.6,0.5,0.5,1,0.2,0.2,0.5,7,0,0,8.6,8.6,-2,6,"45.4414764604","-73.645099907",293448.665,5033515.19
"CLA-6.6","Canal de Lachine","Le Sud-Ouest","Boul. Monk","Rue Saint-Patrick, 125m au nord-est de l'inters. avec boul. Monk, près de la rampe de mise à l'eau.","R","R","CLA-6.6   Boul. Monk",2024-09-25T14:33:42,,"         19.7",157,7.8,"=",45,"          8.40","         92.00",2.2,3,20,,0.1,88,0.8,18,1.3,19000,0.1,0.2,0.5,1,156,1080,4590,16.5,1,7790,0.6,0.4,0.5,0.5,1,0.2,0.2,0.3,7,0,0,8.6,8.6,-2,6,"45.4648332478","-73.5960034778",297292.635,5036105.05999999
"ANG-2","Étang du parc Angrignon","Le Sud-Ouest","Sortie du bassin principal","Montréal, parc Angrignon, bassin principal, à la sortie de l'étang.","R","R","ANG-2   Sortie du bassin principal",2024-08-26T14:55:03,,"         28.1",365,8.3,"=",18,"          9.30","        119.00",1.4,24,30,,0.1,13,1,14,1.3,42600,0.1,0.2,0.3,1.2,14,2150,16200,20.2,1,9120,0.4,0.2,0.5,0.5,1,0.2,0.4,0.3,7,0,1.2,0,1.2,-1,5,"45.4440053939","-73.5952183078",297351.293,5033790.38999999
"BOU-0.0","Ruisseau Bouchard","Dorval","Embouchure du ruisseau","Amont ponceau de la rue Sévigny sortie du ruisseau au lac St-Louis.","R","R","BOU-0.0   Embouchure du ruisseau",2024-08-26T11:05:32,,"         21.1",1478,8,"=",1100,"          7.80","         88.00",5.5,28,390,,0.1,87,0.6,82,1.3,115000,0.1,0.4,0.4,2.2,302,13900,33000,20.5,4.5,151000,3.1,0.6,0.5,0.5,1,0.2,1.8,0.3,11,0,1.2,0,1.2,-1,5,"45.4390041953","-73.7254882114",287159.024,5033254.94
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2024-08-26T10:23:52,,"         18.5",2083,7.7,"=",1600,"          7.60","         81.00",5.6,33,120,,0.1,59,0.3,67,1.3,143000,0.1,0.5,0.3,1.7,432,6660,51700,43.2,2.5,232000,2.8,0.5,0.5,0.5,1,0.2,0.6,0.3,8,0,1.2,0,1.2,-1,5,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2024-08-26T10:10:59,,"         20.7",1375,7.7,"=",1100,"          5.20","         58.00",6.4,26,210,,0.1,113,0.5,76,1.3,98900,0.1,0.5,0.6,3,389,12700,27000,37.5,3.8,146000,3,0.6,0.6,0.5,1,0.2,1.6,0.3,16,0,1.2,0,1.2,-1,5,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2024-08-26T09:52:41,,"         19.4",948,7.6,"=",360,"          5.30","         57.00",184,212,250,,0.8,2730,1.5,89,1.3,98200,0.5,2.7,7.6,20.4,5040,15200,25800,175,3.7,90300,9.7,10,1.1,0.8,1,0.2,1.3,6.1,96,0,1.2,0,1.2,-1,5,"45.4573744838","-73.7379791186",286187.845,5035299.23
"BOU-4.3","Ruisseau Bouchard","Dorval","Rue Hervé-Saint-Martin","Ponceau vers aire de déglaçage, O rue Hervé Saint-Martin","R","R","BOU-4.3   Rue Hervé-Saint-Martin",2024-08-26T08:47:40,,"         19.1",1688,7.3,"<",10,"          7.10","         78.00",4.9,23,130,,0.1,86,0.6,82,1.3,108000,0.1,0.5,0.4,5.7,338,9670,26100,50.2,3.8,212000,2.8,0.3,0.5,0.5,1,0.2,1.9,0.3,9,0,1.2,0,1.2,-1,5,"45.4690351539","-73.7425587543",285833.586,5036596.15
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2024-08-26T14:14:56,,"         26.6",159,9,"<",10,,,3.3,27,40,,0.1,93,0.6,19,1.3,17800,0.1,0.2,0.6,1.9,144,1220,4180,14.4,1,7610,0.8,0.2,0.5,0.5,1,0.2,0.1,0.3,7,0,1.2,0,1.2,-1,5,"45.4310100179","-73.6686715567",291602.188,5032355.66
"CLA-1.8","Canal de Lachine","Lachine","Av. Saint-Pierre","Inters. Saint-Patrick et av. Dollard, est du pont Gauron, près de la caboose, sur le quai.","R","R","CLA-1.8   Av. Saint-Pierre",2024-08-26T14:32:12,,"         24.9",155,8.4,"=",18,"          9.30","        112.00",2.3,23,30,,0.1,183,0.5,19,1.3,17100,0.1,0.2,0.4,1.7,227,1220,4100,12.6,1,7500,0.8,0.3,0.5,0.5,1,0.2,0.2,0.4,7,0,1.2,0,1.2,-1,5,"45.4414764604","-73.645099907",293448.665,5033515.19
"CLA-6.6","Canal de Lachine","Le Sud-Ouest","Boul. Monk","Rue Saint-Patrick, 125m au nord-est de l'inters. avec boul. Monk, près de la rampe de mise à l'eau.","R","R","CLA-6.6   Boul. Monk",2024-08-26T15:12:53,,"         25.4",163,8.6,"<",10,"          9.50","        115.00",4.6,30,40,,0.1,193,0.5,19,1.3,16500,0.1,0.2,0.8,1.8,255,1270,3910,14.9,1,7460,0.9,0.5,0.5,0.5,1,0.2,0.2,0.4,7,0,1.2,0,1.2,-1,5,"45.4648332478","-73.5960034778",297292.635,5036105.05999999
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2024-08-26T12:43:19,,"         18.4",1371,8.1,"=",1600,"          9.10","         97.00",1.8,21,50,,0.1,44,0.3,64,1.3,125000,0.1,0.3,0.3,3,134,4260,29400,18.4,1.9,137000,1.9,0.2,0.5,0.5,1,0.2,1.2,0.3,7,0,1.2,0,1.2,-1,5,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"MEA-0.4","Ruisseau Meadowbrook","Beaconsfield","Av. Brookside","Beaconsfield, sur l'ave Brookeside, 60m au sud de l'allée Celtic dans le parc Brookside, en aval du ponceau piétonnier.","R","R","MEA-0.4   Av. Brookside",2024-08-26T11:32:12,,"         19.5",1046,7.8,"=",1400,"          8.80","         95.00",0.8,16,30,,0.1,26,0.2,63,1.3,102000,0.1,0.3,0.3,1.5,65,3330,28500,11,3.2,89800,2.2,0.2,0.5,0.5,1,0.2,1.5,0.3,8,0,1.2,0,1.2,-1,5,"45.4251916856","-73.8703693824",275817.239,5031761.96
"SMI-0.8","Fossé Smith","Dorval","Fossé Smith","Boul. Montreal-Toronto, 150m à l'ouest de l'autoroute 520, entre le Terminus intermodal STM Dorval et le poste d'Hydro-Québec, près du rond-point et de la gare Dorval","R","R","SMI-0.8   Fossé Smith",2024-08-26T09:17:42,,"         18.9",1603,7.7,"=",560,"          7.80","         85.00",22.9,43,70,,0.1,310,0.4,83,1.3,151000,0.1,0.6,0.7,3.7,924,8840,32800,104,3.2,153000,2.5,1.3,0.5,0.5,1,0.2,0.7,0.4,18,0,1.2,0,1.2,-1,5,"45.4478971799","-73.744202809",285697.897,5034247.48
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2024-08-26T13:25:30,,"         19.5",1849,8,"=",320,"          7.90","         87.00",3,39,20,,0.1,63,0.4,76,1.3,153000,0.1,0.4,0.5,2.2,93,8060,42700,8.9,3.4,186000,3.3,0.2,0.5,0.5,1,0.2,2.2,0.3,7,0,1.2,0,1.2,-1,5,"45.4511030275","-73.8041862862",281007.2,5034619.75
"PIN-0.0","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","embouchure du ruisseau","Boul. Gouin, 50m à l'est de la 87e ave, embouchure du ruisseau vers la rivière-des-Prairies.","R","R","PIN-0.0   embouchure du ruisseau",2024-10-15T14:19:46,,"          8.6",901,7.8,"=",1600,"         10.40","         91.00",3.3,58,30,,0.1,68,0.5,48,1.3,104000,0.1,0.3,0.4,2.5,158,16200,32600,32.2,1.4,108000,1.7,0.4,0.5,0.6,1,0.2,0.6,0.4,7,1.5,3.1,2.5,7.1,0,7,"45.6722382412","-73.5413309745",301579.837,5059150.69
"PRO-2","Ruisseau Provost","Outremont","Ruisseau Provost","Av. Roskilde, 50m à l'est de l'av. Springgrove, parc Oakwood","R","R","PRO-2   Ruisseau Provost",2024-10-15T10:13:22,,"         10.7",979,7.9,"=",36,"         10.60","         96.00",3.8,20,30,,0.1,87,0.3,75,1.3,86200,0.1,0.3,0.5,2,128,4510,10400,8.5,1.5,160000,1.1,0.5,1.8,1.1,1,0.2,0.5,0.5,7,0,3.1,2.5,5.6,-1,7,"45.5133281629","-73.6011948902",296893.46,5041494.80999999
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2024-09-25T12:27:25,,"         15.3",1352,7.9,"=",640,"          8.50","         86.00",1.6,6,410,,0.1,32,0.2,77,1.3,132000,0.1,0.3,0.4,2.8,90,3440,22300,21.8,1,167000,1.7,0.2,0.5,0.5,1,0.2,0.7,0.3,7,0,0,8.6,8.6,-2,6,"45.4374504274","-73.8349651619",278593.422,5033112.12
"SMI-0.8","Fossé Smith","Dorval","Fossé Smith","Boul. Montreal-Toronto, 150m à l'ouest de l'autoroute 520, entre le Terminus intermodal STM Dorval et le poste d'Hydro-Québec, près du rond-point et de la gare Dorval","R","R","SMI-0.8   Fossé Smith",2024-09-25T10:10:11,,"         14.4",1304,7.7,"=",910,"          7.80","         77.00",25.2,28,210,,0.1,302,0.6,105,1.3,164000,0.1,0.7,1.3,11.7,1280,6140,32100,117,2,127000,2.4,1.8,0.5,0.5,1,0.2,0.4,1.3,25,0,0,8.6,8.6,-2,6,"45.4478971799","-73.744202809",285697.897,5034247.48
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2024-09-25T12:52:00,,"         16.2",1376,7.8,"=",730,"          7.70","         79.20",4.9,33,20,,0.1,131,0.3,61,1.3,122000,0.1,0.4,0.8,2.4,176,6290,34200,12.5,2.8,160000,2.7,0.2,0.5,0.5,1,0.2,1.2,0.8,7,0,0,8.6,8.6,-2,6,"45.4511030275","-73.8041862862",281007.2,5034619.75
"ANG-2","Étang du parc Angrignon","Le Sud-Ouest","Sortie du bassin principal","Montréal, parc Angrignon, bassin principal, à la sortie de l'étang.","R","R","ANG-2   Sortie du bassin principal",2024-10-21T13:55:10,,"         14.8",367,7.8,"<",10,"          9.50","         96.00",3.4,30,90,,0.1,26,0.9,36,1.3,50600,0.1,0.2,0.3,1,50,2920,17300,20.5,1,9490,0.7,0.3,0.5,0.5,1,0.2,0.5,0.9,7,1.9,3.6,3.1,8.6,0,7,"45.4440053939","-73.5952183078",297351.293,5033790.38999999
"BOU-0.0","Ruisseau Bouchard","Dorval","Embouchure du ruisseau","Amont ponceau de la rue Sévigny sortie du ruisseau au lac St-Louis.","R","R","BOU-0.0   Embouchure du ruisseau",2024-10-21T10:09:10,,"         12.5",1088,7.8,"=",140,"          9.10","         86.00",2.6,19,70,,0.1,36,0.3,54,1.3,96300,0.1,0.3,0.5,1.4,194,7200,30400,18.9,2.6,131000,1.9,0.4,0.5,0.5,1,0.2,0.7,0.3,7,0.8,3.6,3.1,7.5,0,7,"45.4390041953","-73.7254882114",287159.024,5033254.94
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2024-10-21T09:53:59,,"         12.7",1209,7.4,"=",45,"          6.90","         66.00",1.9,19,70,,0.1,37,0.4,58,1.3,105000,0.1,0.3,0.4,1,284,6820,33900,29.5,2.2,152000,2,0.3,0.5,0.5,1,0.2,0.6,0.3,7,0.6,3.6,3.1,7.3,0,7,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2024-10-21T09:22:46,,"         12.0",787,7.6,"=",210,"          8.20","         77.00",22.2,35,50,,0.1,475,0.4,56,1.3,88400,0.1,0.8,1.2,3.1,936,14500,29700,75.9,4.9,83100,4.9,1.3,0.5,0.5,1,0.2,1.4,0.8,15,0.6,3.6,3.1,7.3,0,7,"45.4573744838","-73.7379791186",286187.845,5035299.23
"CLA-11.2","Canal de Lachine","Ville-Marie","Rue Commune Ouest","Parc du canal de Lachine, à l'intersection des rues Prince et de la Commune, en amont de l'écluse sur le quai.","R","R","CLA-11.2   Rue Commune Ouest",2024-10-21T14:36:18,,"         14.4",81,8,"=",36,"          9.80","         96.00",1.2,22,40,,0.1,129,0.5,15,1.3,13400,0.1,0.2,0.5,1.7,247,963,3080,11.7,1,5530,0.7,0.5,0.5,0.5,1,0.2,0.1,0.3,7,2.1,3.6,3.1,8.8,0,7,"45.4955800961","-73.5522723127",300714.586,5039518.79999998
"CLA-6.6","Canal de Lachine","Le Sud-Ouest","Boul. Monk","Rue Saint-Patrick, 125m au nord-est de l'inters. avec boul. Monk, près de la rampe de mise à l'eau.","R","R","CLA-6.6   Boul. Monk",2024-10-21T14:10:40,,"         13.1",100,7.7,"=",27,"         10.60","        100.00",2.9,20,30,,0.1,195,0.5,17,1.3,13700,0.1,0.3,0.7,1.8,315,1020,3350,15.8,1,5840,0.8,0.5,0.5,0.5,1,0.2,0.2,0.3,7,2.1,3.6,3.1,8.8,0,7,"45.4648332478","-73.5960034778",297292.635,5036105.05999999
"MEA-0.4","Ruisseau Meadowbrook","Beaconsfield","Av. Brookside","Beaconsfield, sur l'ave Brookeside, 60m au sud de l'allée Celtic dans le parc Brookside, en aval du ponceau piétonnier.","R","R","MEA-0.4   Av. Brookside",2024-10-21T11:08:22,,"         14.6",755,7.7,"=",150,"          8.50","         84.00",1.3,15,50,,0.1,34,0.2,39,1.3,66500,0.1,0.2,0.3,8.9,76,2780,17600,6.8,3.5,92400,2.8,0.2,0.5,0.5,1,0.2,0.9,0.3,9,1.3,3.6,3.1,8,0,7,"45.4251916856","-73.8703693824",275817.239,5031761.96
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2024-10-15T10:26:40,,"         12.2",388,8.2,"=",36,"         10.00","         94.00",0.5,3,20,,0.1,10,0.2,26,1.3,30700,0.1,0.2,0.3,1,10,3650,12700,0.6,1,43900,1.4,0.2,0.5,0.5,1,0.2,0.4,0.3,7,0,3.1,2.5,5.6,-1,7,"45.4987859127","-73.5988369105",297075.705,5039878.49
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2024-10-15T15:10:18,,"         10.0",858,7.2,"=",2900,"          3.00","         27.00",132,851,2100,,0.1,2310,2.4,163,1.3,119000,0.3,2.6,5.7,6.4,16400,12100,39500,3680,1,74600,4.9,9.6,0.5,1.4,1.2,0.2,0.6,5.1,55,1.5,3.1,2.5,7.1,0,7,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2024-10-15T11:37:07,,"         10.7",439,7.8,"<",10,"         11.00","         99.00",1.1,17,30,,0.1,11,0.5,8,1.3,45400,0.1,0.2,0.3,0.6,16,4230,18900,17.6,1,43600,1.1,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0.7,3.1,2.5,6.3,0,7,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2024-10-15T11:52:32,,"         12.7",315,7.2,"=",45,"          6.00","         57.00",5.2,75,30,,0.1,26,0.8,45,1.3,49400,0.1,0.2,0.4,0.6,69,2720,10800,227,1,13800,0.6,0.2,0.5,0.5,1,0.2,0.2,0.4,7,0.7,3.1,2.5,6.3,0,7,"45.4561003757","-73.5538839661",300585.683,5035131.5
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2024-10-15T09:44:21,,"         10.4",247,7.8,"=",45,"          9.40","         84.00",1.9,16,30,,0.1,16,0.5,26,1.3,35900,0.1,0.2,0.3,1.5,22,2430,8950,14.8,1,14000,0.7,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,3.1,2.5,5.6,-1,7,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2024-10-15T13:55:06,,"         10.7",626,7.9,"=",420,"         10.70","         96.00",10.8,86,50,,0.1,202,0.6,38,1.3,61900,0.1,0.5,1.6,3.5,396,3790,16100,23.4,2.1,82400,3,0.8,0.6,0.5,1,0.2,0.5,0.7,10,1.5,3.1,2.5,7.1,0,7,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2024-10-15T13:38:40,,"         12.7",590,7.6,"=",260,"          8.90","         84.00",11,148,160,,0.1,132,0.6,35,1.3,54000,0.1,0.5,1.1,3.8,314,3490,14200,34.5,2.2,75500,2.2,0.7,0.7,0.5,1,0.2,0.4,0.8,13,1.5,3.1,2.5,7.1,0,7,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2024-10-15T13:11:04,,"         12.9",539,7.3,"=",280,"          7.50","         71.00",3.7,41,350,,0.1,34,0.4,36,1.3,54700,0.1,0.4,0.4,2.3,165,3070,13200,51.3,1.3,61600,1.9,0.3,0.5,0.5,1,0.2,0.5,0.3,7,1.5,3.1,2.5,7.1,0,7,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"PAP-golf","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Ponte-aux-Prairies, secteur rivière des Prairies, branche en provenance du Golf de Montréal.","R","R","PAP-golf   P-N de la Pointe-aux-Prairies",2024-10-15T14:35:27,,"         11.3",143,7.7,"=",350,"          9.70","         89.00",3.1,67,40,,0.1,416,0.5,15,1.3,18400,0.1,0.3,0.9,2.4,407,1860,5870,25.8,1,7160,1.3,0.5,0.5,0.5,1,0.2,0.2,0.7,7,1.5,3.1,2.5,7.1,0,7,"45.685539048","-73.5217702047",303104.25,5060628.25999999
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2024-10-08T09:37:20,,"         13.1",704,7.5,"=",2200,"          8.10","         81.00",2.5,23,80,,0.1,34,0.4,48,1.3,79200,0.1,0.3,0.4,1.7,260,2780,16800,30.1,1.3,77400,1.3,0.6,0.5,0.5,1,0.2,0.4,0.3,7,0,3.7,1.4,5.1,-1,7,"45.5116556787","-73.7554416029",284841.296,5041335.7
