IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Année de construction,Type structure,Charg. conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp. Générale Fermee,Superficie du tablier,Superficie du mur,latitude,longitude,X,Y
6036712,81-05200,Rue des Carrières,"Rue St-Hubert, dir. Nord",,25 - Arrondissement Rosemont-La Petite-Patrie,1970,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,384,,45.5319570248243,-73.5941656739771,297445,5043564
6042053,81-05201A,"Rue St-Hubert, côté Ouest",,"P.I. St-Hubert / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,1931,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,289,45.5314425540916,-73.5933204315084,297511,5043507
6042055,81-05201B,"CP, au Sud de des Carrières",Rue St-Hubert dir Nord,"P.I. St-Hubert / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1931,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,,,,604,,45.5318457345639,-73.5938995003621,297466,5043552
6042059,81-05201C,"Rue St-Hubert, côté Ouest",,"P.I. St-Hubert / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1931,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,309,45.5323121960171,-73.5952326196687,297362,5043604
6042061,81-05201D,"Rue St-Hubert, côté Est",,"P.I. St-Hubert / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1931,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,315,45.532333205991,-73.5947454265901,297400,5043606
6042063,81-05201E,"Rue St-Hubert, côté Est",,"P.I. St-Hubert / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,1931,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,225,45.531509336526,-73.5928961381474,297544,5043515
6018124,81-05202A,Rue D'Iberville,,P.O. Wellington / Canal Lachine,22 - Arrondissement Le Plateau-Mont-Royal,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,357,45.5406700443342,-73.572390960832,299147,5044531
6019540,81-05202B,Chemin de fer CN,Boulevard St-Joseph E. direction Ouest,"P.I. St-Joseph / CP, D'Iberville",25 - Arrondissement Rosemont-La Petite-Patrie,1933,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,"44,53",3,2015/11/17,834,,45.5413323197899,-73.5735270199464,299058,5044605
6018128,81-05202C,Boulevard St-Joseph E.,,"P.I. St-Joseph / CP, D'Iberville",25 - Arrondissement Rosemont-La Petite-Patrie,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,451,45.5422066320897,-73.5729028658724,299107,5044702
6018130,81-05202D,Boulevard St-Joseph E.,,"P.I. St-Joseph / CP, D'Iberville",25 - Arrondissement Rosemont-La Petite-Patrie,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,406,45.5420326245541,-73.5726638922637,299126,5044682
6009058,81-05203A,Boulevard Saint-Joseph Est,,"P.I. St-Joseph / CP, D'Iberville",22 - Arrondissement Le Plateau-Mont-Royal,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,35",4,2017/09/11,,749,45.5401383813092,-73.5745050745639,298982,5044472
6009059,81-05203B,Boulevard Saint-Joseph Est,,"P.I. St-Joseph / CP, D'Iberville",22 - Arrondissement Le Plateau-Mont-Royal,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,36",4,2017/09/11,,767,45.5400456321083,-73.5750069642047,298942,5044462
6009061,81-05203D,Rue D'Iberville,,"P.I. St-Joseph / CP, D'Iberville",22 - Arrondissement Le Plateau-Mont-Royal,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,52",4,2017/09/11,,408,45.5406563688639,-73.5727371498894,299120,5044529
6009063,81-05204A,boulevard Saint-Laurent ,,"P.I. St-Laurent / CP, Sud de Bellechasse",22 - Arrondissement Le Plateau-Mont-Royal,1910,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,12",4,2016/05/11,,208,45.5280367218185,-73.6040472349444,296673,5043130
6009064,81-05204B,Canadien Pacifique,boulevard Saint-Laurent ,"P.I. St-Laurent / CP, Sud de Bellechasse",25 - Arrondissement Rosemont-La Petite-Patrie,1910,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,100,4,2016/05/11,610,,45.5283557343231,-73.6043723035779,296647,5043165
6009065,81-05204C,Boulevard Saint-Laurent,,"P.I. St-Laurent / CP, Sud de Bellechasse",25 - Arrondissement Rosemont-La Petite-Patrie,1910,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,59",4,2016/05/11,,97,45.5285998589046,-73.6051986716981,296583,5043192
6008361,81-05204D,boulevard Saint-Laurent ,,"P.I. St-Laurent / CP, Sud de Bellechasse",25 - Arrondissement Rosemont-La Petite-Patrie,1910,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,31",4,2016/05/11,,174,45.528629910248,-73.6047112908847,296621,5043196
6008383,81-05204E,boulevard Saint-Laurent ,,"P.I. St-Laurent / CP, Sud de Bellechasse",22 - Arrondissement Le Plateau-Mont-Royal,1910,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,96",4,2016/05/11,,192,45.5280211500941,-73.6035097630182,296715,5043128
6059201,81-05205,"CN, au Nord de la rue Notre-Dame Ouest",Rue Ste-Marguerite,,21 - Arrondissement Le Sud-Ouest,1939,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2017/07/17,546,,45.4757449350674,-73.5876191038162,297950,5037317
6059206,81-05207,"CN, au Nord de la rue Turcot",Rue St-Rémi direction Nord,,21 - Arrondissement Le Sud-Ouest,1930,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,"99,23",4,2017/07/17,1218,,45.4721090543281,-73.5942345990789,297432,5036913
6042067,81-05208B,"Rue St-Rémi, côté Ouest",,T.V. St-Rémi / Canal Lachine,21 - Arrondissement Le Sud-Ouest,1951,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/08/26,,274,45.4671116141843,-73.5867985874943,298013,5036357
6042175,81-05208C,Tunnel St-Rémi dir Nord,Canal Lachine,T.V. St-Rémi / Canal Lachine,21 - Arrondissement Le Sud-Ouest,1951,Tunnel,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,,45.4681638191133,-73.5874502946916,297962,5036474
6029388,81-05208D,Rue St-Rémi,,T.V. St-Rémi / Canal Lachine,21 - Arrondissement Le Sud-Ouest,1951,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/08/25,,292,45.4688199306316,-73.5880991239298,297911,5036547
6042069,81-05208E,"Rue St-Rémi, côté Est",,T.V. St-Rémi / Canal Lachine,21 - Arrondissement Le Sud-Ouest,1951,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/08/27,,209,45.4688706007788,-73.5878292116089,297932,5036553
6042071,81-05208F,"Rue St-Rémi, côté Est",,T.V. St-Rémi / Canal Lachine,21 - Arrondissement Le Sud-Ouest,1951,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/08/29,,127,45.4670991339686,-73.5865174684901,298035,5036356
6009066,81-05209A,Rue De Salaberry,,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,1932,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"93,78",4,2017/06/27,,99,45.5430161405529,-73.6939708339364,289653,5044807
6009067,81-05209B,Rue De Salaberry,,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,1932,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,65",4,2017/06/27,,113,45.543118347797,-73.6942502769618,289631,5044819
6009068,81-05209C,Canadien Pacifique,rue De Salaberry,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,1932,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"58,55",3,2015/09/21,549,,45.5434292032523,-73.6938844103521,289660,5044853
6009069,81-05209D,Rue De Salaberry,,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,1932,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,15",4,2017/06/27,,205,45.5440119234014,-73.6936787680951,289676,5044918
6009070,81-05209E,Rue De Salaberry,,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,1932,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,37",4,2017/06/27,,187,45.543909714737,-73.6933993217449,289698,5044907
6009071,81-05210A,"Rue Sauvé Ouest,",,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,1970,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"87,96",4,2017/07/18,,393,45.5373801412939,-73.6650522419598,291910,5044176
6009072,81-05210B,"Rue Sauvé Ouest,",,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,1970,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,6",4,2017/07/27,,383,45.5373121926515,-73.6653996722078,291883,5044168
6009073,81-05210C,Virage en U,"rue Sauvé Ouest, direction Est","P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,1970,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"70,32",3,2017/07/18,486,,45.5380460398382,-73.6650364821965,291911,5044250
6010420,81-05210D,Canadien Pacifique,"rue Sauvé Ouest, direction Est","P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,1970,Pont à dalle pleine en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"70,45",3,2017/07/18,295,,45.5381628723376,-73.665020908654,291912,5044263
6009075,81-05210E,Chemin de fer CP,"Rue Sauvé Ouest, direction Est","P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,1970,Pont à dalle pleine en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"69,7",3,2017/07/18,384,,45.5382792558108,-73.664966920327,291917,5044276
6009076,81-05210F,Canadien Pacifique,Rue Sauvé Ouest direction Est,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,1970,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"70,93",3,2017/07/18,281,,45.5383872393433,-73.6649643644838,291917,5044288
6011660,81-05210G,"Rue Sauvé Ouest, côté Nord",,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,1970,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,41",4,2017/07/27,,577,45.5391345744181,-73.6649851014672,291915,5044371
6018082,81-05210H,"Rue Sauvé Ouest,",,"P.I. Sauvé / CP, entre l'Acadie et Meilleur",24 - Arrondissement Ahuntsic-Cartierville,1970,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"95,7",4,2017/07/18,,572,45.5390408458165,-73.6646671044301,291940,5044360
6042075,81-05213A,"Avenue Victoria, côté Ouest",,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1960,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/09,,411,45.4976140116744,-73.645257643425,293448,5039754
6042077,81-05213B,"CP, au Sud de la rue Jean-Talon Ouest",Avenue Victoria dir Nord,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1960,Portique en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"99,67",4,2017/05/09,712,,45.4980539878523,-73.6459254548719,293395,5039803
6042081,81-05213C,"Avenue Victoria, côté Ouest",,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1960,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/09,,389,45.4985292937361,-73.6472963986731,293288,5039856
6042083,81-05213D,"Avenue Victoria, côté Est",,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1960,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,89",4,2017/05/09,,380,45.4985131704761,-73.646695211833,293335,5039854
6042085,81-05213E,"Avenue Victoria, côté Est",,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1960,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/09,,346,45.4976067245664,-73.644643455657,293496,5039753
6007860,81-05214A,"Rue Wellington, côté Sud",,"P.I. Wellington / CN, à l'Est de la Congrégation",21 - Arrondissement Le Sud-Ouest,1961,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,27",4,2016/09/20,,157,45.4815434457163,-73.5582234915105,300248,5037959
6008703,81-05214B,"Rue Wellington, côté Nord",,"P.I. Wellington / CN, à l'Est de la Congrégation",21 - Arrondissement Le Sud-Ouest,1961,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/20,,81,45.4815476438497,-73.5585560697054,300222,5037960
6008700,81-05214C,"CN, à l'Est de la Congrégation",Rue Wellington,"P.I. Wellington / CN, à l'Est de la Congrégation",21 - Arrondissement Le Sud-Ouest,1961,Pont à poutres en acier,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,"95,96",4,2015/11/17,1088,,45.4819493385761,-73.5582899106497,300243,5038004
6008721,81-05214D,"Rue Wellington, côté Nord",,"P.I. Wellington / CN, à l'Est de la Congrégation",21 - Arrondissement Le Sud-Ouest,1961,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,61",4,2016/09/20,,129,45.4821134072743,-73.5584520694841,300231,5038023
6008723,81-05214E,"Rue Wellington, côté Nord",,"P.I. Wellington / CN, à l'Est de la Congrégation",21 - Arrondissement Le Sud-Ouest,1961,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/20,,108,45.4822890134798,-73.5581021047375,300258,5038042
6042179,81-05215A,Ancienne rue Wellington,Canal Lachine,T.V. Tunnel Wellington / Canal Lachine,21 - Arrondissement Le Sud-Ouest,1932,Tunnel,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"95,73",4,2017/08/02,,,45.4905142988173,-73.5571954466913,300329,5038956
6009181,81-05215B,Tunnel Wellington,,T.V. Tunnel Wellington / Canal Lachine,21 - Arrondissement Le Sud-Ouest,1932,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,14",4,2017/08/02,,138,45.4915849047036,-73.5579160622724,300273,5039075
6009182,81-05215C,Tunnel Wellington,,T.V. Tunnel Wellington / Canal Lachine,21 - Arrondissement Le Sud-Ouest,1932,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/10/04,,207,45.491563676887,-73.5576606469746,300293,5039073
6013233,81-05216A,"Boulevard Maurice Duplessis, direction Est","Avenue Armand Chaput, direction Nord",P.I. Armand-Chaput / CN et Maurice-Duplessis,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1982,Pont à dalle pleine en béton armé,16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,347,,45.6637638393997,-73.5343866706938,302120,5058209
6013960,81-05216B,"Boulevard Maurice Duplessis, direction Ouest","Avenue Armand Chaput, direction Nord",P.I. Armand-Chaput / CN et Maurice-Duplessis,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1982,Pont à dalle pleine en béton armé,16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,443,,45.6638639691991,-73.5344739169727,302114,5058220
6015864,81-05217A,Canadien national,Avenue Armand-Chaput,P.I. Armand-Chaput / CN et Maurice-Duplessis,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1982,Pont à dalle pleine en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,,,,420,,45.6634832569754,-73.5342656236469,302130,5058177
6015870,81-05217B,Canadien national,Avenue Armand-Chaput,P.I. Armand-Chaput / CN et Maurice-Duplessis,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1982,Pont à dalle pleine en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,,,,402,,45.6636195432379,-73.5343647626427,302122,5058193
