TITRE_ORIGINAL,TITRE_FRANCAIS,TITRE_ANGLAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNEE_PRODUCTION,GENRE,SOURCE,AUTEUR_1,AUTEUR_2,AUTEUR_3,AUTEUR_4,UUID_MEDIAFILM,UUID_IMDB,UUID_WIKIDATA 
Le Ragazze di San Frediano,"Jeunes Filles de San Frediano, Les",,IT,,,,,,1955,ComÃ©die,Roman,Vasco Pratolini,,,,mf-tt-1973705541,tt0048534,Q19824596
Le Soldatesse,Des filles pour l'armÃ©e,,IT,FR,DE,YU,,,1964,Drame de guerre,Roman,Ugo Pirro,,,,mf-tt-4839987583,tt0059732,Q1765704
Lean on Pete,,Lean on Pete,GB,,,,,,2017,Drame,Roman,Willy Vlautin,,,,mf-tt-6300711792,tt5340300,Q1402866
Leave Her to Heaven,PÃ©chÃ© mortel,Leave Her to Heaven,US,,,,,,1946,MÃ©lodrame,Roman,Ben Ames Williams,,,,mf-tt-3192498802,tt0037865,Q1216030
Leave No Trace,Sans laisser de traces,Leave No Trace,US,,,,,,2018,Drame,Roman,Peter Rock,,,,mf-tt-5230521646,tt3892172,Q1127763
Leaving Las Vegas,Adieu Las Vegas,Leaving Las Vegas,US,,,,,,1995,Drame psychologique,Roman,John O'Brien,,,,mf-tt-8695067563,tt0113627,Q631515
"Lectrice, La","Lectrice, La","Reader, The",FR,,,,,,1988,ComÃ©die de moeurs,Roman,Raymond Jean,,,,mf-tt-8355272196,tt0095511,Q3482852
Lee Daniels' The Butler,"Majordome, Le",Lee Daniels' The Butler,US,,,,,,2013,Drame biographique,Oeuvre,Wil Haygood,,,,mf-tt-1813787621,tt1327773,Q4920355
Left Behind,"OubliÃ©s, Les",Left Behind,US,,,,,,2014,Thriller,Roman,Tim LaHaye,Jerry B. Jenkins,,,mf-tt-4209393200,tt2467046,Q3221680
"Left Hand of God, The","Main gauche du seigneur, La","Left Hand of God, The",US,,,,,,1955,Drame psychologique,Roman,William E. Barrett,,,,mf-tt-4100303058,tt0048291,Q66498260
Legacy of Sin: The William Coit Story,,Legacy of Sin: The William Coit Story,US,,,,,,1995,Drame policier,Livre,Stephen Singular,,,,mf-tt-9844354766,,
"Legend of 1900, The","LÃ©gende du pianiste sur l'ocÃ©an, La","Legend of 1900, The",IT,,,,,,1999,Conte,Roman,Alessandro Baricco,,,,mf-tt-2106680781,tt0120731,
Legend of Earthsea,Terremer - La ProphÃ©tie du sorcier,Earthsea,US,,,,,,2004,Drame fantastique,Oeuvre,Ursula K. Le Guin,,,,mf-tt-3689225660,,Q1776920
"Legend of Sleepy Hollow, The",,"Legend of Sleepy Hollow, The",US,,,,,,1980,ComÃ©die,Roman,Washington Irving,,,,mf-tt-9186544809,tt0079453,
"Legend of Sleepy Hollow, The","LÃ©gende de Sleepy Hollow, La","Legend of Sleepy Hollow, The",CA,QC,,,,,1999,ComÃ©die,Roman,Washington Irving,,,,mf-tt-5613971084,,
"Legend of Tarzan, The","LÃ©gende de Tarzan, La","Legend of Tarzan, The",US,,,,,,2016,Aventures,Oeuvre,Edgar Rice Burroughs,,,,mf-tt-8907890091,tt0918940,Q3192486
Legends of Oz - Dorothy's Return,,Legends of Oz - Dorothy's Return,US,,,,,,2013,Film d'animation,Roman,Roger S. Baum,,,,mf-tt-6164306369,tt0884726,Q2395028
Legends of the North,Esperanza,Legends of the North,CA,FR,,,,,1994,Aventures,Roman,Jack London,,,,mf-tt-3362131285,,Q3793654
LÃ©gÃ¨re et court-vÃªtue,LÃ©gÃ¨re et court-vÃªtue,,FR,,,,,,1953,ComÃ©die,PiÃ¨ce,Jean Guitton,,,,mf-tt-0306708712,tt0044832,Q3725834
"LÃ©gion saute sur Kolwezi, La","LÃ©gion saute sur Kolwezi, La",,FR,,,,,,1980,Drame de guerre,Livre,Pierre Sergent,,,,mf-tt-3026972198,tt0079497,Q56241212
LÃ©gions d'honneur,LÃ©gions d'honneur,,FR,,,,,,1938,Drame,Roman,Jean Makis,,,,mf-tt-4856209762,,Q46551
"Leisure Seeker, The","ÃchappÃ©e belle, L'","Leisure Seeker, The",IT,FR,,,,,2017,Drame,Roman,Michael Zadoorian,,,,mf-tt-5153117516,tt3741632,Q942453
Lemmy pour les dames,Lemmy pour les dames,,FR,,,,,,1961,ComÃ©die policiÃ¨re,Roman,Peter Cheyney,,,,mf-tt-1949602006,tt0139422,Q1595847
Lemon Sky,,Lemon Sky,US,,,,,,1987,Drame psychologique,PiÃ¨ce,Lanford Wilson,,,,mf-tt-3109602286,,
Lemony Snicket's A Series of Unfortunate Events,"DÃ©sastreuses Aventures des orphelins Baudelaire d'aprÃ¨s Lemony Snicket, Les",Lemony Snicket's A Series of Unfortunate Events,US,,,,,,2004,ComÃ©die fantaisiste,Oeuvre,Daniel Handler,,,,mf-tt-8697464781,tt0339291,Q27450567
"LÃ©on Morin, prÃªtre","LÃ©on Morin, prÃªtre",,FR,,,,,,1991,Drame,Roman,BÃ©atrice Beck,,,,mf-tt-6218092123,,Q7746969
"LÃ©on Morin, prÃªtre","LÃ©on Morin, prÃªtre",,FR,,,,,,1961,Drame psychologique,Roman,BÃ©atrix Beck,,,,mf-tt-2246514390,tt0055082,
Leonor,Leonor,,FR,ES,IT,,,,1975,Drame fantastique,Roman,Johann Ludwig Tieck,,,,mf-tt-3405115881,tt0073278,Q663137
LÃ©opold le bien-aimÃ©,LÃ©opold le bien-aimÃ©,,FR,,,,,,1976,ComÃ©die dramatique,PiÃ¨ce,Jean Sarment,,,,mf-tt-8569323584,,Q3057844
Less Than Zero,Neige sur Beverly Hills,Less Than Zero,US,,,,,,1987,Drame psychologique,Roman,Bret Easton Ellis,,,,mf-tt-4021660127,tt0093407,
"Lesser Blessed, The",,"Lesser Blessed, The",CA,,,,,,2012,Drame,Roman,Richard Van Camp,,,,mf-tt-4802497920,tt2056740,Q2409511
"Lesson in Love, A","Homme inquiet, L'","Lesson in Love, A",GB,SE,,,,,2015,Drame policier,Roman,Henning Mankell,,,,mf-tt-7866565988,,Q4254026
Let Him Go,Laisse-le partir,Let Him Go,US,,,,,,2020,Drame policier,Roman,Larry Watson,,,,mf-tt-2462600503,tt9340860,
Let Me In,Laisse-moi entrer,Let Me In,US,,,,,,2010,Drame fantastique,Roman,John Ajvide Lindqvist,,,,mf-tt-8832165339,tt1228987,
Letter from an Unknown Woman,Lettre d'une inconnue,Letter from an Unknown Woman,US,,,,,,1948,Drame sentimental,Roman,Stefan Zweig,,,,mf-tt-5850451986,tt0040536,
Letters to an Unknown Lover,"Louves, Les",Letters to an Unknown Lover,GB,,,,,,1985,Drame,Roman,Boileau-Narcejac,,,,mf-tt-6120977656,,Q1091580
Letters to Jackie: Remembering President Kennedy,,Letters to Jackie: Remembering President Kennedy,US,,,,,,2013,Documentaire,Livre,Ellen Fitzpatrick,,,,mf-tt-2947639032,,Q3178974
Lettre d'une inconnue,Lettre d'une inconnue,Letter from an Unknown Woman,FR,DE,,,,,2002,Drame sentimental,Roman,Stefan Zweig,,,,mf-tt-5564331156,tt0298411,Q7738350
"Lettres de mon moulin, Les","Lettres de mon moulin, Les",,FR,,,,,,1954,Film Ã  sketches,Oeuvre,Alphonse Daudet,,,,mf-tt-8130599024,tt0047171,
Leviathan,Leviathan,,FR,,,,,,1961,Drame psychologique,Roman,Julien Green,,,,mf-tt-3396268040,,Q2825316
"Liaisons dangereuses 1960, Les","Liaisons dangereuses 1960, Les",Dangerous Liaisons,FR,,,,,,1959,Ãtude de moeurs,Roman,Choderlos de Laclos,,,,mf-tt-3309576310,tt0053002,Q74579
"Liaisons dangereuses, Les","Liaisons dangereuses, Les",,FR,,,,,,1980,Drame,Oeuvre,Choderlos de Laclos,,,,mf-tt-9980664954,tt0309793,
"Liaisons dangereuses, Les","Liaisons dangereuses, Les",Dangerous Liaisons,FR,CA,GB,,,,2002,Drame de moeurs,Roman,Choderlos de Laclos,,,,mf-tt-9018600822,,
"Libertin, Le","Libertin, Le",,FR,,,,,,2000,ComÃ©die,PiÃ¨ce,Ãric-Emmanuel Schmitt,,,,mf-tt-5443886594,tt0214878,
Libre et assoupi,Libre et assoupi,,FR,,,,,,2014,ComÃ©die,Roman,Romain Monnery,,,,mf-tt-1352209604,,Q5162453
Licence to Kill,Permis de tuer,Licence to Kill,GB,,,,,,1989,Drame d'espionnage,Oeuvre,Ian Fleming,,,,mf-tt-1046153141,tt0097742,Q223299
Lie Down With Lions,"Aigle rouge, L'",Lie Down With Lions,GB,,,,,,1994,Drame d'espionnage,Roman,Ken Follett,,,,mf-tt-1813543775,,
Liebelei,Liebelei - Une Histoire d'amour,Liebelei - Love Story,DE,,,,,,1933,MÃ©lodrame,PiÃ¨ce,Arthur Schnitzler,,,,mf-tt-9459544523,tt0024252,Q22350839
Lies of the Twins,Un Pas du cÃ´tÃ© de l'enfer,Lies of the Twins,US,,,,,,1991,Drame psychologique,Roman,Joyce Carol Oates,,,,mf-tt-1721580781,tt0102301,Q541445
"Lieu incertain, Un","Lieu incertain, Un",,FR,,,,,,2010,Drame policier,Roman,Fred Vargas,,,,mf-tt-9939913096,,
"LiÃ¨vre de Vatanen, Le","LiÃ¨vre de Vatanen, Le",,FR,,,,,,2006,Drame psychologique,Roman,Arto Paasilinna,,,,mf-tt-0114427050,tt0462690,
"Life & Adventures of Santa Claus, The","Aventures extraordinaires du PÃ¨re NoÃ«l, Les","Life & Adventures of Santa Claus, The",US,,,,,,2000,Film d'animation,Roman,L. Frank Baum,,,,mf-tt-2281908582,tt0267675,
"Life and Death of Peter Sellers, The","Moi, Peter Sellers","Life and Death of Peter Sellers, The",US,,,,,,2004,Drame biographique,Livre,Roger Lewis,,,,mf-tt-1687607740,tt0352520,
Life and Loves of She-Devil,,Life and Loves of She-Devil,GB,,,,,,1986,ComÃ©die,Roman,Fay Weldon,,,,mf-tt-2879291117,,
"Life Before Her Eyes, The","Vie devant ses yeux, La","Life Before Her Eyes, The",US,,,,,,2007,Drame psychologique,Roman,Laura Kasischke,,,,mf-tt-8905287230,tt0815178,Q1616747
"Life in the Theatre, A",,"Life in the Theatre, A",US,,,,,,1993,Drame,PiÃ¨ce,David Mamet,,,,mf-tt-0906276274,tt0107412,Q7633179
Life Itself,,Life Itself,US,,,,,,2013,Documentaire,Livre,Roger Ebert,,,,mf-tt-2805277835,tt2382298,
Life of Crime,Crimes et petits mensonges,Life of Crime,US,,,,,,2013,ComÃ©die policiÃ¨re,Roman,Elmore Leonard,,,,mf-tt-2851326220,tt1663207,Q683258
Life of Pi,"Histoire de Pi, L'",Life of Pi,US,,,,,,2012,Aventures,Roman,Yann Martel,,,,mf-tt-5734742195,tt0454876,
Life on the Mississippi,,Life on the Mississippi,US,,,,,,1980,ComÃ©die dramatique,Livre,Mark Twain,,,,mf-tt-4747486181,,Q206336
"Lifeforce Experiment, The","Silence de la libertÃ©, Le","Lifeforce Experiment, The",CA,,,,,,1993,Science-fiction,Roman,Daphne Du Maurier,,,,mf-tt-5862795743,,Q2386746
Ligeia,Ligeia,,FR,,,,,,1980,Drame,Roman,Edgar Allan Poe,,,,mf-tt-4430413687,,Q622382
"Light at the Edge of the World, The","Phare du bout du monde, Le","Light at the Edge of the World, The",US,ES,,,,,1971,Aventures,Roman,Jules Verne,,,,mf-tt-4987969817,tt0067345,
"Light Between Oceans, The",Une vie entre deux ocÃ©ans,"Light Between Oceans, The",US,NZ,GB,,,,2016,Drame,Roman,M.L. Stedman,,,,mf-tt-4111698893,tt2547584,Q6872780
"Ligne d'ombre, La","Ligne d'ombre, La",,FR,,,,,,1973,Drame,Oeuvre,Joseph Conrad,,,,mf-tt-4950350966,,Q21527818
Lignes blanches,Lignes blanches,,FR,,,,,,2011,Drame policier,Roman,Graham Hurley,,,,mf-tt-7289702542,,Q1263918
Like Dandelion Dust,Like Dandelion Dust,Like Dandelion Dust,US,,,,,,2010,Drame,Roman,Karen Kingsbury,,,,mf-tt-6047917311,tt0981042,Q2822909
Lili Marleen,Lili Marleen,Lili Marleen,DE,,,,,,1980,MÃ©lodrame,Roman,Lale Andersen,,,,mf-tt-0441207012,tt0082661,
Lily Dale,"Chanson de Lily Dale, La",Lily Dale,US,,,,,,1996,Drame de moeurs,PiÃ¨ce,Horton Foote,,,,mf-tt-7308266497,tt0116884,Q3212094
"Limehouse Golem, The",,"Limehouse Golem, The",GB,,,,,,2016,Drame policier,Roman,Peter Ackroyd,,,,mf-tt-3966585964,tt4733640,Q2470202
Limitless,Sans limites,Limitless,US,,,,,,2011,Thriller,Roman,Alan Glynn,,,,mf-tt-2603905725,tt1219289,Q7065897
"Lincoln Lawyer, The","DÃ©fense Lincoln, La","Lincoln Lawyer, The",US,,,,,,2011,Drame judiciaire,Roman,Michael Connelly,,,,mf-tt-6429725797,tt1189340,Q56703415
Linda,Linda,Linda,US,,,,,,1993,Drame de moeurs,Roman,John D. MacDonald,,,,mf-tt-0424420848,tt0081057,Q3220808
Lion,Lion,Lion,US,GB,AU,,,,2016,Drame biographique,Roman,Larry Buttrose,Saroo Brierley,,,mf-tt-7543605415,tt3741834,
"Lion, Le","Lion, Le",,FR,,,,,,2003,Aventures,Roman,Joseph Kessel,,,,mf-tt-1085334251,tt0341445,Q4157281
"Lionceaux, Les","Lionceaux, Les",,FR,,,,,,1959,Drame sentimental,Roman,Michel Lebrun,,,,mf-tt-9358990746,,Q2823872
"Lions sont lÃ¢chÃ©s, Les","Lions sont lÃ¢chÃ©s, Les",,FR,IT,,,,,1960,ComÃ©die de moeurs,Roman,FranÃ§oise Parturier,,,,mf-tt-3358753727,tt0055087,Q1005620
Lip Service,,Lip Service,US,,,,,,1988,ComÃ©die satirique,PiÃ¨ce,Howard Korder,,,,mf-tt-1158754081,tt0095528,Q76656215
Lippels Traum,"Prince des mille et une nuits, Le",,DE,,,,,,2009,Aventures,Roman,Paul Maar,,,,mf-tt-0960279103,tt1217620,
"Lis de mer, Le","Lis de mer, Le",,FR,IT,,,,,1969,Drame,Roman,AndrÃ© Pieyre de Mandiargues,,,,mf-tt-2489090188,,Q3221240
Lisa,Lisa,,FR,CH,,,,,2000,MÃ©lodrame,Roman,Claude Klotz,,,,mf-tt-6251208869,tt0261800,Q467053
"Liste de mes envies, La","Liste de mes envies, La",,FR,,,,,,2014,ComÃ©die dramatique,Roman,GrÃ©goire Delacourt,,,,mf-tt-2035353696,tt3202392,Q1216212
"Lit Ã  colonnes, Le","Lit Ã  colonnes, Le",,FR,,,,,,1942,Drame,Roman,Louise de Vilmorin,,,,mf-tt-6666956286,tt0198655,Q116734
"Little Drummer Girl, The","Petite Fille au tambour, La","Little Drummer Girl, The",US,,,,,,1984,Drame d'espionnage,Roman,John Le CarrÃ©,,,,mf-tt-9586453260,tt0087629,Q21500755
Little Fish,,Little Fish,US,CA,,,,,2020,Drame sentimental,Oeuvre,Aja Gabel,,,,mf-tt-3628750814,tt9735470,Q14783869
"Little Girl Who Lives Down the Lane, The","Petite Fille au bout du chemin, La","Little Girl Who Lives Down the Lane, The",CA,QC,FR,,,,1976,Drame policier,Roman,Laird Koenig,,,,mf-tt-0273088721,tt0074806,
"Little Hours, The",,"Little Hours, The",US,,,,,,2017,ComÃ©die de moeurs,Oeuvre,Giovanni Boccaccio,,,,mf-tt-8341743940,tt5666304,Q973663
Little House on the Prairie,,Little House on the Prairie,US,,,,,,2004,Chronique,Oeuvre,Laura Ingalls-Wilder,,,,mf-tt-7620428327,,Q516310
"Little House on the Prairie, The","Petite Maison dans la prairie, La","Little House on the Prairie, The",US,,,,,,1974,Western,Roman,Laura Ingalls-Wilder,,,,mf-tt-1795146258,,Q7051762
Little Lazarus,SauvÃ© des eaux,Little Lazarus,GB,,,,,,2011,Drame policier,Oeuvre,Ann Cleeves,,,,mf-tt-2111276049,,Q39079223
"Little Match Girl, The","Petite Marchande d'allumettes, La","Little Match Girl, The",US,,,,,,1987,Conte,Roman,Hans Christian Andersen,,,,mf-tt-6189279382,tt0093425,Q3211821
"Little Match Girl, The",,"Little Match Girl, The",US,,,,,,1986,Drame musical,Roman,Hans Christian Andersen,,,,mf-tt-5975943895,tt0145047,
Little Men,,Little Men,US,,,,,,1940,ComÃ©die dramatique,Roman,Louisa May Alcott,,,,mf-tt-8624104829,tt0032717,Q39074254
Little Men,Vivre Ã  Plumfield,Little Men,CA,,,,,,1997,Drame,Roman,Louisa May Alcott,,,,mf-tt-4910097225,tt0145048,
Little Men,,Little Men,US,,,,,,1935,ComÃ©die dramatique,Roman,Louisa May Alcott,,,,mf-tt-1172754753,tt0026636,Q3412090
"Little Minister, The",,"Little Minister, The",US,,,,,,1934,Drame sentimental,PiÃ¨ce,James M. Barrie,,,,mf-tt-6178224853,tt0025409,
"Little Prince, The","Petit Prince, Le","Little Prince, The",FR,,,,,,2015,Film d'animation,Oeuvre,Antoine de Saint-ExupÃ©ry,,,,mf-tt-8466804227,tt1754656,
Little Princess,Une Petite Princesse,Little Princess,GB,,,,,,1972,ComÃ©die dramatique,Roman,Frances Hodgson Burnett,,,,mf-tt-8657516204,,
"Little Princess, A","Petite Princesse, La","Little Princess, A",US,,,,,,1995,Conte,Roman,Frances Hodgson Burnett,,,,mf-tt-9777453827,tt0113670,Q29169280
"Little Stranger, The","IndÃ©sirable, L'","Little Stranger, The",IE,,,,,,2018,Drame d'horreur,Roman,Sarah Waters,,,,mf-tt-5053848030,tt6859762,Q3399892
Little Women,,Little Women,US,,,,,,1933,Chronique,Roman,Louisa May Alcott,,,,mf-tt-8528827728,tt0024264,Q1211921
Little Women,"Quatre Filles du Dr. March, Les",Little Women,US,,,,,,1949,Chronique,Roman,Louisa May Alcott,,,,mf-tt-4361697486,tt0041594,Q1423551
Little Women,"Quatre Filles du Docteur March, Les",Little Women,US,,,,,,2019,Chronique,Roman,Louisa May Alcott,,,,mf-tt-2219500274,tt3281548,Q695982
Little Women,"Quatre Filles du Dr. March, Les",Little Women,US,,,,,,1994,Chronique,Roman,Louisa May Alcott,,,,mf-tt-1350230896,tt0110367,Q1347666
Live and Let Die,Vivre et laisser mourir,Live and Let Die,GB,,,,,,1973,Drame d'espionnage,Roman,Ian Fleming,,,,mf-tt-8916187443,tt0070328,Q19881205
Live by Night,Ils vivent la nuit,Live by Night,US,,,,,,2016,Drame de moeurs,Roman,Dennis Lehane,,,,mf-tt-5820756172,tt2361317,Q2907343
Lives of Girls & Women,Vie de femmes,Lives of Girls & Women,CA,,,,,,1994,Drame psychologique,Roman,Alice Munro,,,,mf-tt-3960066157,,Q833180
Lives of the Saints,,Lives of the Saints,CA,,,,,,2004,Chronique,Roman,Nino Ricci,,,,mf-tt-2702714697,tt0367360,Q2155090
"Living Daylights, The",Tuer n'est pas jouer,"Living Daylights, The",GB,,,,,,1987,Drame d'espionnage,Oeuvre,Ian Fleming,,,,mf-tt-8263106508,tt0093428,Q13562643
Liz: The Elizabeth Taylor Story,"Liz, la vie d'Elizabeth Taylor",Liz: The Elizabeth Taylor Story,US,,,,,,1995,Drame biographique,Livre,C. David Heymann,,,,mf-tt-4247619341,tt0113680,Q3548377
Lo Straniero,"Ãtranger, L'","Stranger, The",IT,FR,DZ,,,,1967,Drame psychologique,Roman,Albert Camus,,,,mf-tt-8450521181,tt0062310,
"Locataire, Le","Locataire, Le","Tenant, The",FR,,,,,,1976,Drame psychologique,Roman,Roland Topor,,,,mf-tt-1292423022,tt0074811,Q3529465
"Locket, The",,"Locket, The",US,,,,,,2002,Drame,Roman,Richard Paul Evans,,,,mf-tt-9541699273,tt0327016,
"Lodger, The",Jack l'Ã©ventreur,"Lodger, The",US,,,,,,2008,Thriller,Roman,Marie Belloc Lowndes,,,,mf-tt-1264871996,tt0851530,Q21527614
Lohengrin,Lohengrin,,IT,,,,,,1948,Drame musical,Oeuvre,Richard Wagner,,,,mf-tt-7391169803,tt0039576,
"Loi des rues, La","Loi des rues, La",,FR,,,,,,1956,Drame social,Roman,Auguste Le Breton,,,,mf-tt-1251035825,tt0049448,Q463313
"Loi du Nord, La","Loi du Nord, La",,FR,,,,,,1942,Drame psychologique,Roman,Maurice Constantin-Weyer,,,,mf-tt-1768352155,tt0031585,Q43370937
"Loi du survivant, La","Loi du survivant, La",,FR,,,,,,1967,Drame,Roman,JosÃ© Giovanni,,,,mf-tt-5601539597,tt0196709,Q3469668
"Loi, La","Loi, La",Where the Hot Wind Blows,FR,IT,,,,,1958,Drame de moeurs,Roman,Roger Vailland,,,,mf-tt-6109578373,tt0051852,Q42914959
Lola MontÃ¨s,Lola MontÃ¨s,Lola MontÃ¨s,FR,,,,,,1955,Drame biographique,Roman,CÃ©cil Saint-Laurent,,,,mf-tt-1102155397,tt0048308,Q1759810
Lolita,Lolita,Lolita,US,,,,,,1962,Drame de moeurs,Roman,Vladimir Nabokov,,,,mf-tt-6985840160,tt0056193,Q3220513
London Boulevard,Boulevard de Londres,London Boulevard,GB,US,,,,,2010,Drame policier,Roman,Ken Bruen,,,,mf-tt-4232931152,tt1213648,Q608943
Lone Survivor,"Seul Survivant, Le",Lone Survivor,US,,,,,,2013,Drame de guerre,Livre,Patrick Robinson,Marcus Luttrell,,,mf-tt-1137099347,tt1091191,
Lone Texan,,Lone Texan,US,,,,,,1958,Western,Roman,James Landis,,,,mf-tt-8031902930,tt0053016,
"Lonely Guy, The","CÃ©libataires, Les","Lonely Guy, The",US,,,,,,1984,ComÃ©die satirique,Livre,Bruce Jay Friedman,,,,mf-tt-0901573613,tt0087635,
Long Day's Journey Into Night,,Long Day's Journey Into Night,CA,,,,,,1996,Drame psychologique,PiÃ¨ce,Eugene O'Neill,,,,mf-tt-5670420405,tt0116907,Q3521313
Long Day's Journey Into Night,,Long Day's Journey Into Night,US,,,,,,1987,Drame psychologique,PiÃ¨ce,Eugene O'Neill,,,,mf-tt-2620969877,,Q18923424
"Long Hot Summer, The","Feux de l'Ã©tÃ©, Les","Long Hot Summer, The",US,,,,,,1958,Drame psychologique,Roman,William Faulkner,,,,mf-tt-3444453055,tt0051878,Q3620669
"Long Hot Summer, The","Feux de l'Ã©tÃ©, Les","Long Hot Summer, The",US,,,,,,1985,Drame psychologique,Roman,William Faulkner,,,,mf-tt-0724186109,,
Long John Silver,"Pirates des mers du Sud, Les",Long John Silver,US,,,,,,1954,Aventures,Oeuvre,Robert Louis Stevenson,,,,mf-tt-3071531249,tt0047189,Q7763169
"Long Memory, The",,"Long Memory, The",GB,,,,,,1952,Drame psychologique,Roman,Howard Clewes,,,,mf-tt-8827563861,tt0044849,Q737055
Long Road Home,"AnnÃ©es perdues, Les",Long Road Home,US,,,,,,1991,Drame social,Roman,Ronald B. Taylor,,,,mf-tt-9990739344,tt0102331,Q2541350
"Long Way Down, A",Vous descendez?,"Long Way Down, A",GB,DE,,,,,2013,ComÃ©die dramatique,Roman,Nick Hornby,,,,mf-tt-8873251055,tt0458413,
"Longest Ride, The","Plus beau des chemins, Le","Longest Ride, The",US,,,,,,2015,Drame sentimental,Roman,Nicholas Sparks,,,,mf-tt-0935377894,tt2726560,
Longitude,,Longitude,GB,,,,,,2000,Drame biographique,Livre,Dava Sobel,,,,mf-tt-7144269471,tt0192263,Q958327
"Longs Manteaux, Les","Longs Manteaux, Les",,FR,AR,,,,,1985,Aventures,Roman,G.J. Arnaud,,,,mf-tt-8061005722,tt0091429,
Look at it This Way,,Look at it This Way,GB,,,,,,1992,Drame,Roman,Justin Cartwright,,,,mf-tt-4641870254,,Q18389602
Looking for Mr. Goodbar,Ã la recherche de M. Goodbar,Looking for Mr. Goodbar,US,,,,,,1977,Drame de moeurs,Roman,Judith Rossner,,,,mf-tt-9142598844,tt0076327,Q3204920
"Looking Glass War, The","Miroir aux espions, Le","Looking Glass War, The",GB,,,,,,1969,Drame d'espionnage,Roman,John Le CarrÃ©,,,,mf-tt-5100236583,tt0066001,Q3040393
Lord Jim,Lord Jim,Lord Jim,GB,,,,,,1964,Aventures,Roman,Joseph Conrad,,,,mf-tt-2183162867,tt0059399,Q151751
Lord of the Flies,Sa majestÃ© des mouches,Lord of the Flies,GB,,,,,,1963,Drame poÃ©tique,Roman,William Golding,,,,mf-tt-6216106223,tt0057261,
"Lord of the Rings: The Fellowship of the Ring, The","Seigneur des anneaux: La CommunautÃ© de l'anneau, Le","Lord of the Rings: The Fellowship of the Ring, The",US,NZ,,,,,2001,Drame fantastique,Roman,J.R.R. Tolkien,,,,mf-tt-0201197566,tt0120737,
"Lord of the Rings: The Return of the King, The","Seigneur des anneaux: Le Retour du roi, Le","Lord of the Rings: The Return of the King, The",US,NZ,,,,,2003,Drame fantastique,Roman,J.R.R. Tolkien,,,,mf-tt-6079916406,tt0167260,Q42947839
"Lord of the Rings: The Two Towers, The","Seigneur des anneaux: Les Deux Tours, Le","Lord of the Rings: The Two Towers, The",US,NZ,,,,,2002,Drame fantastique,Roman,J.R.R. Tolkien,,,,mf-tt-5578131725,tt0167261,
"Lords of Discipline, The","Loi des seigneurs, La","Lords of Discipline, The",US,,,,,,1982,Drame de moeurs,Roman,Pat Conroy,,,,mf-tt-3221756415,tt0085867,Q18413696
Lore,,,DE,AU,GB,,,,2012,Drame,Roman,Rachel Seiffert,,,,mf-tt-4532765521,tt1996310,
Lorna Doone,"Maudits du chÃ¢teau-fort, Les",Lorna Doone,GB,,,,,,1934,Aventures,Roman,R.D. Blackmore,,,,mf-tt-4604958246,tt0026649,Q11239127
Los Tarantos,Los Tarantos,,ES,,,,,,1964,Drame musical,PiÃ¨ce,Alfredo Manas,,,,mf-tt-2955714215,tt0056555,
"Loss of Innocence, A","Fin d'un rÃªve, La","Loss of Innocence, A",US,,,,,,1996,Drame sentimental,Roman,Virginia Sorensen,,,,mf-tt-2460661494,tt0116921,Q371706
"Lost City of Z, The","CitÃ© perdue de Z, La","Lost City of Z, The",US,,,,,,2016,Aventures,Livre,David Grann,,,,mf-tt-0812562179,tt1212428,
"Lost Daughter, The",,"Lost Daughter, The",US,GR,,,,,2021,Drame,Roman,Elena Ferrante,,,,mf-tt-2498937278,tt9100054,
Lost for Words,,Lost for Words,GB,,,,,,1998,ComÃ©die dramatique,Roman,Deric Longden,,,,mf-tt-0519836936,,
Lost Girls,Filles perdues,Lost Girls,US,,,,,,2020,Drame policier,Livre,Robert Kolker,,,,mf-tt-4997997853,tt3111426,Q16681852
Lost Girls and Love Hotels,Bleues nuits,Lost Girls and Love Hotels,US,JP,,,,,2020,Drame,Livre,Catherine Hanrahan,,,,mf-tt-4648960590,tt0920462,Q12124708
"Lost Honor of Kathryn Beck, The",,"Lost Honor of Kathryn Beck, The",US,,,,,,1984,Drame social,Roman,Heinrich BÃ¶ll,,,,mf-tt-9040358052,tt0087639,
Lost in Austen,Orgueil et quiproquos,Lost in Austen,GB,,,,,,2008,,Oeuvre,Jane Austen,,,,mf-tt-9350524137,,Q3321399
