Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Grands_defis_de_societe,Type_de_destinataire,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQSC,,2018-2019,2017-2018,"LÉVESQUE, MARC-ANTOINE",210596,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,13333,0,13333,,Titulaire,"Arts, littérature et société",Études des arts populaires et de masse,Déterminants sociaux des arts et des lettres,Culture,,Télévision // Queer // Identité // Norme // Média // Cinéma
FRQSC,,2018-2019,2017-2018,"SANTERRE, OLIVIER",210598,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Gestion des organisations ,Politiques de l'État,"Liberté et contraintes, interdiction et sanction",Droits et justice,Éducation ,Liberté de conscience // Autonomie // Neutralité // Vérité // Éducation // Pluralisme
FRQSC,,2018-2019,2017-2018,"HÉBERT, ÈVE-LAURENCE",210600,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Mouvements sociaux,Socialisation politique  ,Solidarité sociale,,Émotions // Amitié // High risk activism // Social networks // Affects // Mouvements sociaux
FRQSC,,2018-2019,2017-2018,"MENAND, VÉRONIQUE",210609,Université du Québec en Outaouais [UQO],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Services à l'enfance et à la famille ,Violence,Éducation ,Santé publique,collaboration // travail en réseau // processus décisionnel // signalement // violence physique // participation des parents
FRQSC,,2018-2019,2017-2018,"PEPIN, STÉPHANIE",210612,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Droit constitutionnel ,"Droits et libertés de la personne, droits collectifs",Affaires intérieures ,Droits et justice,Droit constitutionnel // Contrôle judiciaire // Institutions publiques // Droits économiques et sociaux
FRQSC,,2018-2019,2017-2018,"LABRECQUE, KATHERINE",210658,Institut national de la recherche scientifique [INRS],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Construction de l'identité,Impacts des nouvelles technologies de l'information,Populations,,Jeunesse // Socialisation // Divertissement // Internet
FRQSC,,2018-2019,2017-2018,"WEBB, BRANDON",210677,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Médias, communications et information",Industries culturelles,Contrôle de l'information et censure,Culture,Sécurité,culture // security // surveillance // humour // protests // media
FRQSC,,2018-2019,2017-2018,"SARKISSIAN, ANNA",210684,Université d'Oxford,ROYAUME-UNI,,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Médias, communications et information",Rapports homme-femme,Cinéma,Culture,Structures organisationnelles,Filmmakers // Hollywood // Gender // Social barriers // Film Industry
FRQSC,,2018-2019,2017-2018,"KOZAK, LYNN",210693,Université McGill,CANADA,Québec,Subventions de recherche,Recherche-création,RC,Recherche-création / Individuel,RC1,12909,3485,16394,,Établissement reconnu,"Arts, littérature et société",Performance ,Approches multiples de la création,Culture,,Performance // Translation // Epic  // Homer // Iliad
FRQSC,,2018-2019,2017-2018,"LANGLOIS, THOMAS",210703,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Création artistique et littéraire,Théâtre ,Interprétation et improvisation,Culture,Éducation ,Méthode de jeu // Interprétation // Cabotinage // Carnaval // Masque // Archétype
FRQSC,,2018-2019,2017-2018,"ANDREW, LAUREL",210709,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Cultures, religions et civilisations","Religion, cultures et espaces ",Sexualité ,Culture,Santé publique,United States // Christianity // Secularism // Sexual Ethics // Reproductive Rights // Women
FRQSC,,2018-2019,2017-2018,"POITRAS, DIANE",210751,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Recherche-création,RC,Recherche-création / Équipe,RC2,50125,13534,63659,,Établissement reconnu,Création artistique et littéraire,Cinéma,Impacts des nouvelles technologies de l'information,Culture,Solidarité sociale,Big Data // Médias socionumériques // Création cinématographique // Rapports sociaux // Surveillance // Intimité
FRQSC,,2018-2019,2017-2018,"GAGNON, MONIKA KIN",210765,Université Concordia,CANADA,Québec,Subventions de recherche,Recherche-création,RC,Recherche-création / Individuel,RC1,17730,4787,22517,,Établissement reconnu,"Médias, communications et information",Vidéo et nouveaux médias,,Culture,,media arts history // creative archiving // heritage // expo 67
FRQSC,,2018-2019,2017-2018,"DRAINVILLE, ROXANE",210811,Université du Québec en Abitibi-Témiscamingue [UQAT],CANADA,Québec,Bourses et stages de formation,Actions concertées / Bourses et stages de formation,ACB,Actions concertées / Écriture et lecture / Bourse doctorale,0LC3,33334,0,33334,,Titulaire,"Éducation, savoirs et compétences",Modes d'apprentissage,,Éducation ,,Jeu symbolique // Observation // Apprentissage // Lecture et écriture // Interactions sociales entre les enfants // Jeu symbolique // Observation // Apprentissage // Lecture et écriture // Interactions sociales entre les enfants
FRQSC,,2018-2019,2017-2018,"MCDONOUGH, KIM",210816,Université Concordia,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Écriture et lecture / Projet de recherche,0LCR,56089,0,56089,,Établissement reconnu,"Éducation, savoirs et compétences",Alphabétisation,,Éducation ,,French L2 writing // collaboration // allophones // French L2 writing // collaboration // allophones
FRQSC,,2018-2019,2016-2017,"AUGER, RÉGINALD",210856,Université Laval,CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,52788,14253,67041,,Établissement reconnu,"Médias, communications et information",,,,,
FRQSC,,2018-2019,2016-2017,"BADER, BARBARA",210857,Université Laval,CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,50097,13526,63623,,Établissement reconnu,"Cultures, religions et civilisations",,,,,
FRQSC,,2018-2019,2016-2017,"BAKER, PATRICK",210861,Université Laval,CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,42932,11592,54524,,Établissement reconnu,"Cultures, religions et civilisations",,,,,
FRQSC,,2018-2019,2016-2017,"BOURDEAU, JACQUELINE",210862,TÉLUQ - Université du Québec,CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,51250,13838,65088,,Établissement reconnu,"Éducation, savoirs et compétences",,,,,
FRQSC,,2018-2019,2016-2017,"FUJINAGA, ICHIRO",210863,Université McGill,CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,56711,15312,72023,,Établissement reconnu,"Médias, communications et information",,,,,
FRQSC,,2018-2019,2016-2017,"JETTÉ, CHRISTIAN",210864,Université de Montréal,CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,60106,16229,76335,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",,,,,
FRQSC,,2018-2019,2016-2017,"MARIER, PATRIK",210865,Université Concordia,CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,60058,16216,76274,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",,,,,
FRQSC,,2018-2019,2016-2017,"MORIN, MARIE-FRANCE",210866,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,54118,14612,68730,,Établissement reconnu,"Éducation, savoirs et compétences",,,,,
FRQSC,,2018-2019,2016-2017,"RACHEDI, LILYANE",210867,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,55557,15000,70557,,Établissement reconnu,"Cultures, religions et civilisations",,,,,
FRQSC,,2018-2019,2016-2017,"GALLIÉ, MARTIN",210868,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Équipes bilatérales Québec-France,QFR,Appui à des collaborations interAgences / FRQSC-ANR,QF,46254,12489,58743,,Établissement reconnu,Enjeux fondamentaux et finalités de la vie humaine,,,,,
FRQSC,,2018-2019,2017-2018,"LAURENT, ANGÉLIQUE",210889,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Écriture et lecture / Projet de recherche,0LCR,32611,0,32611,,Établissement reconnu,"Éducation, savoirs et compétences",Contextes sociaux,Acquisition et développement du langage,Éducation ,Santé publique,Communication orale et écrite  // Enfants d'âge préscolaire // Milieux défavorisés // Activités éducatives // Enfants d'âge préscolaire // Communication orale et écrite // Interactions sociales // Activités éducatives // Interactions sociales // Apprentissages ultérieurs
FRQSC,,2018-2019,2017-2018,"CHARRON, ANNIE",210923,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Écriture et lecture / Projet de recherche,0LCR,66277,0,66277,,Établissement reconnu,"Éducation, savoirs et compétences",Approches éducatives,,Éducation ,,Qualité des interactions en classe // Environnement littéracique // Émergence de l'écrit // Développement oral et écrit // Maternelle 4 ans temps plein // Approches pédagogiques // Développement langagier (oral et écrit) // Pratiques enseignantes émergence écrit // Qualité des interactions // Maternelle quatre ans TPMD // Développement global // Approches pédagogiques
FRQSC,,2018-2019,2017-2018,"DEZUTTER, OLIVIER",210983,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Écriture et lecture / Projet de recherche-action,0LCA,61000,0,61000,,Établissement reconnu,"Éducation, savoirs et compétences",Modes d'apprentissage,,Éducation ,,Transition primaire-secondaire // Lecture // Écriture // allophones // lecture // écriture // Pratiques d'enseignement // Didactique du français // Élèves allophones
FRQSC,,2018-2019,2017-2018,"ARMAND, FRANÇOISE",210997,Université de Montréal,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Écriture et lecture / Projet de recherche-action,0LCA,63612,0,63612,,Établissement reconnu,"Éducation, savoirs et compétences",Alphabétisation,Formation interculturelle,Éducation ,,élèves allophones // lecture partagée // approches plurilingues // entrée dans l'écrit // milieu défavorisé et pluriethnique // collaboration famille-école // entrée dans l'écrit // élèves allophones // lecture partagée // approches plurilingues // milieu défavorisé et pluriethnique // collaboration famille-école
FRQSC,,2018-2019,2017-2018,"LORD, MARIE-ANDRÉE",211000,Université Laval,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Écriture et lecture / Projet de recherche-action,0LCA,59850,0,59850,,Établissement reconnu,"Éducation, savoirs et compétences",Modes d'apprentissage,Modélisation des processus d'apprentissage,Éducation ,,pratiques d'enseignement // apprentissage du français // articulation // écriture // lecture // nouvelle grammaire // pratiques d'enseignement // apprentissage du français // articulation // écriture // lecture // nouvelle grammaire
FRQSC,,2018-2019,2017-2018,"DUBÉ, FRANCE",211003,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Écriture et lecture / Synthèse des connaissances,0LCS,12500,0,12500,,Établissement reconnu,"Éducation, savoirs et compétences",Inadaptation scolaire,,Éducation ,,Écriture // École secondaire // Inclusion // Écriture // École secondaire // Inclusion // Lecture // Lecture
