NO_PERMISPUBLIC,NO_PERMISPARCEDIFICE,NO_ID_PRO,TITRE_PRODUCTION,ANNULATION,TYPE_EMPLACEMENT,EMPLACEMENT,RUE_DE,RUE_A,NOM_PARC,RAISON_OCCUPATION,DUREE_DE,DUREE_A,NOM_ARROND,X,Y,LATITUDE,LONGITUDE
111701,,25677,L'indice McSween 5,No,Avenue,001e,avenue Laurier Est,Masson,,Stationnement pour véhicules de production,2021-06-29,2021-06-29,Rosemont-La Petite-Patrie,298942.5978375523,5044978.175194645,45.54470102001892,-73.57501105176055
109385,,25677,L'indice McSween 5,No,rue,Louis-Veuillot,De Jumonville,Turenne,,Obstruer une chaussée. En continu.,2021-04-16,2021-04-16,Mercier-Hochelaga-Maisonneuve,300752.7965175,5048534.329,45.57671324538727,-73.55185971637772
111698,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-07-08,2021-07-08,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
109389,,25677,L'indice McSween 5,No,rue,Louis-Veuillot,De Jumonville,Turenne,,Obstruer une chaussée. En continu.,2021-04-23,2021-04-23,Mercier-Hochelaga-Maisonneuve,300752.7965175,5048534.329,45.57671324538727,-73.55185971637772
111697,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-07-07,2021-07-07,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111696,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-07-06,2021-07-06,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111695,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-06-30,2021-06-30,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111692,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-06-29,2021-06-29,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111691,,25677,L'indice McSween 5,No,Avenue,001e,avenue Laurier Est,Masson,,Stationnement pour véhicules de production,2021-06-22,2021-06-22,Rosemont-La Petite-Patrie,298942.5978375523,5044978.175194645,45.54470102001892,-73.57501105176055
111690,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-06-23,2021-06-23,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111689,,25677,L'indice McSween 5,No,avenue,Bennett,La Fontaine,Ontario Est,,Stationnement pour véhicules de production,2021-06-23,2021-06-23,Mercier-Hochelaga-Maisonneuve,301894.65835957153,5046077.333087289,45.554609976810646,-73.53721369635551
111688,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-06-22,2021-06-22,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111687,,25677,L'indice McSween 5,No,avenue,Bennett,Ontario Est,de Rouen,,Stationnement pour véhicules de production,2021-06-11,2021-06-11,Mercier-Hochelaga-Maisonneuve,301676.91945596883,5046177.0456153415,45.555506264538735,-73.54000312696796
111685,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-06-11,2021-06-11,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111684,,25677,L'indice McSween 5,No,Boulevard,De Maisonneuve Ouest,avenue de Mayfair,West Broadway,,Stationnement pour véhicules de production,2021-05-21,2021-05-21,Côte-des-Neiges-Notre-Dame-de-Grâce,294215.30701,5035261.304,45.45720906245264,-73.63533925666601
111693,,25677,L'indice McSween 5,No,rue,Adam,Vimont,Adam,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-06-30,2021-06-30,Mercier-Hochelaga-Maisonneuve,,,,
111686,,25677,L'indice McSween 5,No,rue,Dorion,Tansley,Saint-Catherine Est,,Stationnement pour véhicules de production,2021-05-28,2021-05-28,Ville-Marie,,,,
111682,,25677,L'indice McSween 5,No,rue,Adam,Vimont,Adam,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-05-28,2021-05-28,Mercier-Hochelaga-Maisonneuve,,,,
111678,,25677,L'indice McSween 5,No,rue,Adam,Vimon,Adam,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-05-14,2021-05-14,Mercier-Hochelaga-Maisonneuve,,,,
111677,,25677,L'indice McSween 5,No,rue,Adam,Vimont,Adam,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-05-14,2021-05-14,Mercier-Hochelaga-Maisonneuve,,,,
109468,,25677,L'indice McSween 5,No,Avenue,002e,Laurier,Masson,,"Obstruer une chaussée. En continu. Même tronçon et côté que le permis CIN-2105LB04070809, ne pas facturer en double.",2021-05-07,2021-05-07,Rosemont-La Petite-Patrie,298978.39901309845,5045059.534031529,45.545433413800225,-73.57455353954735
109467,,25677,L'indice McSween 5,No,Avenue,002e,Laurier,Masson,,Obstruer une chaussée. En continu.,2021-05-07,2021-05-07,Rosemont-La Petite-Patrie,298978.39901309845,5045059.534031529,45.545433413800225,-73.57455353954735
109323,,25677,L'indice McSween 5,No,rue,Louis-Veuillot,De Jumonville,Turenne,,Obstruer une chaussée. En continu.,2021-04-02,2021-04-02,Mercier-Hochelaga-Maisonneuve,300752.7965175,5048534.329,45.57671324538727,-73.55185971637772
109322,,25677,L'indice McSween 5,No,rue,Louis-Veuillot,De Jumonville,Turenne,,Obstruer une chaussée. En continu.,2021-03-26,2021-03-26,Mercier-Hochelaga-Maisonneuve,300752.7965175,5048534.329,45.57671324538727,-73.55185971637772
111683,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-05-28,2021-05-28,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
,17886,25681,City Life,No,Parc,"Tournage au Parc Lafontaine - au bout de la rue Calixa-Lavallée, près de l'école le Plateau.",,,Parcs et trottoirs de Montréal,Tournage entrevue avec Aube Savard (5 personnes),,,Le Plateau-Mont-Royal,,,,
109312,,25683,Arlette,No,rue,Saint-Jacques,Saint-François-Xavier,Saint-Pierre,,Obstruer une chaussée. En continu.,2021-03-14,2021-03-17,Ville-Marie,,,,
109313,,25683,Arlette,No,rue,Saint-Jacques,Saint-Pierre,Square-Victoria,,Obstruer une chaussée. En continu.,2021-03-14,2021-03-17,Ville-Marie,,,,
109314,,25683,Arlette,No,rue,Saint-Jacques,Saint-François-Xavier,Saint-Pierre,,Obstruer une chaussée. En continu.,2021-03-18,2021-03-19,Ville-Marie,,,,
109317,,25683,Arlette,No,rue,Mansfield,Président-Kennedy,Sherbrooke,,Obstruer une chaussée. En continu.,2021-03-18,2021-03-19,Ville-Marie,298957.9449975,5040331.603,45.50288995022667,-73.57475931862126
109311,,25683,Arlette,No,rue,Saint-Jacques,Saint-François-Xavier,Saint-Pierre,,Obstruer une chaussée. En continu.,2021-03-08,2021-03-12,Ville-Marie,,,,
109318,,25683,Arlette,No,rue,Saint-Paul,Saint-Sulpice,Saint-François-Xavier,,Obstruer une chaussée. En continu.,2021-03-22,2021-03-22,Ville-Marie,,,,
109320,,25683,Arlette,No,rue,Alexandre-DeSève,Sainte-Catherine,De Maisonneuve,,Obstruer une chaussée. En continu.,2021-03-23,2021-03-23,Ville-Marie,300551.95999,5042400.6,45.52151868547461,-73.55437934266465
109315,,25683,Arlette,No,rue,Mansfield,Président-Kennedy,Sherbrooke,,Obstruer une chaussée. En continu.,2021-03-10,2021-03-17,Ville-Marie,298957.9449975,5040331.603,45.50288995022667,-73.57475931862126
109319,,25683,Arlette,No,rue,Alexandre-DeSève,De Maisonneuve,Logan,,Obstruer une chaussée. En continu. Relocalisation de la zone SRRR.,2021-03-23,2021-03-23,Ville-Marie,300440.752985,5042473.5875,45.52217478279624,-73.55580352489035
109316,,25683,Arlette,No,rue,Mansfield,Président-Kennedy,Sherbrooke,,Obstruer une chaussée. En continu.,2021-03-18,2021-03-19,Ville-Marie,298957.9449975,5040331.603,45.50288995022667,-73.57475931862126
112468,,25684,Général SRC,Yes,rue,Jarry,Drolet,Saint-Denis,,,2021-12-17,2021-12-17,Villeray-Saint-Michel-Parc-Extension,294694.9173942255,5044709.659045206,45.54223658441193,-73.62940173360728
112542,,25684,Tracer Son Chemin,No,Rue,Ontario,Clark,Saint-Urbain,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-05-18,2021-05-18,Ville-Marie,299546.9126660559,5041159.318978847,45.510342566163764,-73.56723144715362
112543,,25684,Tracer son chemin,No,rue,William-Tremblay,Molson,Augustin-Frigon,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-05-18,2021-05-18,Rosemont-La Petite-Patrie,299726.51429896784,5044683.993915658,45.54205985650926,-73.56496921281585
112544,,25684,Tracer son chemin,No,Rue,André-Laurendeau,William-Tremblay,Mont-Royal,,Stationnement pour véhicules de production,2021-05-18,2021-05-18,Rosemont-La Petite-Patrie,299667.31455,5044893.5228875,45.543944810370235,-73.56572948784965
112546,,25684,Tracer son chemin,No,Rue,Milton,Clark,Saint-Urbain,,Stationnement pour véhicules de production,2021-05-18,2021-05-18,Le Plateau-Mont-Royal,299244.8210087642,5041348.642489675,45.512043824542445,-73.57109998885583
112547,,25684,Tracer son chemin,No,rue,Jeanne-Mance,Sherbrooke Ouest,Milton,,Stationnement pour véhicules de production,2021-05-18,2021-05-18,Le Plateau-Mont-Royal,299178.9440423594,5041091.5184990745,45.50972963341273,-73.57194016457545
112548,,25684,Tracer son chemin,No,rue,Sherbrooke,Saint-Laurent,Parc,,Utilisation comme plateau de tournage,2021-05-18,2021-05-18,Le Plateau-Mont-Royal,,,,
112469,,25684,Général SRC,No,parc,Jarry,Saint-Denis,Drolet,,,2021-12-17,2021-12-17,Villeray-Saint-Michel-Parc-Extension,294694.9173942255,5044709.659045206,45.54223658441193,-73.62940173360728
109324,,25684,Général SRC,No,avenue,Morgan,Sainte-Catherine,Adam,,Obstruer une chaussée. En continu.,2021-03-10,2021-03-12,Mercier-Hochelaga-Maisonneuve,302111.2282063865,5045764.691013142,45.551797622773975,-73.53443806272928
109392,,25684,Général SRC,Yes,rue,Sainte-Catherine,Peel,Stanley,,Obstruer une chaussée. En continu.,2021-05-03,2021-05-03,Ville-Marie,299074.87049500004,5039974.0649999995,45.49967360450656,-73.57325883807061
109393,,25684,Général SRC,No,Rue,Sainte-Catherine,Peel,Stanley,,Obstruer une chaussée. En continu.,2021-05-03,2021-05-03,Ville-Marie,299074.87049500004,5039974.0649999995,45.49967360450656,-73.57325883807061
,18040,25684,Général SRC,No,parc,Secteur de la piste d'athlétisme,,,Parc Étienne-Desmarteau,Tournage équipe réduite pour capsules Jeux Olympiques,,,Rosemont-La Petite-Patrie,,,,
112466,,25684,Général SRC,Yes,rue,Peel,Sainte-Catherine,Square-Dorchester,,,2021-12-31,2021-12-31,Ville-Marie,299136.85798053106,5039989.17097423,45.499810038069825,-73.57246582824376
,18194,25684,Général SRC,No,Parc,Secteur Boisé no 2.,,,Parc Frédéric-Back,Captation entre l'animateur et une comédienne qui regardent un ciel étoilé.Équipe de 10 personnes équipement léger et autonome.,,,Villeray-Saint-Michel-Parc-Extension,,,,
112545,,25684,Tracer son chemin,No,rue,Clark,Milton,Prince-Arthur,,Stationnement pour véhicules de production,2021-05-18,2021-05-18,Le Plateau-Mont-Royal,299182.81949,5041440.6435,45.51287119421039,-73.5718945990996
,17859,25685,Histoire de coming out,No, ,"Secteur de la rue Sainte-Catherine est, entre St-Hubert et Papineau et rues et ruelles avoisinantes. L'équipe doit demeurer éloignée des citoyens.",,,"Édifice Rues, ruelles & trottoirs de Montréal",Tournage équipe réduite en vidéo légère.,,,Ville-Marie,,,,
,17860,25686,Les productions Sixteen Pads,No, ,Permis générale tournage sur le trottoir sur René-Lévesque entre Robert-Bourassa et Union.,,,Terrain arrondissement Ville Marie,Tournage,,,Ville-Marie,,,,
,17861,25686,Les productions Sixteen Pads,No,Trottoir,Permis générale tournage sur le trottoir sur la rue Mill et Riverside.,,,Terrain arrondissement Ville Marie,Tournage,,,Ville-Marie,,,,
110016,,25687,Un lien familial,No,Avenue,des Érables,Saint-Zotique Est,Augier,,Stationnement pour véhicules de production,2021-05-30,2021-05-31,Rosemont-La Petite-Patrie,297102.61699500005,5045391.1844999995,45.54839989851202,-73.59858079359093
110009,,25687,Un lien familial,No,Avenue,Des Érables,Saint-Zotique Est,Augier,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-05-20,2021-05-21,Rosemont-La Petite-Patrie,297102.61699500005,5045391.1844999995,45.54839989851202,-73.59858079359093
109444,,25687,Un lien familial,No,boulevard,Saint-Laurent,Mont-Royal,Villeneuve,,Obstruer une chaussée. En continu. Échafaudage sur le trottoir.,2021-04-16,2021-04-16,Le Plateau-Mont-Royal,297936.2837690922,5042321.669912065,45.52078792551187,-73.58786077431307
109442,,25687,Un lien familial,No,rue,Notre-Dame,Guy,Richmond,,Obstruer une chaussée. En continu.,2021-04-26,2021-04-26,Le Sud-Ouest,299520.38299250003,5038862.0225,45.48967056564179,-73.56754622713517
109441,,25687,Un lien familial,No,place,Phillips,place du Frère-André,du Square-Phillips,,Obstruer une chaussée. En continu.,2021-04-24,2021-04-25,Ville-Marie,299528.75377955067,5040401.11065713,45.503519881437335,-73.56745552850339
110013,,25687,Un lien familial,No,rue,Dandurand,De Lorimier,Fullum,,Stationnement pour véhicules de production,2021-05-25,2021-05-25,Rosemont-La Petite-Patrie,,,,
109443,,25687,Un lien familial,No,boulevard,René-Lévesque,côte du Beaver Hall,avenue Union,,Obstruer une chaussée. En continu.,2021-04-24,2021-04-25,Ville-Marie,,,,
110011,,25687,Un lien familial,No,Avenue,Des Érables,Saint-Ztoque Est,Augier,,Stationnement pour véhicules de figuration,2021-05-21,2021-05-25,Rosemont-La Petite-Patrie,,,,
109997,,25687,Un lien familial,No,Rue,Notre-Dame Ouest,Richmond,Saint-Martin,,Stationnement pour véhicules de production,2021-04-26,2021-04-26,Le Sud-Ouest,299467.0549077273,5038769.55355494,45.488838080047856,-73.56822750146264
109377,,25687,Un lien familial,No,rue,Fullum,Masson,Dandurand,,Obstruer chaussée et trottoir.,2021-04-02,2021-04-02,Rosemont-La Petite-Patrie,,,,
110023,,25687,Un lien familial,No,Avenue,Laurier Ouest,Saint-Urbain,avenue de l'Esplanade,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de figuration",2021-05-31,2021-05-31,Le Plateau-Mont-Royal,297437.5704981114,5042394.732508738,45.521440251863304,-73.59424561362155
109436,,25687,Un lien familial,No,rue,Richmond,Notre-Dame,William,,Obstruer une chaussée. En continu.,2021-04-22,2021-04-22,Le Sud-Ouest,299565.76499000005,5038761.301,45.48876457891195,-73.56696458385501
110025,,25687,Un lien familial,No,Avenue,de l'Esplanade,boulevard Saint-Joseph Ouest,avenue Laurier Ouest,,Stationnement pour véhicules de production,2021-05-31,2021-05-31,Le Plateau-Mont-Royal,297462.4932375939,5042312.721920137,45.52070254803113,-73.5939253447632
109437,,25687,Un lien familial,No,avenue,Duluth,Parc,Esplanade,,Obstruer une chaussée. En continu.,2021-04-15,2021-04-16,Le Plateau-Mont-Royal,298416.865,5041616.323,45.51444549863829,-73.58170016216066
109438,,25687,Un lien familial,No,rue,Saint-Maurice,Dupré,Saint-Henri,,Obstruer une chaussée. En continu.,2021-04-22,2021-04-25,Ville-Marie,300140.07901,5039922.028,45.49921318883529,-73.55962823504055
109440,,25687,Un lien familial,No,rue,Saint-Maurice,Dupré,Saint-Henri,,Obstruer une chaussée. En continu.,2021-04-21,2021-04-21,Ville-Marie,300140.07901,5039922.028,45.49921318883529,-73.55962823504055
109446,,25687,Un lien familial,No,rue,Louis-Hémon,Bellechasse,Rosemont,,Obstruer une chaussée. En continu.,2021-04-07,2021-04-07,Rosemont-La Petite-Patrie,297849.68900250003,5045001.84,45.544904190343146,-73.58900750830043
110000,,25687,Un lien familial,No,Avenue,des Érables,Saint-Zotique Est,Augier,,Stationnement pour véhicules de production,2021-05-18,2021-05-20,Rosemont-La Petite-Patrie,297102.61699500005,5045391.1844999995,45.54839989851202,-73.59858079359093
109447,,25687,Un lien familial,No,rue,Fullum,Carrières,Holt,,Obstruer une chaussée. En continu.,2021-04-07,2021-04-07,Rosemont-La Petite-Patrie,298164.537995,5044947.293,45.54441620206517,-73.58497456162871
109448,,25687,Un lien familial,No,rue,Fullum,Holt,Dandurand,,Obstruer une chaussée. En continu.,2021-04-07,2021-04-07,Rosemont-La Petite-Patrie,298305.78800249996,5044852.7435,45.54356662697037,-73.58316436953098
109450,,25687,Un lien familial,No,rue,Iberville,Holt,Jourdain,,Obstruer une chaussée. En continu.,2021-04-07,2021-04-07,Rosemont-La Petite-Patrie,298349.33699750004,5045004.703,45.544934428336305,-73.58260867493021
110005,,25687,Un lien familial,No,Avenue,Des Érables,Saint-Zotique Est,Augier,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-05-25,2021-05-29,Rosemont-La Petite-Patrie,297102.61699500005,5045391.1844999995,45.54839989851202,-73.59858079359093
110020,,25687,Un lien familial,No,Avenue,des Érables,Saint-Zotique Est,Augier,,Stationnement pour véhicules de production,2021-05-31,2021-05-31,Rosemont-La Petite-Patrie,297102.61699500005,5045391.1844999995,45.54839989851202,-73.59858079359093
,17967,25687,Un lien familial,No, ,Dans le secteur des rues Dandurand et De Lorimier. L'équipe doit demeurer éloignée des citoyens. Scène: Un personnage qui fait son jogging.,,,Terrain Piste multifonctionnelle Des Carrières,"Tournage équipe réduite, en vidéo légère.",,,Rosemont-La Petite-Patrie,,,,
110002,,25687,Un lien familial,No,rue,Cartier,Saint-Zothique Est,Bélanger,,Stationnement pour véhicules de production,2021-05-19,2021-05-29,Rosemont-La Petite-Patrie,,,,
109445,,25687,Un lien familial,No,rue,Richmond,William,Notre-Dame,,Obstruer une chaussée. En continu.,2021-04-26,2021-04-26,Le Sud-Ouest,299565.76499000005,5038761.301,45.48876457891195,-73.56696458385501
111763,,25689,Nuit blanche,No,Avenue,Elsdale,D'Iberville,Molson,,Stationnement pour véhicules de production,2021-07-15,2021-07-15,Rosemont-La Petite-Patrie,297539.16945528827,5045582.730480623,45.5501281791763,-73.59299276925331
111759,,25689,Nuit blanche,No,rue,De La Roche,Saint-Zotique Est,Bélanger,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-07-15,2021-07-15,Rosemont-La Petite-Patrie,296518.4705892967,5044559.518650141,45.540909637005925,-73.60604773216374
