numero_entente,numero_appel_offre,numero_fournisseur,nom_fournisseur,statut_entente,date_debut_entente,date_fin_entente,description_entente,montant_total_convenu
"1228477","14660","4150","LES INDUSTRIES CENTAURE LTEE.","Fermé",2017-10-29,2018-10-28,"VETR,A,MUNITIONS DE PRATIQUE 9MM FRANGIBLE",815508
"1229286","16180","196490","ENGLOBE CORP.","Fermé",2017-10-27,2019-12-31,"ENNA,A,SITE POUR L'ÉLIMINATION ET LE TRAITEMENT DES SOLS CONTAMINÉS CARACTÉRISÉS",3413537
"1233798",,"187660","CENTRE DU TRAVAILLEUR F.H. INC.","Ouvert",2017-10-30,2018-10-31,"VETR,Z,GILETS DE SECURITE SPECIALISES",21700
"1241719",,"139837","9008-6398 QUEBEC INC. (JEANS-DEPOT)","Fermé",2017-12-04,2018-12-31,"VETR,A,JEANS DENIM EXTENSIBLE POUR FEMME",21700
"1243942","16355","128077","GROUPE TRIUM INC.","Fermé",2017-12-06,2018-12-05,"VETR,Z,SPVM - MANTEAUX 3 SAISONS ET VESTES DOUBLURE THERMIQUE",209500
"1245741","16355","135184","SURPRENANT ET FILS ENR","Fermé",2017-12-06,2020-01-14,"VETR,A,SIM - PANTALONS DE TRAVAIL (CARGO) ET BERMUDAS",176816.08
"1156269","15541","381843","EXCAVATION L. MARTEL INC.","Fermé",2016-10-26,2018-10-25,"ENNA,Z,TAMISAGE DE SOLS DE TYPES A OU AB ET MISE EN PILE PAR CONVOYEUR DE LA TERRE TAMISÉE",193500
"1253915","16488","116311","SEL WARWICK INC.","Fermé",2018-01-25,2021-01-24,"TPAE,A,Fourniture de chlorure de calcium 83-87% en flocons ou granulés, sac de 10 kg ou de 20 kg.",152235.48
"1256565",,"127102","ANTONIO MOREAU (1984)LTEE","Ouvert",2018-02-14,2018-12-31,"VETR,Z,MANTEAUX POUR CADETS SPVM",21700
"1263855","15854","106940","LOCATION SAUVAGEAU INC.","Fermé",2018-03-28,2019-04-23,"MARO,A,ENTENTE VILLE, Location de voitures sous-compactes et compactes",247617.23
"1264924","16874","358299","LOCATION GUAY","Fermé",2018-04-11,2019-07-09,"MARO,Z,Loc 1 mini-excavatrice & 1 rétrocaveuse travaux de plantation darbres, de réaménagement de parcs et autres travaux connexes EXCLUSIVEMENT pour larr. Ville-Marie, RÉSILIÉ PAR GDD CA19 240325 3 juillet 2019",446670
"1270114",,"117018","CENTRE DE RECHERCHE INFORMATIQUE DE MONTREAL INC.","Ouvert",2018-02-22,2019-02-21,"SPOP,Z,FOURNITURE SUR DEMANDE D'UNE EXPERTISE DE POINTE EN RECHERCHE ET DÉVELOPPEMENT",1205400
"1271062","16704","118369","SERVICES D'ENTRETIEN ALPHANET INC.","Ouvert",2018-04-03,2020-11-30,"ENET,A,Gestion brigades de propreté - Secteur 1 - Arrondissement Ville-Marie",2309485.99
"1305316","17215","143430","ENSEICOM INC.","Fermé",2018-10-29,2019-10-28,"TPAE,A,fabrication et l'installation de modules d'affichage libre sur l'ensemble du territoire de la Ville de Montréal",1107000
"1306683","17040","487659","J.M.A.C. REMORQUAGE, TRANSPORT ET DENEIGEMENT INC.","Ouvert",2018-11-01,2020-04-30,"MARO,Z,SERVICE DE REMORQUAGE POUR LES OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT MONTREAL-NORD",268616.73
"1306721","17040","423100","GROUPE DIRECT OUEST INC.","Ouvert",2018-11-01,2020-04-30,"MARO,Z,SERVICE DE REMORQUAGE POUR LES OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT ST-LAURENT",184122.64
"1311556","17352","144772","GO CUBE","Fermé",2019-01-01,2020-12-31,"TREN,Z,ENLEVEMENT, TRANSPORT, ENTREPOSAGE ET DISPOSITION DES BIENS SUITE A UNE EVICTION",138546
"1311561","17189","561265","INTRADO LIFE & SAFETY CANADA, INC.","Ouvert",2018-12-01,2021-11-30,"INEL,Z,ACQUISITION D'UN SYSTEME CLE EN MAIN POUR LA GESTION DES APPELS D'URGENCE POUR LE CENTRE DE COMMUNICATION DU SIM",747373.02
"1312681","17080","115735","A. & O. GENDRON INC.","Fermé",2018-11-01,2019-04-30,"LOCATION DE NIVELEUSES AVEC OPERATEURS SERVANT AUX OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT ANJOU",106800
"1321875","17306","403681","BEAUREGARD ENVIRONNEMENT LTEE","Fermé",2018-12-05,2021-12-04,"TPAE,Z,SERVICE D'HYDRO EXCAVATION POUR L'ARRONDISSENT DE CÔTE - DES - NEIGES _ NOTRE - DAME- DE - GRÂCE ET D'OUTREMONT LOT 5 EXCLUSIVEMENT 3 ANS SANS OPTION",603750
"1323644","17252","381843","EXCAVATION L. MARTEL INC.","Ouvert",2019-05-15,2021-10-15,"MARO,Z,LOCATION D'ÉQUIPEMENTS AVEC OPÉRATEURS POUR DU SERVICE DE MÉLANGE, TAMISAGE ET MISE EN PILE DE MATÉRIAUX DIVERS EXCLUSIVEMENT 3 ANS SANS OPTION",453200
"1324837",,"575538","SECURITE BUNZL","Fermé",2019-02-04,2019-08-09,"VETR,A, ÉQUIPEMENTS DE PROTECTION INDIVIDUELS",21700
"1329712","17035","381843","EXCAVATION L. MARTEL INC.","Ouvert",2019-05-15,2021-10-15,"ENNA,Z,LOCATION AVEC OPERATEUR D'UN BROYEUR A COPEAUX DE BOIS ET CHARGEUSE",132050
"1194464","15946","121014","LES REVETEMENTS SCELL-TECH INC.","Fermé",2017-04-10,2019-03-08,"TPAE,Z,LOCATION D'ÉQUIPEMENTS AVEC OPÉRATEURS POUR LE NETTOYAGE DES RUES,",25200
"1334295","16966","113829","EXCAVATION  A.V. INC.","Fermé",2019-03-11,2021-04-30,"MARO,Z,A54,Entente location d'une rétrocaveuse, ENTENTE EXCLUSIVE PLATEAU-MT-ROYAL, Ren. 1/2 (2019-2020 oui), AO 18-16966, lot 3",310667.11
"1348773","17507","429488","NVENTIVE INC","Ouvert",2019-05-16,2021-11-15,"SPAG,Z,PRESTATION DE SERVICES DE DÉVELOPPEMENT POUR SOLUTIONSMOBILES NATIVES ET HYBRIDESLOT 2  Développement solutions mobiles hybrides.",1747200
"1349352","17370","114092","CREUSAGE RL","Ouvert",2019-05-07,2021-12-31,"MARO,Z,A79,Service d'excavation pneumatique (1) opt de ren de 12 mois disponible, AO 19-17370, lot 2",225750
"1349708","16552","117112","BATTERIES DIXON INC.","Fermé",2019-03-20,2023-09-01,"MARO,A,ACQUISITION BATTERIES POUR VÉHICULES ET ÉQUIPEMENTS MOTORISÉS - ENTENTE PERMANENTE DE 60 MOIS - LOT 4 (RÉGION SUD)",177340.79
"1351878","17357","297119","GROUPE SANYVAN INC.","Fermé",2019-05-06,2021-05-05,"TPAE,Z,A59, ENTENTE EXCLUSIVE, Nettoyage et inspection par caméra des égouts, 2 ans, sans opt. renouvellement, 19-17357, lot 3",374400
"1352759","17357","450867","SANIVAC","Fermé",2019-05-13,2020-05-14,"TPAE,Z,A82, ENTENTE EXCLUSIVE PIERREFONDS-ROXBORO, Nettoyage et inspection télévisée des conduites d'égouts incluant le transport et la disposition des résidus, 1 an + 1opt renouv. 12 mois",227709.18
"1355562","17453","403681","BEAUREGARD ENVIRONNEMENT LTEE","Fermé",2019-06-03,2022-06-02,"TPAE,Z,A75, ENTENTE EXCLUSIVE Outremont, Nettoyage et vidange complète des puisards, 3 ans, sans opt. renouv., 19-17453, lot 10",116235
"1368552","17650","114381","M.J. CONTACH ENR.","Fermé",2019-11-01,2022-04-30,"MARO,Z,LOCATION D'UNE (1) DEPANNEUSE AVEC OPERATEUR POUR L'ARRONDISSEMENT VILLERAY - SAINT-MICHEL - PARC-EXTENSION",152809.69
"1368461","17678","115664","ENTREPRISE VAILLANT (1994)","Ouvert",2019-11-01,2023-04-30,"MARO,Z,LOCATION DE DEUX (2) NIVELEUSES AVEC OPERATEURS SERVANT AUX OPERATIONS DE DENEIGEMENT POUR LARRONDISSEMENT AHUNTSIC-CARTIERVILLE",1188000
"1368763","17650","524307","REMORQUAGE O SECOURS INC.","Ouvert",2019-11-01,2020-04-30,"MARO,Z,LOCATION D'UNE (1) DEPANNEUSE AVEC OPERATEUR POUR L'ARRONDISSEMENT SAINT-LEONARD",46588
"1369895","17688","393388","L.J. EXCAVATION INC.","Fermé",2019-10-15,2020-10-14,"OUMA,Z,ENTENTE EXCLUSIVE Location d'une pelle hydraulique avec opérateur, entretien et accessoires pour travaux d'aqueduc et d'égout pour l'arrondissement Ahuntsic-Cartierville 2019-2020",139930
"1369940","17704","121654","COFOMO INC.","Ouvert",2019-09-19,2022-03-18,"SPAG,Z, PRESTATION DE SERVICES POUR LES RESSOURCES SPÉCIALISÉES EN ANALYSE FONCTIONNELLE ET EN ANALYSE DAFFAIRES",3978890
"1373578","17706","115943","GRAYMONT (QC) INC.","Ouvert",2019-09-19,2024-09-16,"ENPC,A, Fourniture et livraison de produits chimiques pour les usines de production d'eau potable Charles-J.-Des Baillets, Atwater, Dorval, Lachine, Pierrefonds et Pointe-Claire LOT 10 EXCLUSIVEMENT 3 ANS AVEC OPTION",2098217.33
"1377042","17734","117272","GRUES MAURICE GENDRON LTEE","Fermé",2019-10-02,2021-10-01,"OUMA,A,Location de grues avec opérateur pour la direction de lépuration des eaux usées (DEEU)",160371
"1378391","17715","115838","LES  ENTREPRISES DANIEL ROBERT INC.","Fermé",2019-11-01,2022-04-30,"TPAE,Z,SERVICES DE DENEIGEMENT DES SENTIERS, TERRASSES ET STATIONNEMENTS - SERVICE DES GRANDS PARCS DU MONT-ROYAL DES SPORTS  ARENA MAURICE-RICHARD (LOT 3)",56665.51
"1382441",,"450867","SANIVAC","Fermé",2019-11-27,2020-03-27,"TPAE,A,LOCATION DE TOILETTES CHIMIQUES",75557.6
"1383931","17753","142146","IN FIDEM INC.","Fermé",2019-12-04,2022-06-03,"SPAG,Z,  Services danalyse de marché en sécurité TI.",165500
"1388161","16180","196490","ENGLOBE CORP.","Fermé",2020-01-01,2020-03-31,"ENNA,A,SITE POUR L'ÉLIMINATION ET LE TRAITEMENT DES SOLS CONTAMINÉS CARACTÉRISÉS",87932.16
"1394466",,"115826","EMCO CORPORATION","Ouvert",2020-04-08,2022-04-03,"TPAE,A,INDICATEUR DE BORNE-FONTAINE",64800
"1400101","17611","114092","CREUSAGE RL","Ouvert",2020-02-10,2022-12-31,"MARO,Z,Service d'excavation pneumatique ENTENTE EXCLUSIVE pour l'Arr du Plateau-Mont-Royal",347088.8
"1402157","17924","115543","SANEXEN SERVICES ENVIRONNEMENTAUX INC.","Ouvert",2020-04-01,2023-03-31,"ENNA,A,Élimination et traitement de sols contaminés et des matières résiduelles",918000.87
"1402405","18025","119806","LAFARGE CANADA INC","Ouvert",2020-04-24,2023-04-23,"TPAE,A,Fourniture et livraison de pierre concassée en vrac pour les travaux en régie",7882918.81
"1402907","17588","319032","ORANGE TRAFFIC INC","Ouvert",2020-03-06,2022-03-05,"TPAE,Z, Fourniture sur demande de feux de circulation à DEL et accessoires, selon les dispositions prévues à l'appel d'offres 19-17588",1714263.71
"1408761","17475","264248","GROUPE DE SECURITE GARDA SENC","Fermé",2020-04-01,2020-09-30,"SESA,A,Service de gardiennage à la cité des hospitalières",182718.08
"1410503","18134","114787","AV-TECH INC.","Ouvert",2020-05-05,2022-10-31,"EXTR,Z,SERVICES PLOMBERIE DIVERS PARCS, ESPACES VERTS ET AUTRES ESPACES CONNEXES",182336.27
"1414672","18146","114092","CREUSAGE RL","Fermé",2020-05-12,2022-05-11,"OUMA,A,A52 - Service d'excavation pneumatique et travaux connexes",658000
"1421578","18255","358299","LOCATION GUAY","Fermé",2020-06-22,2022-06-21,"MARO,Z,LOCATION d'une (1) rétrocaveuse avec opérateur, incluant les accessoires dans les arrondissements de Côte-des-NeigesNotre-Dame-de-Grâce et dOutremont, 2ans + 1 option en 2023 (non renouvelée).",278122.5
"1421742","18231","531307","PROVINCIAL ENVIRONNEMENT INC.","Fermé",2020-07-07,2023-10-15,"TPAE,Z,nettoyage et vidange complète de puisards et de chambres de vanne incluant le transport et la disposition des résidus pour l'arrondissement Anjou (Lot #1)",198249
"1421752","18231","531307","PROVINCIAL ENVIRONNEMENT INC.","Fermé",2020-08-04,2023-10-15,"TPAE,Z,nettoyage et vidange complète de puisards incluant transport et disposition des résidus",450924.6
"1419064","18097","202733","ENTREPRISES MICHELE & ANGELO CARDILLO LTEE","Ouvert",2020-09-14,2023-12-01,"ENNA,Z,Fourniture, plantation, arrosage et entretien d'arbres 2020-2023 - Arrondissement Montréal-Nord",83995
"1426589","18068","282183","GROUPE TMD","Fermé",2021-11-01,2022-04-15,"MARO,Z,LOCATION D'UNE  NIVELEUSE AVEC OPERATEURS SERVANT AUX OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT DE LASALLE",138531.25
"1429982","18087","490208","ENTREPRISES LARRY CHAUFFAGE GAZ NATUREL INC.","Ouvert",2020-04-08,2023-04-08,"EXTR,Z,Service de plomberie sur demande pour tous les bâtiments, piscines, parcs et autres infrastructures de larrondissement de lÎle Bizard/Sainte-Geneviève, 3 ans + 2 options non-renouvellées.",124943.9965
"1430010","18292","450867","SANIVAC","Fermé",2020-12-01,2023-10-30,"TPAE,Z,NETTOYAGE ET VIDANGE DE PUISARDS - LOT #9",120675
"1430540","18264","596207","CONVERGINT TECHNOLOGIES LTD.","Ouvert",2020-09-24,2023-09-23,"INEL,Z,MISE A JOUR DU LOGICIEL CCURE DE LA VERSION CC800 à la version CC9000 POUR LE SPVM",120639
"1430599","18267","115664","ENTREPRISE VAILLANT (1994)","Ouvert",2020-11-01,2023-04-30,"MARO,Z,LOCATION DE NIVELEUSES ET DE TRACTEURS CHARGEURS AVEC OPERATEURS SERVANT AUX OPERATIONS DE DENEIGEMENT POUR L'ARRONDISSEMENT DE SAINT-LAURENT",2244600
"1430995","18345","580344","ELEVAPRO SERVICES INC.","Ouvert",2020-10-19,2023-10-18,"ENET,Z,Entretien, réparation et maintenance des ascenseurs et monte-charge de larrondissement Outremont, 3 ans + 2 options non renouvelée",76950
"1432849","18027","264248","GROUPE DE SECURITE GARDA SENC","Ouvert",2020-10-07,2023-10-06,"SESA,Z,SERVICE D'AGENCE DE SÉCURITÉ POUR LES GUÉRITES DES USINES DE FILTRATION DEAU POTABLE ATWATER ET CHARLES J. DES BAILLETS- LOT 2",1526132.37
"1440477","17987","155901","CONSTRUCTION JESSIKO INC.","Fermé",2020-09-28,2021-11-02,"TPAE,Z, fabrication et installation de mobilier urbain pour le projet de lesplanade Clark du Quartier des spectacles - LOT 4B",115000.02
"1440705","18064","118369","SERVICES D'ENTRETIEN ALPHANET INC.","Ouvert",2020-11-01,2024-10-31,"ENET,A,ENTRETIEN MENAGER DE BATIMENTS DU SERVICE DE POLICE DE LA VILLE DE MONTREAL (LOT 10)",1309527.2
"1443312","18206","394036","AXIA SERVICES","Ouvert",2020-11-01,2024-10-31,"ENET,A,SERVICE D'ENTRETIEN MENAGER POUR DES EDIFICES DE LA VILLE DE MONTREAL (LOT 4)",1265449.73
"1443291","18206","394036","AXIA SERVICES","Ouvert",2020-11-01,2024-10-31,"ENET,A,SERVICE D'ENTRETIEN MENAGER POUR DES EDIFICES DE LA VILLE DE MONTREAL (LOT 3)",1505418.54
"1443382","18206","394036","AXIA SERVICES","Ouvert",2020-11-01,2024-10-31,"ENET,A,SERVICE D'ENTRETIEN MENAGER POUR DES EDIFICES DE LA VILLE DE MONTREAL (LOT 9)",595992.83
"1454859","18406","135116","LOGISTIK UNICORP INC.","Ouvert",2021-01-28,2022-01-27,"VETR,A,Gants en nitrile",2274196.88
"1455139","18438","688939","TELUS HEALTH (CANADA) LTD.","Fermé",2021-01-28,2025-12-31,"SPAG,Z, RETENTION DE SERVICES PROFESSIONNELS EN ACTUARIAT-CONSEIL POUR LE VOLET REGIME DE RETRAITE DES POLICIERS",171250
"1456424","18516","394036","AXIA SERVICES","Ouvert",2021-02-01,2022-01-31,"SESA,Z,Service de gardiennage pour le Marché Bonsecours",222499.62
"1458710","18556","393388","L.J. EXCAVATION INC.","Ouvert",2021-02-22,2023-02-21,"MARO,Z,LOCATION D'UNE MINI EXCAVATRICE AVEC OPERATEUR, ENTRETIEN ET ACCESSOIRES POUR DIVERS TRAVAUX POUR L'ARRONDISSEMENT AHUNTSIC-CARTIERVILLE",300800
"1463003","18420","417196","TECH VAC ENVIRONNEMENT INC.","Fermé",2021-03-08,2024-03-08,"OUMA,Z,SERVICES DHYDRO EXCAVATION POUR LARRONDISSEMENT DE COTE-DES-NEIGESNOTRE DAME-DE -GRACES ET DOUTREMONT.",602625
"1466743","15727","596584","CURRENT LIGHTING SOLUTIONS CANADA INC.","Fermé",2021-03-23,2021-11-23,"TPAE,Z,FOURNITURE SUR DEMANDE DE LUMINAIRES DE RUE DE TYPE COBRA DEL",416263
"1467656","18474","117623","CONSEILLERS EN GESTION ET INFORMATIQUE CGI  INC.","Fermé",2021-04-27,2023-04-26,"SPAG,Z,ATELIERS DE CO-CREATION ET DESIGN THINKING-LOT 1-APPEL D'OFFRES PUBLIC 20-18474",72000
"1468973","18489","602656","CIMA+/BC2","Fermé",2021-04-01,2024-03-31,"SPOP,Z, GESTION ET SURVEILLANCE DES TRAVAUX POUR LES TRAVAUX DE RÉFECTION D'INFRASTRUCTURES SUR LE TERRITOIRE DE LA VILLE DE MONTRÉAL (CONTRAT NO.3), AO 20-18489",6215750
"1469337","17983","102190","LES ENTREPRISES TONY DI FEO INC.","Fermé",2020-06-01,2023-10-31,"ENNA,A, Entretien paysager des différents immeubles de la Ville de Montréal",189000
"1470242","18589","121014","LES REVETEMENTS SCELL-TECH INC.","Ouvert",2021-04-06,2021-12-31,"ENET,Z,LOCATION DE BALAIS ASPIRATEURS AVEC OPERATEURS POUR LE NETTOYAGE DES RUES POUR L'ARRONDISSEMENT RIVIERE-DES-PRAIRIES-POINTE-AUX-TREMBLES AO21-18589",127908
"1473374","18699","356241","DU VERT AU ROUGE  INC.","Ouvert",2021-05-15,2023-11-30,"ENNA,Z, FOURNITURE, PLANTATION, ENTRETIEN ET ARROSAGE DES VEGETAUX. AO21-18699",159073
"1477330","18568","154052","LES PAVAGES DANCAR (2009) INC.","Ouvert",2021-05-03,2022-11-28,"MARO,Z,LOCATION DE RÉTROCAVEUSES AVEC OPÉRATEURS, ENTRETIEN ET ACCESSOIRES POUR DIVERS TRAVAUX DE VOIRIE POUR L'ARRONDISSEMENT DE ROSEMONT-LA PETITE-PATRIE -LOT 4",177760
"1480167","18499","152648","CIMA+ S.E.N.C.","Fermé",2021-08-01,2023-03-31,"SPOP,Z EFFECTUER L'AUSCULTATION ET L'ÉVALUTATION DE 30 STATIONS DE POMPAGE D'ÉGOUTS DU RÉSEAU SÉCONDAIRE (LOT 1).",475000
"1480050",,"150274","AQUATECHNO SPECIALISTES AQUATIQUES INC.","Ouvert",2021-06-23,2021-09-22,"ENPC,A,FOURNITURE ET LIVRAISON DES BRIQUETTES DE CHLORE COMPATIBLES AVEC LES CHLORINATEURS DE MARQUE PULSAR POUR LES PISCINES DE LA VILLE DE MONTRÉAL",86625
"1479642","18757","18283","DEMIX BETON","Ouvert",2021-06-17,2024-06-16,"TPAE,A,Fourniture et livraison sur demande de beton pre melange",3218848
"1481499","18746","114742","AL CARRIERE EXTINCTEUR (1991) LTEE","Fermé",2021-06-28,2022-06-27,"SESA,Z,AVERTISSEURS DE FUMEE AVEC PILE AU LITHIUM LOT 4",42000
"1486876","18314","273116","SPI SANTE SECURITE INC.","Ouvert",2021-06-18,2025-06-17,"VETR,A,FOURNITURE ET LIVRAISON DE GANTS DE TRAVAIL",2013400.85
"1489954","18758","527024","ONEPOINT DEVELOPPEMENT INC.","Ouvert",2021-08-26,2024-02-25,"SPAG,Z FOURNITURE SUR DEMANDE DE PRESTATION DE SERVICES DE DÉVELOPPEMENT POUR SOLUTIONS MOBILES NATIVES (II) POUR LE SERVICES DE TECHNOLOGIES DE L'INFORMATION.",898300
"1491150",,"387081","LES MEDAILLES LANAUDIERE","Ouvert",2021-10-01,2025-09-30,"ENNA,A,ACQUISITION DES MEDAILLES POUR LES CHATS, LES CHIENS ET LES CHIENS POTENTIELLEMENT DANGEREUX",28515
"1492669","18671","102282","DENEIGEMENT ET EXCAVATION M. GAUTHIER INC.","Ouvert",2021-09-08,2022-12-31,"ENET,Z,LOCATION DUN BALAI ASPIRATEUR COMPACT AVEC OPÉRATEURS POUR LE NETTOYAGE DE PISTES CYCLABLES POUR LARRONDISSEMENT AHUNTSIC-CARTIERVILLE",94248
"1500790","18767","282183","GROUPE TMD","Ouvert",2021-11-01,2024-04-15,"MARO,Z,LOCATION DUNE AUTONIVELEUSE AVEC OPÉRATEUR  TRACTEUR-CHARGEUR TYPE B OU TYPE C AVEC OPÉRATEUR - POUR LES OPÉRATIONS DE DÉNEIGEMENT POUR LARRONDISSEMENT DE VERDUN (TROIS SAISONS) LOTS 4, 10 et 14",473400
"1500816","18767","158150","PAYSAGISTE ROCHE INC.","Ouvert",2021-11-01,2024-04-15,"MARO,Z,LOCATION DUN TRACTEUR-CHARGEUR (TYPE A) AVEC OPÉRATEUR - POUR LES OPÉRATIONS DE DÉNEIGEMENT POUR LARRONDISSEMENT DE VERDUN (TROIS SAISONS) LOT 6",97680
"1508816","18942","576178","PRESENTOIRS DE MAGASINS ELITE INC.","Ouvert",2021-11-25,2023-11-24,"MFUS,Z, SERVICES DE DÉCOUPE LASER ET PLASMA DE PIÈCES MÉTALLIQUES POUR LES ATELIERS SPÉCIALISÉS DU SERVICE DU MATÉRIEL ROULANT (SMRA). LOT 2",149642.15
"1508808","18942","605033","METO FUZION INC","Ouvert",2021-11-25,2023-11-24,"MFUS,Z, SERVICES DE DÉCOUPE LASER ET PLASMA DE PIÈCES MÉTALLIQUES POUR LES ATELIERS SPÉCIALISÉS DU SERVICE DU MATÉRIEL ROULANT (SMRA). LOT 3",290438.41
"1517147","18997","152648","CIMA+ S.E.N.C.","Ouvert",2022-01-27,2025-01-27,"SPAG,Z,PRESTATION DE SERVICE D'ANALYSE, DE DEVELOPPEMENT, D'INTEGRATION ET DE CONFIGURATION DE SYSTEMES DEDIES A LA GESTION DES ACTIFS MUNICIPAUX DE L'EAU POUR UNE DUREE DE 36 MOIS-AO 21-18997 - LOT 1",765000
"1517183","18997","117623","CONSEILLERS EN GESTION ET INFORMATIQUE CGI  INC.","Ouvert",2022-01-27,2025-01-27,"SPAG,Z,PRESTATIONS DE SERVICES POUR LE DEVELOPPEMENT, LINTEGRATION, LA CONFIGURATION ET LADMINISTRATION DE SYSTEMES DINFORMATIONS GEOGRAPHIQUES (SIG) POUR UNE DUREE DE TRENTE-SIX (36) MOIS LOT 2.",1245000
"1518674","19045","115256","LES EQUIPEMENTS BENCO (CANADA) LTEE","Ouvert",2022-02-01,2024-01-31,"ENET,Z,SERVICE DE NETTOYAGE DES TROTTOIRS DE LARRONDISSEMENT VILLERAY-ST-MICHEL-PARC-EXTENSION SECTEUR VSP-107,LOT-5",41122.15
"1518332","18875","2378","BELL CANADA","Ouvert",2022-01-27,2025-01-26,"INEL,Z,AXQUISITION DU MATERIEL ET DES ACCESSOIRES WIFI POUR UNE PERIODE DE 3 ANS, AVEC DEUX OPTIONS DE RENOUVELLEMENT DE 12 MOIS CHACUNE-LOT 3",5153312.5
"1528121","19134","603554","9356-5166 QUEBEC INC.","Ouvert",2022-04-04,2023-04-03,"MARO,Z,LOCATION D'UNE MINI-RÉTROCAVEUSE AVEC OPÉRATEUR, ENTRETIEN ET ACCESSOIRES POUR LARRONDISSEMENT DE MERCIER-HOCHELAGA-MAISONNEUVE-LOT 1",101950
"1528198","19134","358299","LOCATION GUAY","Ouvert",2022-04-04,2023-04-03,"MARO,Z,LOCATION D'UNE MINI-RÉTROCAVEUSE AVEC OPÉRATEUR, ENTRETIEN ET ACCESSOIRES POUR LARRONDISSEMENT DE MERCIER-HOCHELAGA-MAISONNEUVE-LOT 2",58225
"1528460","19199","106910","LES PORTES J.P.R. INC.","Ouvert",2022-04-01,2022-12-31,"CONS,Z,Services dentretien préventif et entretien correctif, de portes de garage industrielles, pour divers bâtiments de la Ville de Montréal-lot2",49774.26
"1528860","19060","634170","IPL NORTH AMERICA INC.","Ouvert",2022-03-21,2025-03-20,"ENNA,Z,FOURNITURE DES BACS ROULANTS 240L et 360L POUR LA COLLECTE DES MATIÈRES RECYCLABLES - Service de l'Environnement et Service de l'approvisionnement Colbert -LOT 1",4336409.52
"1532283","19300","115826","EMCO CORPORATION","Fermé",2022-05-04,2024-01-04,"TPAE, A, Fourniture sur demande d'indicateurs pour borne-fontaine",65800
"1533130","19133","417196","TECH VAC ENVIRONNEMENT INC.","Fermé",2022-06-01,2023-10-30,"TPAE,Z,SERVICES DE NETTOYAGE ET VIDANGE COMPLETE DE PUISARDS ET DE CHAMBRES DE VANNE INCLUANT LE TRANSPORT ET LA DISPOSITION DES RISIDUS POUR LARRONDISSEMENT DE VERDUN",214673
"1536817","19057","116206","ELECTROMEGA LTEE","Ouvert",2022-06-01,2024-05-31,"TPAE,Z,FOURNITURE DEQUIPEMENTS DE FEUX DE CIRCULATION - BRIDES DALIMENTATION POUR CABINET SUR FÛT - LOT 9",87900
"1542503","19179","171039","GROUPE VILLENEUVE INC.","Ouvert",2022-04-28,2025-04-27,"MARO,Z,SERVICE DE NETTOYAGE AUX ÉCOCENTRES DE L'AGGLOMÉRATION DE MONTRÉAL, PAR TRACTEUR-CHARGEUR, PAR BALAI-MÉCANIQUE ET PAR CAMION-CITERNE (32 MOIS) - LOT 3",69050.52
"1542920","19228","121014","LES REVETEMENTS SCELL-TECH INC.","Fermé",2022-06-16,2023-07-31,"MARO,Z,SERVICE DE LOCATION DUN CAMION-CITERNE AVEC OPÉRATEUR, SUR DEMANDE, POUR LE LIEU DENFOUISSEMENT TECHNIQUE (L.E.T.) DE LA VILLE DE MONTRÉAL ET OCCASIONNELLEMENT A LA DIRECTION DE L'EPURATION DES EAUX USÉES (DEEU)",237500
"1545294","19415","713210","SUPERIOR SANY SOLUTIONS (TM)","Ouvert",2022-08-01,2023-01-31,"ENET,A, FOURNITURE ET LIVRAISON SUR DEMANDE DES NETTOYANTS CATÉGORIE A, B, C (PRODUITS SANITAIRES) AOI 22-19415",83503.22
"1548346","19212","187660","CENTRE DU TRAVAILLEUR F.H. INC.","Ouvert",2022-06-16,2023-06-15,"VETR,A,ACQUISITION DE BLOUSES DE PROTECTION JETABLES - LOT 2",44625
"1550215","19357","116490","ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERSEL INC.","Ouvert",2022-08-17,2025-04-17,"VETR,A,LA FOURNITURE, SUR DEMANDE, DE MANTEAUX ET DE SALOPETTES D'HIVER, POUR UNE DUREE DE VINGT-QUATRE (24) MOIS, INCLUANT DEUX (2) OPTIONS DE PROLONGATION.",649739.54
