Numéro,Département/Collection,Collection  ,Catégorie,Objet,Artiste,Titre,Date,Lieu de production,Culture,Matériaux,Dimensions,Nombre objets,Sujet,description,Lien web vers image 
1976.358.23V,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph",Couple d'amoureux sur un balcon,1907 ou 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"17,7 x 13 cm",1,Figure,"Costumes civils accessoires couvre-chef chapeau, vêtements robe veston; Architecture et génie détails architecturaux balcon rampes; Personnages groupes humains femme homme, couple d'amoureux, portrait en buste de dos; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.358.23V_IN1.JPG
1976.358.26R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph",Entrée du pavillon du « Pôle Nord » au parc Dominion à Montréal et étude d'un canot des glissoires aquatiques (Shout the Chutes),1906,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"17,7 x 13 cm",1,Architecture,"Architecture et génie détails architecturaux arc façade fenêtre entrée, aménagements extérieur clôture arche poteaux lampadaire portail du pavillon du « Pôle Nord » au parc Dominion, ville; Transports maritimes canot des glissoires aquatiques; Objets façonnés de communication documentaire publicitaire enseigne; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.358.26R_IN1.JPG
1976.358.26V,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Le Chemin de fer panoramique (Scenic Railway) au parc Dominion de Montréal, et étude d'un canot arrivant sur le plan d'eau des glissoires aquatiques (Shout the Chutes)",1906,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"17,7 x 13 cm",1,Architecture,"Architecture et génie aménagements extérieurs muret lampadaire poteaux, détails architecturaux arcs arcades façades bandeaux passerelle pilastres toitures corniches pignons, travaux publics chemin de fer panoramique au parc Dominion, ville; Transports maritimes canot ou régate; Géographie physique phénomènes aquatiques plan d'eau des glissoires aquatiques; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.358.26V_IN1.JPG
1976.359.06V,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste",entre 1905 et 1907,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"17,2 x 10,3 cm",1,Portrait,"Costumes civils vêtements robe; Personnages groupes humains femme, cousine de l'artiste, portrait à mi-corps, assise de profil; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.359.06V_IN1.JPG
1976.359.10V,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Étude d'une femme assise (Jeanne Veillette, vue de dos)",entre 1905 et 1907,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"17,2 x 10,3 cm",1,Figure,"Costumes civils accessoires ceinture, vêtements robe; Personnages groupes humains femme, cousine de l'artiste, portrait à mi-corps assise de dos; Objets façonnés mobilier meubles table chaise; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.359.10V_IN1.JPG
1976.359.22V,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Adèle Bertrand et Jeanne Veillette, mère et cousine de l'artiste, et étude d'un personnage masculin",entre 1905 et 1907,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"17,2 x 10,3 cm",1,Portrait,"Costumes civils vêtements robes; Personnages groupes humains femmes, mère et cousine de l'artiste, homme, portrait en buste de trois quarts de profil de face; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.359.22V_IN1.JPG
1976.360.06R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, études de personnages, et vue du port de Montréal",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Architecture; Portrait,"Costumes civils accessoires couvre-chefs chapeaux, vêtements robe vestons; Architecture et génie aménagements extérieurs poteau, détails architecturaux cheminée façades rampe toitures pignons, commerciale et industrielle usines et manufactures, travaux publics quai port; Personnages groupes humains femme, cousine de l'artiste, hommes, portrait en buste de profil de trois quarts; Géographie physique accidents géographiques rives, phénomènes aquatiques cours d'eau; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.06R_IN1.JPG
1976.360.06V,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Couple en habits d'hiver, vu de dos",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Figure,"Costumes civils accessoires chaussures bottes mitaines couvre-chefs chapeaux, vêtements d'hiver pantalon robe, de dessus manteaux d'hiver; Personnages groupes humains femme homme couple, portrait en pied de dos; Objets façonnés contenants panier; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.06V_IN1.JPG
1976.360.17R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste et études de personnages",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires ceinture chaussure couvre-chef chapeau melon, vêtements robes, de dessus manteau; Personnages groupes humains femme, cousine de l'artiste, homme, portrait en pied à mi-corps en buste de trois quarts de profil de dos; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.17R_IN1.JPG
1976.360.23R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph",Adèle Bertrand et Jeanne Veillette et études de personnages,entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires ceintures mitaine foulard couvre-chefs casquette bonnet, vêtements robes, de dessus manteaux; Personnages groupes humains enfant fille femmes, mère et cousine de l'artiste, homme, portrait à mi-corps en buste de dos de profil de trois quarts; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.23R_IN1.JPG
1976.360.24R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, et études de personnages",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires couvre-chef chapeau, caprices corporels moustache, vêtements robes veston; Personnages groupes humains femmes dont la cousine de l'artiste, homme, portrait à mi-corps en buste de profil de trois quarts; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.24R_IN1.JPG
1976.360.24V,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, et études de personnages",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires ceinture couvre-chef casque, caprices corporels barbe moustache, vêtements robe; Personnages anatomie têtes, groupes humains femme, cousine de l'artiste. homme, portrait à mi-corps en buste de profil de trois quarts; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.24V_IN1.JPG
1976.360.26R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Édouard Massicotte, père de l'artiste, Jeanne Veillette, vue de dos, et étude d'un personnage",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires ceinture chaussures bottines mitaine couvre-chef casquette, caprices corporels moustache, vêtements robe pantalon veston; Personnages groupes humains femme, cousine de l'artiste, hommes dont le père de l'artiste, portrait en pied à mi-corps en buste de dos de profil; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.26R_IN1.JPG
1976.360.26V,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, et étude d'un jeune garçon vu de dos",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires bas chaussures bottines couvre-chef tuque, vêtements robes, de dessus manteau; Personnages groupes humains enfant garçon femmes, cousine de l'artiste, portrait en pied à mi-corps de trois quarts de profil; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.26V_IN1.JPG
1976.360.28R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, agenouillée",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires ceinture, vêtements robe; Personnages groupes humains femme, cousine de l'artiste, portrait en pied agenouillée de profil; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.28R_IN1.JPG
1976.360.29V,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, lisant",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils vêtements robe; Personnages groupes humains femme, cousine de l'artiste, portrait à mi-corps de profil; Activités et événements récréatives lecture; Objets façonnés de communication documentaire journal; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.29V_IN1.JPG
1976.360.30R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, et études de personnages féminins",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils vêtements robes; Personnages groupes anatomie bras, humains femmes, dont la cousine de l'artiste, portrait à mi-corps en buste de profil; Activités et événements personnelles boire; Objets façonnés contenants verre; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.30R_IN1.JPG
1976.360.39R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, et une femme",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils vêtements robes, de dessus châle; Personnages groupes humains femmes dont la cousine d el'artiste, portrait à mi-corps en buste de profil; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.39R_IN1.JPG
1976.360.42R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste",1907,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires ceinture, vêtements robe; Personnages groupes humains femme, cousine de l'artiste, portrait à mi-corps de trois quarts; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.42R_IN1.JPG
1976.360.44R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, et de différents personnages, de profil",entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires col de fourrure couvre-chefs chapeau casquette, caprices corporels moustaches, vêtements chemise robe, de dessus manteau; Personnages groupes humains femmes dont Jeanne Veillette, cousine de l'artiste, hommes, portrait en buste de tête de profil; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.44R_IN1.JPG
1976.360.46R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph",Portraits de couple et d'un homme lisant,entre 1906 et 1908,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils accessoires couvre-chefs chapeaux canotier haut-de-forme chapeau melon, caprices corporels moustache, vêtements chemise gilet veston redingote; Personnages groupes humains femmes hommes couple élégant, portrait en buste de face de profil; Activités et événements récréatives lecture; Objets façonnés de communication documentaire livre; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.46R_IN1.JPG
1976.360.47R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph","Jeanne Veillette, cousine de l'artiste, étude pour une annonce de la Cie d'Auvents des Marchands Ltée de Montréal (Série des « Lutins »)",1907,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Portrait,"Costumes civils vêtements robe; Personnages groupes humains femme, cousine de l'artiste, portrait en buste de trois quarts; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.47R_IN1.JPG
1976.360.49R,Art moderne (1900-1950),Collection permanente,Dessin,Dessin (carnet),"Massicotte, Edmond-Joseph",Étude de costume féminin (Jeanne Veillette servant de modèle),1907,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb sur papier,"13,7 x 10 cm",1,Figure,"Costumes civils accessoires ceinture, vêtements robe; Personnages groupes humains femme, cousine de l'artiste, portrait en torse; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1976.360.49R_IN1.JPG
