NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHNIQUE,VALEUR TOTALE 
PROJETS AUTOCHTONES DU QUÉBEC,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 730 555$ AUX SIX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, EN SOUTIEN À LEUR OFFRE DE SERVICE EN MATIÈRE D'HÉBERGEMENT D'URGENCE DES PERSONNES EN SITUATION D'ITINÉRANCE, DANS LE CADRE DU BUDGET D",CG21 0135,2021-03-26,48408,,,48408
MISSION BON ACCUEIL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 730 555$ AUX SIX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, EN SOUTIEN À LEUR OFFRE DE SERVICE EN MATIÈRE D'HÉBERGEMENT D'URGENCE DES PERSONNES EN SITUATION D'ITINÉRANCE, DANS LE CADRE DU BUDGET D",CG21 0135,2021-03-26,150000,,,150000
MISSION OLD BREWERY,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 730 555$ AUX SIX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, EN SOUTIEN À LEUR OFFRE DE SERVICE EN MATIÈRE D'HÉBERGEMENT D'URGENCE DES PERSONNES EN SITUATION D'ITINÉRANCE, DANS LE CADRE DU BUDGET D",CG21 0135,2021-03-26,150000,,,150000
MISSION OLD BREWERY,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 730 555$ AUX SIX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, EN SOUTIEN À LEUR OFFRE DE SERVICE EN MATIÈRE D'HÉBERGEMENT D'URGENCE DES PERSONNES EN SITUATION D'ITINÉRANCE, DANS LE CADRE DU BUDGET D",CG21 0135,2021-03-26,59869,,,59869
LA RUE DES FEMMES DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 730 555$ AUX SIX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, EN SOUTIEN À LEUR OFFRE DE SERVICE EN MATIÈRE D'HÉBERGEMENT D'URGENCE DES PERSONNES EN SITUATION D'ITINÉRANCE, DANS LE CADRE DU BUDGET D",CG21 0135,2021-03-26,117960,,,117960
MISSION OLD BREWERY,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,63620,,,63620
TRAVAIL DE RUE / ACTION COMMUNAUTAIRE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,20000,,,20000
PLEIN MILIEU,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,77289,,,77289
L'UNITÉ D'INTERVENTION MOBILE L'ANONYME INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,40000,,,40000
RUE ACTION PRÉVENTION JEUNESSE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,40000,,,40000
LES YMCA DU QUÉBEC - PREMIER ARRÊT,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,72716,,,72716
SOCIÉTÉ DE DÉVELOPPEMENT SOCIAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,52800,,,52800
LES YMCA DU QUÉBEC - PROXIMITÉ,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,60573,,,60573
LA CAFÉTÉRIA COMMUNAUTAIRE MULTICAF,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,25000,,,25000
ACTION JEUNESSE DE L'OUEST-DE-ÎLE (AJOI),100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 489 498 $ AUX NEUF ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 10 PROJETS EN ITINÉRANCE DE L'AXE 1 « ACCOMPAG",CG21 0136,2021-03-26,37500,,,37500
LA PORTE OUVERTE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,70000,,,70000
MÉDECINS DU MONDE CANADA,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,10000,,,10000
LA FONDATION DU REFUGE POUR FEMMES CHEZ DORIS INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,67992,,,67992
LE PAS DE LA RUE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,42000,,,42000
PROJETS AUTOCHTONES DU QUÉBEC,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,42000,,,42000
LA MISSION ST-MICHAEL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,29952,,,29952
EN MARGE 12-17,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,30000,,,30000
CARREFOUR D'ALIMENTATION ET DE PARTAGE ST-BARNABÉ INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,60000,,,60000
MISSION OLD BREWERY,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,50000,,,50000
DOPAMINE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,20000,,,20000
MAISON BENOÎT LABRE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,50000,,,50000
ACTION-RÉINSERTION,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,30000,,,30000
CENTRE D'AMITIÉ AUTOCHTONE DE MONTRÉAL INC,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,30000,,,30000
ACCUEIL BONNEAU INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,77840,,,77840
PAVILLON PATRICIA MACKENZIE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,46000,,,46000
REFUGE DES JEUNES,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,30000,,,30000
DÎNERS ST-LOUIS,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,30000,,,30000
LA RUE DES FEMMES DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1208263002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 745 784 $ AUX 18 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 18 PROJETS EN ITINÉRANCE DE L'AXE 2 « SÉCURISER ",CG21 0137,2021-03-26,30000,,,30000
CACTUS MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,25000,,,25000
SPECTRE DE RUE INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,31233,,,31233
CLINIQUE DROITS DEVANT,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,60000,,,60000
GROUPE COMMUNAUTAIRE L'ITINÉRAIRE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,12000,,,12000
DÎNERS ST-LOUIS,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,25000,,,25000
SENTIER URBAIN,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,20000,,,20000
CIRQUE HORS PISTE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,5000,,,5000
GROUPE INFORMATION TRAVAIL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,22000,,,22000
CENTRE DE JUSTICE DES PREMIERS PEUPLES DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,30000,,,30000
MISSIONS EXEKO,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,21000,,,21000
GROUPE COMMUNAUTAIRE L'ITINÉRAIRE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,30000,,,30000
"LES VALORISTES, COOPÉRATIVE DE SOLIDARITÉ",100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,7500,,,7500
RÉSEAU D'AIDE AUX PERSONNES SEULES ET ITINÉRANTES DE MONTRÉAL INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1218263001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 388 733 $ AUX 13 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2021, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE 14 PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEM",CG21 0138,2021-03-26,50000,,,50000
