NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHIQUE,VALEUR TOTALE
ORGANISATION UNIVERSITAIRE INTERAMÉRICAINE (OUI-IOHE),100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION PARTENARIATS STRATÉGIQUES ET AFFAIRES INTERNATIONALES,1193911001,OCTROYER UNE CONTRIBUTION FINANCIÈRE DE 26 726 $ TOUTES TAXES INCLUSES À L'ORGANISATION UNIVERSITAIRE INTERAMÉRICAINE (OUI-IOHE) POUR L'ORGANISATION DU CONGRÈS DES AMÉRIQUES SUR L'ÉDUCATION INTERNATIONALE 2019 ET LA PARTICIPATION DE LA VILLE DE MONTRÉAL QUI SE TIENDRA À BOGOTA (COLOMBIE) DU 23 AU 25 OCTOBRE 2019 / APPROUVER UNE CONVENTION À CET EFFET,CE19 0828,2019-05-30,26726,n/a,n/a,26726
COMITÉ JEUNESSE DE NOTRE-DAME-DE-GRÂCE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970006,ACCORDER UN SOUTIEN FINANCIER DE 45 193 $ À COMITÉ JEUNESSE DE NOTRE-DAME-DE-GRÂCE AFIN DE RÉALISER LE PROJET « CAMP DE JOUR SINGERMAN » POUR LA PÉRIODE DU 24 JUIN AU 16 AOÛT 2019 DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) - VILLE LIÉE DE CÔTE-SAINT-LUC / APPROUVER UN PROJET DE CONVENTION À CET EFFET,CE19 0829,2019-05-24,45193,n/a,n/a,45193
Judo Canada,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,15000,n/a,n/a,15000
L'association sportive I.S.M.Inc.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,15000,n/a,n/a,15000
La fédération de water-polo du Québec,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,18000,n/a,n/a,18000
Skateboard Québec,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,22000,n/a,n/a,22000
Club de plongeon Camo Montréal inc.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,7000,n/a,n/a,7000
Le Club Montréal Synchro Inc.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,7500,n/a,n/a,7500
Danse Sport Québec inc.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,6000,n/a,n/a,6000
Snooker Canada Federation,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,5750,n/a,n/a,5750
Parasports Québec,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,7000,n/a,n/a,7000
Le Club de volley-ball Celtique inc.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,5000,n/a,n/a,5000
Association de ringuette Beaconsfield/Kirkland,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,9000,n/a,n/a,9000
Jeunesse aquatique de Brossard inc.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,5000,n/a,n/a,5000
Club d'athlétisme St-Laurent Sélect inc.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,6500,n/a,n/a,6500
Triathlon Elite-Developpement,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,6000,n/a,n/a,6000
Club les Citadins de l'UQAM,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,6000,n/a,n/a,6000
Club de Course à Pied Lachine - Dorval,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1195978001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 147 750 $ À 16 ORGANISMES POUR L'ORGANISATION DE 16 ÉVÉNEMENTS, POUR L'ANNÉE 2019, POUR L'ÉVÉNEMENT ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DU 2E DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2019 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS",CE19 0857,2019-05-30,7000,n/a,n/a,7000
MURAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1197209001,ACCORDER POUR L'ANNÉE 2019 UNE CONTRIBUTION FINANCIÈRE NON RÉCURRENTE DE 17 500 $ POUR LA TENUE DU FESTIVAL MURAL,CE19 0919,2019-06-10,17500,n/a,n/a,17500
BIBLIOTHÈQUE ET CENTRE D’INFORMATIQUE ATWATER,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DES BIBLIOTHÈQUES,1191608003,"ACCORDER UN SOUTIEN FINANCIER, NON RÉCURRENT, À MÊME LE BUDGET DE FONCTIONNEMENT, TOTALISANT LA SOMME DE 52 400 $, SOIT UN MONTANT DE 24 700 $ À LA BIBLIOTHÈQUE ET CENTRE D’INFORMATIQUE ATWATER ET UN MONTANT DE 27 700 $ À LA DIRECTION CHRÉTIENNE « INNOVATION JEUNES » POUR L’ANNÉE 2019. APPROUVER LES DEUX PROJETS DE PROTOCOLES D’ENTENTE PRÉVUS À CET EFFET. AUTORISER LE DIRECTEUR DES BIBLIOTHÈQUES, M. IVAN FILION, À SIGNER LESDITS PROTOCOLES D’ENTENTE POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0920,2019-06-10,24700,n/a,n/a,24700
DIRECTION CHRÉTIENNE « INNOVATION JEUNES »,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DES BIBLIOTHÈQUES,1191608003,"ACCORDER UN SOUTIEN FINANCIER, NON RÉCURRENT, À MÊME LE BUDGET DE FONCTIONNEMENT, TOTALISANT LA SOMME DE 52 400 $, SOIT UN MONTANT DE 24 700 $ À LA BIBLIOTHÈQUE ET CENTRE D’INFORMATIQUE ATWATER ET UN MONTANT DE 27 700 $ À LA DIRECTION CHRÉTIENNE « INNOVATION JEUNES » POUR L’ANNÉE 2019. APPROUVER LES DEUX PROJETS DE PROTOCOLES D’ENTENTE PRÉVUS À CET EFFET. AUTORISER LE DIRECTEUR DES BIBLIOTHÈQUES, M. IVAN FILION, À SIGNER LESDITS PROTOCOLES D’ENTENTE POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0920,2019-06-10,27700,n/a,n/a,27700
SDC DESTINATION CENTRE-VILLE,100% VILLE,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION MISE EN VALEUR DES PÔLES ÉCONOMIQUES,1197796007,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 100 000 $ À LA SDC DESTINATION CENTRE-VILLE EN APPUI À LA TENUE DE SON PROJET « LE PETIT MONTRÉAL » / APPROUVER UN PROJET DE CONVENTION À CET EFFET.,CE19 0921,2019-06-10,100000,n/a,n/a,100000
ACTION JEUNESSE DE L'OUEST-DE-ÎLE (AJOI),100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970009,"ACCORDER UN SOUTIEN FINANCIER DE 29 696 $ À ACTION JEUNESSE DE L'OUEST-DE-ÎLE (AJOI) AFIN DE RÉALISER LE PROJET « TRAVAIL DE MILIEU/DE RUE DDO », POUR LA PÉRIODE DU 1ER AVRIL 2019 AU 31 MARS 2020, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) - VILLE LIÉE DE DOLLARD-DES-ORMEAUX (DDO) / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CE19 0922,2019-06-10,29696,n/a,n/a,29696
SOCIÉTÉ RESSOURCES-LOISIRS DE POINTE-AUX-TREMBLES,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970007,"ACCORDER UN SOUTIEN FINANCIER DE 31 574 $ À SOCIÉTÉ RESSOURCES-LOISIRS DE POINTE-AUX-TREMBLES AFIN DE RÉALISER LE PROJET « MON MILIEU, MA COMMUNAUTÉ » DU 1ER AVRIL 2019 AU 31 MARS 2020 DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) - VILLE LIÉE DE MONTRÉAL-EST / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CE19 0923,2019-06-10,31574,n/a,n/a,31574
CAMP DE JOUR DORVAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970010,"ACCORDER UN SOUTIEN FINANCIER DE 17 459 $ À CAMP DE JOUR DORVAL AFIN DE RÉALISER LE PROJET « PARTICIPATION POUR TOUS », POUR LA PÉRIODE DU 24 JUIN AU 16 AOÛT 2019, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) - VILLE LIÉE DE DORVAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CE19 0924,2019-06-10,17459,n/a,n/a,17459
INSTITUT INTERNATIONAL D'ÉTUDES ADMINISTRATIVES DE MONTRÉAL INC.,75% AGGLO 25% VILLE,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION PARTENARIATS STRATÉGIQUES ET AFFAIRES INTERNATIONALES,1191084001,"ACCORDER UNE CONTRIBUTION FINANCIÈRE MAXIMALE DE 130 000 $ À L'INSTITUT INTERNATIONAL D'ÉTUDES ADMINISTRATIVES DE MONTRÉAL INC. POUR L'ORGANISATION DE L'ÉDITION 2019 DE LA CONFÉRENCE DE MONTRÉAL, DU 10 AU 13 JUIN 2019 / APPROUVER UN PROJET DE CONVENTION À CET EFFET.",CE19 0925,2019-06-10,130000,n/a,n/a,130000
FESTIVAL MODE & DESIGN MONTRÉAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1197195008,"ACCORDER UN SOUTIEN FINANCIER DE CENT TRENTE-CINQ MILLE DOLLARS (135 000 $) À L'ORGANISME FESTIVAL MODE & DESIGN MONTRÉAL, POUR SOUTENIR LA 19E ÉDITION DU FESTIVAL MODE & DESIGN MONTRÉAL 2019 / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CE19 0929,2019-06-10,135000,n/a,n/a,135000
FESTIVAL MODE & DESIGN MONTRÉAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1197195008,"ACCORDER UN SOUTIEN FINANCIER DE CENT TRENTE-CINQ MILLE DOLLARS (135 000 $) À L'ORGANISME FESTIVAL MODE & DESIGN MONTRÉAL, POUR SOUTENIR LA 19E ÉDITION DU FESTIVAL MODE & DESIGN MONTRÉAL 2019 / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CE19 0929,2019-06-10,135000,n/a,n/a,135000
RACINE CROISÉ SOLIDARITÉ SAWA,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,5000,n/a,n/a,5000
CENTRE CULTUREL GEORGES-VANIER,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,3000,n/a,n/a,3000
NORD SUD ARTS ET CULTURES,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,5000,n/a,n/a,5000
CORPORATION DU CARNAVAL DE LA PETITE ITALIE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,2000,n/a,n/a,2000
FONDATION BBCM,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,20000,n/a,n/a,20000
FESTIVAL ACCÈS ASIE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,10000,n/a,n/a,10000
ATSA,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,10000,n/a,n/a,10000
CENTRE COMMUNAUTAIRE IRAQUIEN,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,2000,n/a,n/a,2000
PA.A.L. PARTAGEONS LE MONDE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,5000,n/a,n/a,5000
LA MAISON DE LA SYRIE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1195877002,"ACCORDER UN SOUTIEN FINANCIER DE 254 500 $ À 41 ORGANISMES POUR LA RÉALISATION DE 42 PROJETS, À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE, DANS LE CADRE DU PROGRAMME DE SOUTIEN À LA DIVERSITÉ DES EXPRESSIONS CULTURELLES - FESTIVALS ET ÉVÉNEMENTS 2019.",CE19 1007,2019-06-14,3000,n/a,n/a,3000
