Gentile_no;Toponyme;Type_entite;Gentile;Prononciation;Variante;Commentaire;bibliographie;Toponyme_red 
1115;Sainte-Cécile-de-Whitton;Municipalité;Whittonnais, Whittonnaise (1986*);;;;;SainteCéciledeWhitton
1116;Sainte-Christine;Municipalité de paroisse (de la région de la Montérégie);Christinois, Christinoise (1986*);;;;;SainteChristine
2909;Sainte-Christine-d'Auvergne;Municipalité;Auvergnat, Auvergnate (2015*);;;;;SainteChristinedAuvergne
1865;Sainte-Claire;Municipalité;Clairois, Clairoise (2014*);;;;;Sainteclaire
1744;Sainte-Clothilde-de-Horton;Municipalité de village;Voir Sainte-Clotilde-de-Horton (Municipalité);;;;;Sainteclothildedehorton
1873;Sainte-Clotilde;Municipalité;Clotildien, Clotildienne (1906*);;;Commentaire : La municipalité de la paroisse de Sainte-Clotilde-de-Châteauguay est devenue la municipalité de Sainte-Clotilde, le 6 février 2010.;;SainteClotilde
1117;Sainte-Clotilde-de-Beauce;Municipalité;Clotildois, Clotildoise (1986*);;;;;SainteClotildedeBeauce
1118;Sainte-Clotilde-de-Châteauguay;Municipalité de paroisse;Voir Sainte-Clotilde (Municipalité);;;;;SainteClotildedeChâteauguay
1119;Sainte-Clotilde-de-Horton;Municipalité;Clotildois, Clotildoise (1993);;Variante (s) : Clothildois (1985). ;Commentaire : La municipalité de Sainte-Clotilde-de-Horton est issue du regroupement de la municipalité de la paroisse de Sainte-Clothilde-de-Horton, de la municipalité du village de Sainte-Clotilde-de-Horton et de la municipalité de Saint-Jacques-de-Horton, le 26 mars 1997. Par suite de la modification de l'élément Clothilde en Clotilde dans le nom municipal en 1991, afin de le rendre conforme à l'orthographe courante de ce prénom, une correction similaire a été apportée au gentilé adopté en 1985.;;SainteClotildedeHorton
1120;Sainte-Croix;Municipalité;San-Crucien, San-Crucienne (1986*);;;Commentaire : La municipalité de Sainte-Croix est issue du regroupement de la municipalité du village et de la municipalité de la paroisse de Sainte-Croix, le 5 octobre 2001. On a fait appel également ici à la dérivation latine, San provenant de Sancta, « sainte » et Crucien de crux, crucis, « croix ». Il s'agit d'un exemple-limite du système dérivationnel.;;SainteCroix
1745;Sainte-Croix;Municipalité de village;Voir Sainte-Croix (Municipalité);;;;;Saintecroix
1121;Saint-Edmond-de-Grantham;Municipalité;Edmondois, Edmondoise (2001*);;;;;SAINTEDMONDDEGRANTHAM
2910;Saint-Edmond-les-Plaines;Municipalité;Edmondois, Edmondoise (2015*);;;;;SaintEdmondlesPlaines
2918;Saint-Édouard;Municipalité;Édouarois, Édouaroise (2015*);;;;;SaintÉdouard
1122;Saint-Édouard-de-Fabre;Municipalité de paroisse;Fabrien, Fabrienne (1984*);;;;;SaintÉdouarddeFabre
1123;Saint-Édouard-de-Frampton;Municipalité de paroisse;Voir Frampton (Municipalité);;;;;SaintÉdouarddeFrampton
1124;Saint-Édouard-de-Lotbinière;Municipalité de paroisse;Saint-Édouardien, Saint-Édouardienne (1986*);;;;;SaintÉdouarddeLotbinière
1125;Saint-Édouard-de-Maskinongé;Municipalité;Édouardien, Édouardienne (1986*) ;;Variante (s) : Maskinongeois (1981).;;;SaintÉdouarddeMaskinongé
1126;Sainte-Edwidge-de-Clifton;Municipalité de canton;Edwidgien, Edwidgienne (1986*);;Variante (s) : Edwidgeois.;;;SainteEdwidgedeClifton
1127;Sainte-Élisabeth;Municipalité;Bayollais, Bayollaise (1978*);"Variante (s) : Bayolais (1972); Bayonnais.";La municipalité de la paroisse de Sainte-Élisabeth est devenue la municipalité de Sainte-Élisabeth, le 19 janvier 2013.;Commentaire : La municipalité de la paroisse de Sainte-Elizabeth est devenue la municipalité de la paroisse de Sainte-Élisabeth en 1987. « Sainte-Élisabeth de Bayonne ou simplement « Bayolle » comme les anciens la nommaient en faisant une faute de prononciation est située au confluent de la rivière Bayonne (...) » (DUGAS, Alphonse-Charles (1971), Notre belle paroisse de Sainte-Élisabeth (Co. Joliette), Sainte-Elizabeth, Édition de la Bayonne, p. 4). Ainsi, le gentilé est issu du nom du cours d'eau qui traverse la municipalité, lequel a été relevé sous le nom de la Bayonnais à l'occasion d'une enquête dialectologique réalisée en 1980.;;SAINTEELISABETH
1826;Sainte-Élisabeth-de-Warwick;Municipalité de paroisse;Voir Sainte-Élizabeth-de-Warwick (Municipalité);;;;;SAINTEELISABETHDEWARWICK
1746;Sainte-Elizabeth;Municipalité de paroisse;Voir Sainte-Élisabeth (Municipalité de paroisse);;;;;Sainteelizabeth
1128;Sainte-Élizabeth-de-Warwick;Municipalité ;Élizabethois, Élizabethoise (2007*);;;Commentaire : La municipalité de la paroisse de Sainte-Élisabeth-de-Warwick est devenue la municipalité de Sainte-Élizabeth-de-Warwick, le 2 février 2008. Les élus municipaux ont voulu respecter le désir des fondateurs, car l'acte d'érection de la paroisse, sanctionné le 18 mai 1887, porte la forme anglaise Elizabeth. Toutefois, le nom se prononce localement avec l'accent sur le « E », c'est la raison pour laquelle il a été conservé. ;;SainteElizabethdeWarwick
1129;Sainte-Émélie-de-l'Énergie;Municipalité;Émélinois, Émélinoise (1995*);;;;;SainteÉméliedelÉnergie
1130;Sainte-Emmélie;Ancienne municipalité de paroisse;Emmélien, Emmélienne (1994);;;Commentaire : La municipalité de la paroisse de Sainte-Emmélie n'existe plus depuis le 26 janvier 2000, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la municipalité de Leclercville. L'appellation « Sainte-Emmélie » (Municipalité de paroisse) n'a plus de statut officiel à la Commission de toponymie.;;SainteEmmélie
1131;Sainte-Eulalie;Municipalité;Eulalien, Eulalienne (1986*);;;;;SainteEulalie
1132;Sainte-Euphémie-sur-Rivière-du-Sud;Municipalité;Sudriverain, Sudriveraine (1986*);;;;;SainteEuphémiesurRivièreduSud
1133;Sainte-Famille-de-l'Île-d'Orléans;Municipalité;Famillois, Familloise (1986*);[FA-MIY-OI/OIZ];;;;SAINTEFAMILLEDELILEDORLEANS
1134;Sainte-Félicité;Municipalité (de la région de la Chaudière-Appalaches);Félicitois, Félicitoise (1986*);;;;;SainteFélicité
1135;Sainte-Flavie;Municipalité de paroisse;Flavien, Flavienne (1979*);;;;Bibliographie : ANONYME (1986), « Échos municipaux de la Mitis. Sainte-Flavie » dans L'Information régionale, Mont-Joli, 11 mars, p. B-1.;SainteFlavie
1136;Sainte-Flore;Village (de la ville de Shawinigan);Sainte-Florien, Sainte-Florienne (1986);;;;;SainteFlore
1137;Sainte-Florence;Municipalité;Florencien, Florencienne (1986*);;;;Bibliographie : MICHAUD, Thérèse (1986), « Ste-Florence : les affaires municipales. Commission de toponymie », dans L'Avant-Poste Gaspésien, Amqui, 26 mars, p. 44.;SainteFlorence
1138;Sainte-Foy;Secteur (de la ville de Québec);Fidéen, Fidéenne (1978*);;"Variante (s) : Fidésien (1975); Fidien; Saint-Fidéen.";"Commentaire : La ville de Sainte-Foy n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Québec. Le nom « Sainte-Foy » a toutefois été préservé; il identifie un secteur de cette ville. Foi, anciennement orthographiée foy, se dit en latin fides, fidei au génitif (complément de nom). Il semble qu'à une certaine époque un journal municipal portait le nom de Le Fidéen.";;SainteFoy
1139;Sainte-Françoise;Municipalité (de la région du Centre-du-Québec);Franlageois, Franlageoise (1986*);;Variante (s) : Sainte-Françoisien (1981).;"Commentaire : Selon la secrétaire-trésorière de la municipalité, le gentilé officialisé a été choisi lors d'une consultation populaire; il s'explique ainsi : Fran- représente la première syllabe de Françoise et -lageois consitue un jeu verbal avec « la joie », les Franlageois étant caractérisés par la grande joie de vivre qui émane d'eux.";;SAINTEFRANCOISE
2960;Sainte-Françoise;Municipalité de paroisse (de la région du Bas-Saint-Laurent);Franlageois, Franlageoise (2024*);;;;;SAINTEFRANCOISE
1140;Sainte-Geneviève;Secteur (de la ville de Montréal);Génovéfain, Génovéfaine (1986*);;;"Commentaire : La ville de Sainte-Geneviève n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Montréal. Le nom « Sainte-Geneviève » a toutefois été préservé; il identifie un secteur de cette ville. La dénomination Geneviève se dit en latin Genovefa à laquelle on a adjoint le suffixe -ain pour déterminer le gentilé, identique à celui de Sainte-Genevièvre-des-Bois (Seine-et-Oise).";Bibliographie : Bernard, Florian (1986), « L'Île de Montréal. Les Génovéfains au répertoire officiel des gentilés du Québec », dans La Presse, Montréal, 2 avril, p. A7. Pitre, Mario (1986), « Êtes-vous « génovéfains »», dans Cités Nouvelles, Sainte-Geneviève, 30 mars, p. 2.;SainteGeneviève
1141;Sainte-Geneviève;Ancienne paroisse (de la ville de Québec);Genévois, Genévoise (1985);;;Commentaire : La paroisse de Sainte-Geneviève n'existe plus depuis 2000, par suite d'un regroupement. Elle fait maintenant partie de la paroisse de Notre-Dame-de-Foy.;;SainteGeneviève
1142;Sainte-Geneviève;Paroisse (de la municipalité de la paroisse de Sainte-Geneviève-de-Bastican);Génovéfain, Génovéfaine (1895);;"Variante (s) : Généviévois (1987); Genovéfain (1895).";Commentaire : En latin Geneviève se dit Genovefa, auquel on a adjoint le suffixe gentiléen -ain.;;SainteGenevièvedeBastican
1143;Sainte-Geneviève-de-Batiscan;Municipalité de paroisse;Genevièvois, Genevièvoise (1980*);;;;;SainteGenevièvedeBatiscan
1144;Sainte-Geneviève-de-Berthier;Municipalité;Berthelais, Berthelaise (1983*);La municipalité de la paroisse de Sainte-Geneviève-de-Berthier est devenue la municipalité de Sainte-Geneviève-de-Berthier, le 31 octobre 2012.;;;;SainteGenevièvedeBerthier
1145;Sainte-Germaine-Boulé;Municipalité;Germainien, Germainienne (1986*);;;;;SainteGermaineBoulé
1146;Sainte-Germaine-de-l'Anse-aux-Gascons;Ancienne municipalité de paroisse;Gasconnien, Gasconnienne (1986*);;;Commentaire : La municipalité de la paroisse de Sainte-Germaine-de-l'Anse-aux-Gascons n'existe plus depuis le 17 janvier 2001, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la municipalité de Port-DanielGascons. L'appellation « Sainte-Germaine-de-l'Anse-aux-Gascons » (Municipalité de paroisse) n'a plus de statut officiel à la Commission de toponymie.;;SainteGermainedelAnseauxGascons
2905;Sainte-Gertrude-Manneville;Municipalité;Gervillois, Gervilloise (2015*);;;;;SainteGertrudeManneville
1147;Sainte-Hedwidge;Municipalité;Hedwidgien, Hedwidgienne (1986*);;;;;SainteHedwidge
1148;Sainte-Hélène;Municipalité (de la région du Bas-Saint-Laurent);Voir Sainte-Hélène-de-Kamouraska (Municipalité);;;;;SainteHélène
1149;Sainte-Hélène-de-Bagot;Municipalité;Hélénois, Hélénoise (1986*);;;;;SainteHélènedeBagot
1150;Sainte-Hélène-de-Breakeyville;Secteur (de la ville de Lévis);Breakeyvillois, Breakeyvilloise (1983*);;;"Commentaire : La municipalité de la paroisse de Sainte-Hélène-de-Breakeyville n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Lévis. Le nom « Sainte-Hélène-de-Breakeyville » a toutefois été préservé; il identifie un secteur de cette ville. La désignation courante de cette ancienne municipalité est Breakeyville, dénomination souche du gentilé. Le journal Le Breakeyvillois, paru pour la première fois en octobre 1983, a été créé pour informer les citoyens quant aux diverses activités s'inscrivant dans le cadre des fêtes du 75e anniversaire de fondation de la municipalité. ";Bibliographie : ANONYME (1984), Sainte-Hélène de Breakeyville d'hier à aujourd'hui, Scott-Jonction, s.é., 866 p. (p. 317 en particulier);SainteHélènedeBreakeyville
1832;Sainte-Hélène-de-Chester;Municipalité;Chesterestois, Chesterestoise (1986*);;;Commentaire : La municipalité du canton de Chester-Est est devenue la municipalité de Sainte-Hélène-de-Chester le 3 mai 2008.;;SainteHélènedeChester
2896;Sainte-Hélène-de-Kamouraska;Municipalité;Hélénois, Hélénoise (1994*) ;;;Commentaire : La municipalité de Sainte-Hélène est devenue la municipalité de Sainte-Hélène-de-Kamouraska, le 13 septembre 2014. ;;SainteHélènedeKamouraska
1151;Sainte-Hélène-de-Mancebourg;Municipalité de paroisse;Mancebourgeois, Mancebourgeoise (1986*);;;;;SainteHélènedeMancebourg
1152;Sainte-Hénédine;Municipalité de paroisse;Hénédinois, Hénédinoise (1993*);;;;;SainteHénédine
1153;Sainte-Irène;Municipalité  de paroisse;Irénien, Irénienne (1986*);;Variante (s) : Sainte-Irénien.;;Bibliographie : BOUDREAULT-LAMBERT, Sylvie (1986), « Ste-Irène : affaires municipales », dans L'Avant-Poste Gaspésien, Amqui, 26 février, p. 36.;SainteIrène
1154;Sainte-Jeanne-d'Arc;Municipalité de paroisse (de la région du Bas-Saint-Laurent);Jeannois-Mitissien, Jeannoise-Mitissienne (1986*);;Variante (s) : Jeannois (1980).;Commentaire : L'ajout de l'élément Mitissien, qui réfère à la région de la Mitis, a pour but de permettre aux citoyens de se démarquer des autres Jeannois, du Lac-Saint-Jean entre autres.;Bibliographie : Otis, Augustine (1986), « Ste-Jeanne d'Arc : affaires municipales. Gentilé des gens de la municipalité », dans L'Avant-Poste Gaspésien, Amqui, 23 avril, p. 12.;SainteJeannedArc
1155;Sainte-Jeanne-d'Arc;Municipalité de village (de la région du SaguenayLac-Saint-Jean);Jeannedarcois, Jeannedarcoise (1986*);;;;;SainteJeannedArc
1156;Sainte-Julie;Ville;Julievillois, Julievilloise (1987*);;Variante (s) : Julivillois (1987). ;Commentaire : La finale -villois marque le statut de ville de la municipalité. ;Bibliographie : ANONYME (1987), « Salut, citoyen de Sainte-Julie! Comment t'appelles-tu? Je suis une Julievilloise, Je suis un Julievillois », dans Le Citoyen, vol. 9, no 30, Sainte-Julie, mars, p. 1.;SainteJulie
1157;Sainte-Julienne;Municipalité;Juliennois, Juliennoise (1985*);;;;;SainteJulienne
1158;Sainte-Justine;Municipalité;Justinien, Justinienne (1962*);;;;;SainteJustine
1159;Sainte-Justine-de-Newton;Municipalité ;Justinois, Justinoise (1979*);;;Commentaire : La municipalité de la paroisse de Sainte-Justine-de-Newton est devenue la municipalité de Sainte-Justine-de-Newton, le 11 octobre 2008.;;SainteJustinedeNewton
1747;Saint-Élie;Municipalité de paroisse;Voir Saint-Élie-de-Caxton (Municipalité);;;;;SaintÉlie
1160;Saint-Élie-de-Caxton;Municipalité ;Caxtonien, Caxtonienne (1993*);;;Commentaire : La municipalité de la paroisse de Saint-Élie est devenue la municipalité de Saint-Élie-de-Caxton, le 15 janvier 2005.;;SaintÉliedecaxton
1161;Saint-Élie-d'Orford;Secteur (de la ville de Sherbrooke);Orferois, Orferoise (1981*);;;"Commentaire : La municipalité de la paroisse de Saint-Élie-d'Orford et devenue la municipalité de Saint-Élie-d'Orford, le 16 mai 1992. Celle-ci n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Sherbrooke. Le nom « Saint-Élie-d'Orford » a toutefois été préservé; il identifie un secteur de cette ville. On a vraisemblablement élaboré le gentilé à partir d'une forme latinisante d'Orford, du type *Orferus (forme reconstituée). ";;SaintÉliedOrford
1162;Saint-Éloi;Municipalité de paroisse;Éloisien, Éloisienne (1986*);;;;;SaintÉloi
1163;Sainte-Louise;Municipalité de paroisse;Louisien, Louisienne (1986*);;;;;SainteLouise
1870;Saint-Elphège;Municipalité de paroisse;Elphègeois, Elphègeoise (2012*);;;;;SaintElphege
1748;Sainte-Luce;Ancienne municipalité de paroisse;Voir Sainte-Luce (Municipalité);;;;;Sainteluce
1164;Sainte-Luce;Municipalité;Luçois, Luçoise (1979*);;;Commentaire : La municipalité de la paroisse de Sainte-Luce et la municipalité du village de Luceville se sont regroupées pour former la municipalité de Sainte-LuceLuceville, le 29 août 2001. Celle-ci est devenue la municipalité de Sainte-Luce, le 27 avril 2002.;;SainteLuce
1165;Sainte-Lucie-de-Beauregard;Municipalité;Beauregardois, Beauregardoise (1986*);;;;;SainteLuciedeBeauregard
1166;Sainte-Lucie-des-Laurentides;Municipalité;Lucilois, Luciloise (1986*);;;Commentaire : Lucie et Laurentides ont été mis à contribution  pour élaborer le gentilé.;Bibliographie : ANONYME (1986), « Choix des gentilés » dans L'Information du Nord, Saint-Jovite, 14 avril. ;SainteLuciedesLaurentides
1749;Saint-Elzéar;Municipalité;Voir Saint-Elzéar-de-Témiscouata;;;;;Saintelzéar
