point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"RDP-400","rivière des Prairies - côté Montréal","Montréal-Nord","Avenue Robert","En aval du parc Fortin, inters. boul. Gouin E. et av. Robert","Q","Q","RDP-400   Avenue Robert",2024-07-03T09:30:30,,"         22.4",96,7.5,"=",64,0,1.1,0,1.1,-1,8,"45.6223941200732","-73.6303808262282",294632.806,5053618.7845
"RDP-440","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc André-Corbeil-Dit-Tranchemontagne","parc André-Corbeil-dit-Tranchemontagne, inters. boul. Gouin E. et 28e av.","Q","Q","RDP-440   Parc André-Corbeil-Dit-Tranchemontagne",2024-07-03T08:59:42,,"         22.5",72,7.6,"=",480,0,1.1,0,1.1,-1,8,"45.6451708997868","-73.5966475699474",297266.4028,5056146.3124
"RDP-480","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Cheval-Blanc","parc du Cheval-Blanc, boul. Gouin E., à l'est de la 68e av.","Q","Q","RDP-480   Parc du Cheval-Blanc",2024-07-03T08:32:47,,"         22.3",109,7.6,"=",120,0,1.1,0,1.1,-1,8,"45.6633929381525","-73.5628397035415",299903.286,5058168.7678
"RDP-540","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Gouin (Haynes)","parc Gouin (Haynes), inters. boul. Gouin E. et 133e av.","Q","Q","RDP-540   Parc Gouin (Haynes)",2024-07-03T08:00:45,,"         22.4",98,7.6,"=",40,0,1.1,0,1.1,-1,8,"45.6975057360274","-73.4981905887888",304940.9107,5061957.9391
"RDP-60","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n de l'Anse-à-l'Orme","p-n de l'Anse-à-l'Orme, boul Gouin O. à l'est de à rue Lauzon","Q","Q","RDP-60   P-n de l'Anse-à-l'Orme",2024-07-03T14:17:57,,"         25.9",162,7.8,"=",15,0,1.1,0,1.1,-1,8,"45.4538049608123","-73.9387224304627",270485.7119,5034968.634
"RDP-75","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n du Cap-Saint-Jacques (chalet d'accueil)","p-n du Cap-St-Jacques, rampe mise à l'eau, inters. boul. Gouin E. et rue Pilon","Q","Q","RDP-75   P-n du Cap-Saint-Jacques (chalet d'accueil)",2024-07-03T14:09:16,,"         23.1",96,7.5,"=",8,0,1.1,0,1.1,-1,8,"45.4627080324044","-73.9184105817761",272079.5346,5035949.5595
"RDP-100","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Rue Beaulieu","extrémité de la rue Beaulieu","Q","Q","RDP-100   Rue Beaulieu",2024-07-29T13:13:50,,"         27.1",110,7.5,"=",96,0,0,0,0,1,12,"45.4727244286616","-73.8776469355865",275272.555,5037046.894
"RDP-110","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Parc Antoine-Faucon","parc Antoine-Faucon, extrémité de la rue du Pont","Q","Q","RDP-110   Parc Antoine-Faucon",2024-07-29T13:07:25,,"         25.4",108,7.2,"=",11,0,0,0,0,1,12,"45.4858662338675","-73.8690574603324",275950.8558,5038504.2228
"RDP-150","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Rue du Bocage","extrémité de la rue du Bocage","Q","Q","RDP-150   Rue du Bocage",2024-07-29T12:45:54,,"         25.9",112,7.3,"=",100,0,0,0,0,1,12,"45.4995266862813","-73.8582499475153",276802.4461,5040018.4888
"RDP-160","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de Versailles","parc de Versailles, inters. rue Desjardins et rue William","Q","Q","RDP-160   Parc de Versailles",2024-07-29T12:36:16,,"         25.4",108,7.2,"=",180,0,0,0,0,1,12,"45.5122666642227","-73.8487785698841",277548.7904,5041431.0317
"RDP-180","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n des Rapides-du-Cheval-Blanc","p-n des Rapides-du-Cheval-Blanc, extrémité de la rue Riviera","Q","Q","RDP-180   P-n des Rapides-du-Cheval-Blanc",2024-07-29T12:23:38,,"         25.3",108,7.4,"=",23,0,0,0,0,1,12,"45.5169191946614","-73.8294387898092",279061.9913,5041941.6903
"RDP-190","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de l'Île de Roxboro","parc de l'Île de Roxboro, extrémité de la 5e av. N. ","Q","Q","RDP-190   Parc de l'Île de Roxboro",2024-07-29T12:14:47,,"         25.4",109,7.3,"=",84,0,0,0,0,1,12,"45.5139898976476","-73.8210775595973",279713.9261,5041613.5097
"RDP-195","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Louise-Deschênes","parc Louise-Deschênes, extrémité de la 1iere av. N.","Q","Q","RDP-195   Parc Louise-Deschênes",2024-07-29T12:04:06,,"         24.8",149,7.1,"=",27,0,0,0,0,1,12,"45.5156458055413","-73.8132481753806",280326.3605,5041795.1161
"RDP-20","rivière des Prairies - côté Montréal","Senneville","Pointe aux Moutons","baie à proximité de la pointe aux Moutons, ch. Senneville, au N. de l'av. Sunset","Q","Q","RDP-20   Pointe aux Moutons",2024-07-29T14:07:41,,"         30.4",129,8.3,"=",20,0,0,0,0,1,12,"45.4172831375105","-73.9642541041907",268465.3445,5030921.2106
"RDP-200","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Paquin","parc Paquin, inters. rue Saraguay E. et rue du Belvédère","Q","Q","RDP-200   Parc Paquin",2024-07-29T11:58:15,,"         27.2",111,7.8,"=",98,0,0,0,0,1,12,"45.5110570049013","-73.7992303216562",281419.6555,5041280.9833
"RDP-250","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","P-n du Bois-de-Liesse","parc-nature du Bois-de-Liesse, av. Oakridge, au nord du boul. Gouin O.","Q","Q","RDP-250   P-n du Bois-de-Liesse",2024-07-29T11:44:16,,"         24.8",109,7.1,"=",40,0,0,0,0,1,12,"45.5124510541698","-73.7576381193048",284669.9565,5041424.6385
"RDP-260","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Collège Ste-Marcelline","375m au nord de l'intersection du boul.Gouin et de l'av. LeMesurier, Parc régional du Bois-de-Saraguay.","Q","Q","RDP-260   Collège Ste-Marcelline",2024-07-29T11:18:24,,"         25.0",114,7.2,"=",23,0,0,0,0,1,12,"45.5171772152984","-73.7487905396229",285362.8716,5041947.6806
"RDP-280","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc de Beauséjour","parc de Beauséjour, inters. rue Henry d'Arles et boul Gouin O.","Q","Q","RDP-280   Parc de Beauséjour",2024-07-29T10:27:37,,"         24.6",114,7.2,"=",120,0,0,0,0,1,12,"45.5290798897753","-73.7334355758866",286566.3461,5043266.8334
"RDP-290","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Club Canotage de Cartierville","Club de canotage de Cartierville, extrémité de la rue Crevier","Q","Q","RDP-290   Club Canotage de Cartierville",2024-07-29T10:22:22,,"         24.6",111,7.2,"=",92,0,0,0,0,1,12,"45.531007922867","-73.7284201292844",286958.7122,5043479.9709
"RDP-30","rivière des Prairies - côté Montréal","Senneville","Club de voile de Senneville","club de voile de Senneville, au sud de l'aut. 40","Q","Q","RDP-30   Club de voile de Senneville",2024-07-29T14:02:22,,"         29.2",122,8.4,"<",2,0,0,0,0,1,12,"45.4180639544649","-73.9697147155877",268038.4788,5031010.4628
"RDP-305","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Raimbault","parc Raimbault, rue Notre-Dame-des-anges, à l'est de rue du Bocage","Q","Q","RDP-305   Parc Raimbault",2024-07-29T10:12:04,,"         25.0",110,7.6,"=",180,0,0,0,0,1,12,"45.5372207434691","-73.7166639152486",287878.822,5044167.8632
"RDP-330","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Nicolas-Viel","parc Nicolas-Viel, inters. boul. Saint-Laurent et rue Somerville","Q","Q","RDP-330   Parc Nicolas-Viel",2024-07-29T09:50:33,,"         24.4",110,7.2,"=",13,0,0,0,0,1,12,"45.5521686233921","-73.6769465038043",290984.3634,5045821.4362
"RDP-400","rivière des Prairies - côté Montréal","Montréal-Nord","Avenue Robert","En aval du parc Fortin, inters. boul. Gouin E. et av. Robert","Q","Q","RDP-400   Avenue Robert",2024-07-29T09:02:36,,"         24.2",110,7.2,"=",64,0,0,0,0,1,12,"45.6223941200732","-73.6303808262282",294632.806,5053618.7845
"RDP-440","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc André-Corbeil-Dit-Tranchemontagne","parc André-Corbeil-dit-Tranchemontagne, inters. boul. Gouin E. et 28e av.","Q","Q","RDP-440   Parc André-Corbeil-Dit-Tranchemontagne",2024-07-29T08:41:41,,"         23.9",113,7.2,"=",220,0,0,0,0,1,12,"45.6451708997868","-73.5966475699474",297266.4028,5056146.3124
"RDP-460","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Moulin-du-Rapide","parc Moulin-du-Rapide, inters. rue de Clichy et 58e av.","Q","Q","RDP-460   Parc du Moulin-du-Rapide",2024-07-29T08:30:31,,"         24.2",112,7.3,"=",110,0,0,0,0,1,12,"45.6605972621844","-73.5730597410155",299106.6176,5057858.7498
"RDP-490","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc des Cageux","parc des Cageux, inters. boul. Gouin E. et 94e av.","Q","Q","RDP-490   Parc des Cageux",2024-07-29T08:08:33,,"         23.6",130,7.2,"=",88,0,0,0,0,1,12,"45.6782795097002","-73.5350193452133",302071.8798,5059821.8445
"RDP-540","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Gouin (Haynes)","parc Gouin (Haynes), inters. boul. Gouin E. et 133e av.","Q","Q","RDP-540   Parc Gouin (Haynes)",2024-07-29T07:52:35,,"         24.1",114,7.3,"=",120,0,0,0,0,1,12,"45.6975057360274","-73.4981905887888",304940.9107,5061957.9391
"RDP-60","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n de l'Anse-à-l'Orme","p-n de l'Anse-à-l'Orme, boul Gouin O. à l'est de à rue Lauzon","Q","Q","RDP-60   P-n de l'Anse-à-l'Orme",2024-07-29T13:41:06,,"         29.2",150,8.1,"=",23,0,0,0,0,1,12,"45.4538049608123","-73.9387224304627",270485.7119,5034968.634
"RDP-80","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Hélène-Legault","parc Hélène-Legault, inters. rue des Cageux et rue Hélène","Q","Q","RDP-80   Parc Hélène-Legault",2024-07-29T13:24:39,,"         26.4",110,7.4,"=",510,0,0,0,0,1,12,"45.4686422044555","-73.8885945952785",274414.3865,5036597.3177
"BLAP-0.5","Bassin de Laprairie","LaSalle","Parc Ranger","parc Ranger, inters. du boul. Lasalle et de la rue Lyette","Q","Q","BLAP-0.5   Parc Ranger",2024-07-30T14:20:11,,"         26.0",230,7.8,"=",16,0,0,0,0,1,12,"45.4283890155487","-73.6658646001039",291821.219,5032063.9311
"BLAP-11","Bassin de Laprairie","Verdun","parc Adian-D.-Archambault","Île-des-Soeurs, au bout du boul. de la Forêt, au sud du parc Adian-D.-Archambault","Q","Q","BLAP-11   parc Adian-D.-Archambault",2024-07-30T11:55:21,,"         25.2",244,7.7,"=",10,0,0,0,0,1,12,"45.45479000000","-73.55954000000",300143.416,5034986.0837
"BLAP-2.5","Bassin de Laprairie","LaSalle","Parc des Rapides (Tsse Serre)","parc des Rapides - Tsse Serre, inters. boul. Lasalle et boul. Bishop-Power","Q","Q","BLAP-2.5   Parc des Rapides (Tsse Serre)",2024-07-30T13:51:28,,"         26.1",235,7.7,"=",94,0,0,0,0,1,12,"45.4265587527464","-73.5951266254355",297356.172,5031851.555
"BLAP-3","Bassin de Laprairie","Verdun","Parc du Quai-de-La Tortue ","parc de Quai-de-La Tortue, quai de la Tortue, inters. boul. Lasalle et rue Brault","Q","Q","BLAP-3   Parc du Quai-de-La Tortue ",2024-07-30T13:30:16,,"         26.6",233,7.7,"=",68,0,0,0,0,1,12,"45.4473928175576","-73.5687721264747",299420.4385,5034164.7268
"BLAP-4","Bassin de Laprairie","Verdun","Parc Desmarchais (marina)","parc Desmarchais, marina de Verdun, inters. boul. Lasalle et boul. Desmarchais ","Q","Q","BLAP-4   Parc Desmarchais (marina)",2024-07-30T13:03:07,,"         25.8",234,7.7,"=",56,0,0,0,0,1,12,"45.4539704516771","-73.5637815233017",299811.3983,5034895.374
"BLAP-6","Bassin de Laprairie","Verdun","Parc Gewurz-Remer","Île-des-Soeurs, parc Gewurz-Remer, extrémité de la rue Jacques-Le Ber","Q","Q","BLAP-6   Parc Gewurz-Remer",2024-07-30T12:30:35,,"         25.4",241,7.6,"=",8,0,0,0,0,1,12,"45.4743487246048","-73.5413874866243",301564.0893,5037158.8604
"IBIZ-14","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","P-n Cap-Saint-Jacques (Pnte-Théorêt)","p-n du Cap-Saint-Jacques, côté est de la pointe Théorêt","Q","Q","IBIZ-14   P-n Cap-Saint-Jacques (Pnte-Théorêt)",2024-07-04T09:28:50,,"         23.3",96,7.4,"=",16,0.6,2.9,1.1,4.6,0,8,"45.4696512803949","-73.8992736610209",273579.9091,5036713.5489
"IBIZ-15","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Parc Terrasse-Sacré-Coeur","parc Terrasse-Sacré-Coeur, tsse Sacré-Coeur, entre les rues Roy et Paquin","Q","Q","IBIZ-15   Parc Terrasse-Sacré-Coeur",2024-07-04T09:40:34,,"         24.0",93,7.5,"=",120,0.6,2.9,1.1,4.6,0,8,"45.4803444127321","-73.8796408995944",275120.6515,5037894.4369
"IBIZ-4","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Rue Emile","inters. rue Cherrier et rue Émile","Q","Q","IBIZ-4   Rue Emile",2024-07-04T08:28:48,,"         22.6",97,7.5,"=",28,0.6,2.9,1.1,4.6,0,8,"45.503471123684","-73.8617830844244",276528.3026,5040458.0733
"IBIZ-8.5","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)","p-n du Bois-de-l'Île-Bizard, sect. de la Pointe-aux-Carrières, ch. du Bord-du-Lac et pl. des Cageux","Q","Q","IBIZ-8.5   P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)",2024-07-04T08:54:27,,"         22.9",101,7.6,"=",60,0.6,2.9,1.1,4.6,0,8,"45.5170611964757","-73.8998560143858",273560.5966,5041982.4517
"RDP-30","rivière des Prairies - côté Montréal","Senneville","Club de voile de Senneville","club de voile de Senneville, au sud de l'aut. 40","Q","Q","RDP-30   Club de voile de Senneville",2024-08-06T08:15:37,,"         22.1",117,7.6,"=",7,0,3.9,1,4.9,-1,13,"45.4180639544649","-73.9697147155877",268038.4788,5031010.4628
"RDP-305","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Raimbault","parc Raimbault, rue Notre-Dame-des-anges, à l'est de rue du Bocage","Q","Q","RDP-305   Parc Raimbault",2024-08-06T12:03:07,,"         24.6",111,8,"=",280,0,3.9,1,4.9,-1,13,"45.5372207434691","-73.7166639152486",287878.822,5044167.8632
"BLAP-10.5","Bassin de Laprairie","Verdun","Pointe sud-ouest de Î.-D.-S.","Île-des-Soeurs, piste cyclable, inters. rue André-Prévost et ch. de la Pointe-Sud","Q","Q","BLAP-10.5   Pointe sud-ouest de Î.-D.-S.",2024-07-10T09:56:15,,"         24.2",233,8.3,"=",26,0,0,0,0,1,9,"45.4465963112693","-73.561131176078",300018.0692,5034075.7287
"BLAP-11","Bassin de Laprairie","Verdun","parc Adian-D.-Archambault","Île-des-Soeurs, au bout du boul. de la Forêt, au sud du parc Adian-D.-Archambault","Q","Q","BLAP-11   parc Adian-D.-Archambault",2024-07-10T09:48:31,,"         24.2",231,8.2,"=",5,0,0,0,0,1,9,"45.45479000000","-73.55954000000",300143.416,5034986.0837
"BLAP-2.2","Bassin de Laprairie","LaSalle","Parc des Rapides (vague à Guy)","parc des Rapides, vague à Guy, près de la place René-Lévesque","Q","Q","BLAP-2.2   Parc des Rapides (vague à Guy)",2024-07-10T08:36:47,,"         24.1",210,8.1,"=",13,0,0,0,0,1,9,"45.4193878874845","-73.6032027823536",296723.1759,5031055.4436
"BLAP-2.8","Bassin de Laprairie","Verdun","Parc O'Reilley (Natatorium)","parc de l'Honorable-George-O'Reilley, quai du Natatorium, inters. boul. Lasalle et rue Stephens","Q","Q","BLAP-2.8   Parc O'Reilley (Natatorium)",2024-07-10T09:00:53,,"         24.2",219,8.1,"=",48,0,0,0,0,1,9,"45.4426502897828","-73.5743408181754",298984.3515,5033638.0804
"BLAP-3","Bassin de Laprairie","Verdun","Parc du Quai-de-La Tortue ","parc de Quai-de-La Tortue, quai de la Tortue, inters. boul. Lasalle et rue Brault","Q","Q","BLAP-3   Parc du Quai-de-La Tortue ",2024-07-10T09:06:56,,"         24.2",221,8,"=",40,0,0,0,0,1,9,"45.4473928175576","-73.5687721264747",299420.4385,5034164.7268
"BLAP-6.5","Bassin de Laprairie","Verdun","Esplanade de la Pointe-Nord","Îles-des-Soeurs, Esplanade de la Pointe-Nord,  rue de la Rotonde et ch. de la Pointe-N.","Q","Q","BLAP-6.5   Esplanade de la Pointe-Nord",2024-07-10T10:16:43,,"         24.3",233,8.4,"=",16,0,0,0,0,1,9,"45.4736476593745","-73.5369840044223",301908.3429,5037080.7832
"BLAP-9","Bassin de Laprairie","Verdun","Parc de West Vancouver","Île-des-Soeurs, parc de West Vancouver, inters. boul. de l'Île-des-Soeurs et rue Darwin","Q","Q","BLAP-9   Parc de West Vancouver",2024-07-10T10:04:36,,"         24.4",238,8.5,"=",26,0,0,0,0,1,9,"45.4566057761771","-73.5417950855433",301531.1956,5035187.1073
"FSL-200","Fleuve Saint-Laurent","Ville-Marie","Marina du Vieux-Port","marina du Vieux-Port, rue Jacques-Cartier","Q","Q","FSL-200   Marina du Vieux-Port",2024-07-10T11:40:19,,"         24.4",240,8.2,"=",15,0,0,0,0,1,9,"45.5058652069461","-73.5506895324238",300839.0118,5040661.7113
"FSL-310","Fleuve Saint-Laurent","Mercier-Hochelaga-Maisonneuve","Parc de la Prom.-Bellerive (aval)","parc de la Promenade-Bellerive, inters. rue Bellerive et av. Gonthier","Q","Q","FSL-310   Parc de la Prom.-Bellerive (aval)",2024-07-10T12:18:48,,"         24.0",256,8.2,"=",5,8.6,0,0,8.6,0,9,"45.6098631972965","-73.5072679126395",304233.1165,5052217.9466
"FSL-340","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Fort-de-Pointe-aux-Trembles","parc du Fort-de-Pointe-aux-Trembles, inters. rue Bellerive et boul. Saint-Jean-Batiste","Q","Q","FSL-340   Parc du Fort-de-Pointe-aux-Trembles",2024-07-10T12:37:39,,"         24.1",250,8.2,"=",3,8.6,0,0,8.6,0,9,"45.6398647214273","-73.4872893907283",305790.8749,5055552.1551
"FSL-400","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc C.-De La Rousselière","Parc Clémentine-De La Rousselière, inters. rue Notre-Dame E. et boul. de la Rousselière","Q","Q","FSL-400   Parc C.-De La Rousselière",2024-07-10T13:02:06,,"         24.7",279,8.3,"=",250,39.5,0,0,39.5,0,9,"45.6674646711584","-73.491396402065",305470.3772,5058619.3898
"FSL-430","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","P-n de la Pointe-aux-Prairies (fleuve)","p-n de la Pointe-aux-Prairie (secteur du Fleuve), rue Notre-Dame E., à l'est de la 67e av.","Q","Q","FSL-430   P-n de la Pointe-aux-Prairies (fleuve)",2024-07-10T13:13:51,,"         24.4",255,8.4,"=",550,39.5,0,0,39.5,0,9,"45.6798315529772","-73.4899432381485",305583.4326,5059993.7819
"FSL-480","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Pierre-Payet (rampe de mise à l'eau)","parc Pierre-Payet, rampe de mise à l'eau, inters. rue Bellerive et rue Pauline-Donalda","Q","Q","FSL-480   Parc Pierre-Payet (rampe de mise à l'eau)",2024-07-10T13:22:52,,"         24.2",251,8.3,"=",2200,39.5,0,0,39.5,0,9,"45.6922942180654","-73.4821772369623",306188.1042,5061378.9139
"FSL-190","Fleuve Saint-Laurent","Ville-Marie","Parc J.-Drapeau (pl Nations)","île Ste-Hélène, parc Jean-Drapeau, place des Nations, ch. du Tour de l'isle","Q","Q","FSL-190   Parc J.-Drapeau (pl Nations)",2024-07-10T10:50:13,,"         23.7",283,8.3,"=",2,0,0,0,0,1,9,"45.5063520398077","-73.5339008652459",302150.9369,5040715.1225
"FSL-205","Fleuve Saint-Laurent","Ville-Marie","Plage de l'Horloge","Vieux-Montréal, plage de l'Horloge, rue Quai de l'Horloge","Q","Q","FSL-205   Plage de l'Horloge",2024-07-10T11:22:29,,"         24.5",240,8.2,"=",5,0,0,0,0,1,9,"45.512792691621","-73.5461343061635",301195.4091,5041431.3524
"RDP-110","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Parc Antoine-Faucon","parc Antoine-Faucon, extrémité de la rue du Pont","Q","Q","RDP-110   Parc Antoine-Faucon",2024-07-16T14:47:18,,"         25.6",95,7.7,"=",15,0,0,0,0,1,10,"45.4858662338675","-73.8690574603324",275950.8558,5038504.2228
"RDP-120","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Parc du Portage","parc du Portage, extrémité de la rue Bourget","Q","Q","RDP-120   Parc du Portage",2024-07-16T14:40:26,,"         26.0",97,7.7,"=",84,0,0,0,0,1,10,"45.4877722408811","-73.8633425794652",276398.5446,5038714.0016
"RDP-150","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Rue du Bocage","extrémité de la rue du Bocage","Q","Q","RDP-150   Rue du Bocage",2024-07-16T14:20:55,,"         26.2",101,7.7,"=",1000,0,0,0,0,1,10,"45.4995266862813","-73.8582499475153",276802.4461,5040018.4888
"RDP-160","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de Versailles","parc de Versailles, inters. rue Desjardins et rue William","Q","Q","RDP-160   Parc de Versailles",2024-07-16T14:11:31,,"         25.7",96,7.6,"=",300,0,0,0,0,1,10,"45.5122666642227","-73.8487785698841",277548.7904,5041431.0317
"RDP-190","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de l'Île de Roxboro","parc de l'Île de Roxboro, extrémité de la 5e av. N. ","Q","Q","RDP-190   Parc de l'Île de Roxboro",2024-07-16T13:46:35,,"         26.0",97,7.8,"=",68,0,0,0,0,1,10,"45.5139898976476","-73.8210775595973",279713.9261,5041613.5097
