Numero_accreditation,Nom_employeur,Adresse_employeur,Nom_association,Sigle_du_syndicat,Statut_arret_de_travail,Secteur_activite_economique,Code_activite_economique,Region_administrative,Nombre_de_travailleurs_touches,Nombre_jours_personnes_perdus_depuis_debut_arret_travail,Date_de_debut_arret_de_travail,Date_de_fin_arret_de_travail,Date_expiration_derniere_convention_collective,Duree_en_jours_civils 
AQ10035200,Commission scolaire du Littoral,789 rue Beaulieu Case postale 787 Sept-Îles G4R1P8,Lower North Shore English Teachers Association,Indépendant,Grève,Services d'enseignement,8511,Côte-Nord,115,345,2005-04-13,2005-12-06,2003-06-30,238
AR10048827,Comité patronal de négociation des commissions  scolaires anglophones (CPNCA),1410 rue Stanley bureau 900  Montréal H3A1P8,L'Association provinciale des enseignantes et enseignants du Québec (APEQ),Indépendant,Grève,Services d'enseignement,8511,Montréal,2153,15070,2005-04-13,2005-12-14,2003-06-30,246
AM20002364,Brossard Honda,8905 boulevard Taschereau  Brossard J4Y1A4,Syndicat international des métiers section locale 2817 (Québec),FTQ,Grève,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Montérégie,10,660,2005-04-17,2005-07-21,,96
AR10047008,Comité patronal de négociation des collèges (CPNC),1410 rue Stanley 7e étage  Montréal H3A1P8,Fédération du personnel de soutien ,CSQ,Grève,Services d'enseignement,8521,Toutes les régions,692,4847,2005-04-17,2005-12-14,2003-06-30,242
AM20001763,Centre sportif St-Lin-Laurentides inc.,303 Saint-Isidore C. P. 789  Saint-Lin-Laurentides J0R1C0,Syndicat des travailleuses et travailleurs  de la Ville de Saint-Lin-Laurentides ,CSN,Lock-out,Services immobiliers (sauf les lotisseurs),7513,Lanaudière,4,900,2005-04-18,2005-11-13,2004-03-19,210
AR10046998,Comité patronal de négociation des collèges (CPNC),1410 rue Stanley 7e étage  Montréal H3A1P8,Fédération du personnel professionnel des collèges (FPPC) (CSQ),CSQ,Grève,Services d'enseignement,8521,Toutes les régions,306,3825,2005-04-18,2005-12-14,2003-06-30,241
AM10018826,Collège Notre-Dame-de-Lourdes,845 chemin Tiffin Longueuil  J4P3G5,Syndicat du personnel du Collège Notre-Dame-de-Lourdes,CSN,Lock-out,Services d'enseignement,8511,Montérégie,51,790,2005-04-22,2005-05-15,2003-06-30,24
AM10008202,Location de camions Ryder du Canada ltée,1440 montée-de-Liesse Montréal  H4S1J6,Teamsters Québec section locale 931,FTQ,Grève,Autres services,9921,Montréal,33,82,2005-04-24,2005-04-26,2005-01-31,3
AQ10036511,Gouvernement du Québec Direction des relations professionnelles Conseil du trésor,Édifice H 875 Grande Allée Est Québec QC G1R5R8,Syndicat de la fonction publique et parapublique du Québec inc.,Indépendant,Grève,Services de l'administration provinciale,8252,Plus d'une région,1715,103752,2005-05-02,2005-12-14,2003-06-30,227
AM10009197,Ville de Sainte-Marthe-sur-le-Lac,3000 chemin Oka  Sainte-Marthe-sur-le-Lac J0N1P0,Syndicat canadien de la fonction publique Section locale 2804,FTQ,Lock-out,Services des administrations locales,8351,Laurentides,15,60,2005-05-03,2005-05-06,2003-12-31,4
AM10030620,Les Produits Radisson Design inc.,4701 Route 117  Sainte-Agathe-des-Monts J8C2Z8,Syndicat des travailleurs de Radisson Design ,CSN,Grève,Industries de la fabrication des produits métalliques (sauf les industries de la machinerie et du matériel de transport),3099,Laurentides,32,800,2005-05-03,2005-06-07,2005-01-20,36
AQ10036513,Gouvernement du Québec Direction des relations professionnelles Conseil du trésor,Édifice H 875 Grande Allée Est Québec QC G1R5R8,Syndicat de la fonction publique et parapublique du Québec inc.,Indépendant,Grève,Services de l'administration provinciale,8252,Plus d'une région,2720,4080,2005-05-05,2005-12-14,2003-06-30,224
AM10049232,Entreprises Magnan inc.,2602 rue Saint-Patrick  Montréal H3K1B8,Syndicat des Métallos section locale 9400,FTQ,Grève,Restauration,9211,Montréal,57,657,2005-05-09,2005-05-20,2004-09-01,12
AM10010448,Les Entreprises Cara du Québec ltée,1185 rue Rodolphe-Pagé bureau 1 Dorval H4Y1H3,Syndicat national de l'automobile de l'aérospatiale du transport et des autres travailleurs et travailleuses du Canada (TCA-Canada),FTQ,Grève,Restauration,9214,Montréal,374,8234,2005-06-01,2005-06-22,2005-05-31,22
AM10014009,Collège Saint-Sacrement inc.,901 rue Saint-Louis  Terrebonne J6W1K1,Syndicat des enseignantes et enseignants du Collège Saint-Sacrement (FNEEQ-CSN),CSN,Grève et lock-out,Services d'enseignement,8511,Lanaudière,55,3850,2005-06-09,2005-09-30,2002-08-31,114
AM10019658,Montour ltée,1080 boulevard Michèle-Bohec  Blainville J7C5N5,Syndicat des employé-e-s de la Cie Montour ,CSN,Grève,Industries des aliments,1099,Laurentides,29,290,2005-06-14,2005-07-10,2005-03-15,27
AQ10050721,Dimension Composite inc.,2530 95e Rue Saint-Georges QC  G5Y5C9,Syndicat des salariés d'acrylique de Beauce ,CSD,Grève,Industries des produits en matière plastique,1699,Chaudière-Appalaches,40,1240,2005-06-15,2005-07-31,2004-12-31,47
AQ10041240,Charest Automobile ltée,275 boulevard Industriel Est case postale 443 Victoriaville (Québec) G6P6T2,Syndicat national des employés de garage du  Québec inc. ,CSD,Grève,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Centre-du-Québec,37,888,2005-06-17,2005-07-24,2005-03-31,38
AM20002586,Capmatic ltée,12180 boulevard Albert-Hudon  Montréal-Nord H1G3K7,Syndicat québécois des employées et employés de service section locale 298 ,FTQ,Lock-out,Industries de la machinerie (sauf électrique),3199,Montréal,30,900,2005-06-22,2005-08-04,,44
AQ10039581,Caisse d'économie de la C.I.P. La Tuque,288 rue Saint-Joseph case postale 250 La Tuque (Québec) G9X3P2,Syndicat des employées et employés professionnels-les et de bureau section locale 575 SEPB CTC-FTQ,FTQ,Grève et lock-out,Intermédiaires financiers de dépôts,7051,Mauricie,17,3009,2005-07-05,2006-03-24,2003-12-31,263
AM10046394,Centre de la petite enfance Casse-Noisette inc.,1635 rue Darling  Montréal H1W2W4,Syndicat des travailleuses(eurs) des centres de la petite enfance de Montréal et Laval ,CSN,Grève,Services de santé et services sociaux,8641,Montréal,46,1518,2005-07-06,2005-08-21,2003-03-31,47
AM10017442,Gouverneur inc.,1415 rue Saint-Hubert  Montréal H2L3Y9,Syndicat des travailleurs(euses) de  l'Hôtel des Gouverneurs Place Dupuis ,CSN,Grève,Hébergement,9111,Montréal,54,54,2005-07-08,2005-07-08,2005-06-30,1
AM10020288,Hunsons Hospitality Corporation Inc (Holiday Inn Richelieu),505 rue Sherbrooke Est  bureau 505  Montréal H2L4N3,Syndicat des travailleuses et travailleurs du Crowne Plaza Métro-Centre ,CSN,Grève et lock-out,Hébergement,9111,Montréal,71,1555,2005-07-08,2005-07-29,1999-06-30,22
AM10022364,InnVest Properties Pointe-Claire Suites GP Inc. (Quality Suites par Journey' s End),199 Front street Suite 100 P.O. Box 6000 Belleville (Ontario) K8N5E2,Syndicat des travailleuses et travailleurs  de l'hôtel Quality Suites Pointe-Claire ,CSN,Grève,Hébergement,9111,Montréal,27,27,2005-07-08,2005-07-08,2005-06-30,1
AM10023683,3096-0876 Québec inc. (Le Nouvel Hôtel),1740 boulevard René-Lévesque Ouest  Montréal H3H1R3,Syndicat des travailleuses et travailleurs du Nouvel Hôtel ,CSN,Grève,Hébergement,9111,Montréal,54,53,2005-07-08,2005-07-08,2005-06-30,1
AM10025875,154655 Canada inc. (Hotel Quality Hotel Par Journey'S End),3440 Avenue Du Parc Montreal (Quebec),Syndicat des travailleuses et travailleurs du Quality Hotel ,CSN,Grève,Hébergement,9112,Montréal,21,21,2005-07-08,2005-07-08,2005-06-30,1
AM10030475,9044-2500 Québec inc. opérant l'Auberge Royal Versailles,7200 rue Sherbrooke Est  Montréal H1N1E7,Syndicat des travailleuses et travailleurs de l'Auberge Royal Versailles ,CSN,Grève,Hébergement,9111,Montréal,19,19,2005-07-08,2005-07-08,2005-06-27,1
AM10046465,Hôtel Le Reine Elizabeth Corporation hôtelière Canadien Pacifique et la Corporation des Hôtels Legacy,900 boulevard René-Lévesque Ouest  Montréal H3B4A5,Syndicat des travailleuses et travailleurs de l'Hôtel Reine Elizabeth ,CSN,Grève,Hébergement,9111,Montréal,429,428,2005-07-08,2005-07-08,2005-06-30,1
AM10047078,La société hôtellière Ritz-Carlton  du Canada ltée,1228 rue Sherbrooke Ouest  Montréal H3G1H6,Syndicat des travailleurs-euses du Ritz Carlton ,CSN,Grève,Hébergement,9111,Montréal,19,18,2005-07-08,2005-07-08,2005-06-30,1
AM10047403,3025235 Nova Scotia ULC,1050 rue Sherbrooke Ouest  Montréal H3A2R6,Le Syndicat des travailleuses et travailleurs de l'Hôtel Omni Mont-Royal ,CSN,Grève et lock-out,Hébergement,9111,Montréal,145,9715,2005-07-08,2005-09-18,2005-06-30,73
AM10049098,WW Hotels (PB-Ten) Company,1 place Bonaventure case postale 779  Montréal H5A1E4,Syndicat des travailleurs(euses) du Bonaventure ,CSN,Grève,Hébergement,9111,Montréal,4,3,2005-07-08,2005-07-08,2005-06-30,1
AM10056075,La société hôtellière Ritz-Carlton  du Canada ltée,1228 rue Sherbrooke Ouest  Montréal H3G1H6,Syndicat des travailleurs-euses du Ritz Carlton ,CSN,Grève,Hébergement,9111,Montréal,133,132,2005-07-08,2005-07-08,2005-06-30,1
AM20001309,Delta Hôtels ltée opérant le Delta Centre-Ville et la Corporation des hôtels Legacy (Delta Centre-Ville),777 rue University  Montréal H3C3Z7,Syndicat des travailleuses et travailleurs du Delta Centre-Ville ,CSN,Grève,Hébergement,9111,Montréal,286,285,2005-07-08,2005-07-08,2005-06-30,1
AM20002393,Moncon Management inc. d/b/a Hyatt Regency Montréal,1255 rue Jeanne-Mance Case postale 130 Montréal H5B1E5,Syndicat des travailleuses et travailleurs de l'Hôtel Méridien de Montréal ,CSN,Grève,Hébergement,9111,Montréal,257,257,2005-07-08,2005-07-08,2005-06-30,1
AM20002434,Hospitalité Commonwealth ltée,99 avenue Viger Ouest  Montréal H2Z1E9,Syndicat des travailleuses et travailleurs  du Holiday Inn Sélect Sinomonde ,CSN,Grève,Hébergement,9111,Montréal,78,77,2005-07-08,2005-07-08,2005-06-30,1
AM20002506,Hôtel Ruby Foo's inc.,7655 boulevard Décarie  Montréal H4P2H2,Syndicat des travailleuses et travailleurs de l'Hôtel Ruby Foo's ,CSN,Grève,Hébergement,9111,Montréal,38,37,2005-07-08,2005-07-08,2005-06-30,1
AM20003543,9034-1405 Québec inc.,1155 rue Guy  Montréal H3H2K5,Syndicat des travailleuses et travailleurs de l'Hôtel Maritime ,CSN,Grève,Hébergement,9111,Montréal,55,55,2005-07-08,2005-07-08,2005-06-30,1
AM20004547,Radisson Hôtel Laval,2900 boulevard Le Carrefour  Laval H7T2K9,Syndicat des travailleuses et travailleurs de l'Hôtel Radisson ,CSN,Grève,Hébergement,9111,Laval,30,30,2005-07-08,2005-07-08,2004-12-31,1
AM20004828,WW Hotels (PB-Ten) Company,1 place Bonaventure  Montréal H5A1E4,Syndicat des travailleurs(euses) du Bonaventure ,CSN,Grève,Hébergement,9111,Montréal,154,307,2005-07-08,2005-07-09,2005-06-30,2
AM10013983,Collège Saint-Paul,235 rue Sainte-Anne  Varennes J3X1R6,Syndicat canadien de la fonction publique section locale 1707,FTQ,Lock-out,Services d'enseignement,8511,Montérégie,45,1980,2005-07-17,2005-09-18,2002-06-30,64
AM10010118,Chrysler Plymouth de Blainville ltée,1113 Boulevard Labelle  Blainville J7C2M2,Syndicat national de l'automobile de l'aérospatiale du transport et des autres travailleurs et travailleuses du Canada (TCA-Canada),FTQ,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Laurentides,12,120,2005-07-18,2005-07-31,2002-02-09,14
AQ10035859,Tourbières Lambert inc.,106 chemin Lambert  Rivière-Ouelle G0L2C0,Syndicat des travailleurs de la tourbière Lambert ,CSN,Grève,Mines,622,Bas-Saint-Laurent,44,398,2005-07-20,2005-07-28,2004-12-31,9
AR10046981,Comité patronal de négociation des collèges (CPNC),1410 rue Stanley 7e étage  Montréal H3A1P8,Fédération des employées et employés de services publics inc. (FEESP-CSN),CSN,Grève,Services d'enseignement,8521,Toutes les régions,2209,8837,2005-08-22,2005-09-29,2003-06-30,39
AM20000112,Hôtellerie Jardins de Ville 9117-7873 Québec inc.,4235 rue King Ouest  Sherbrooke J1L1N7,Syndicat des employé-es de l'Hôtellerie Jardins de Ville ,CSN,Grève et lock-out,Hébergement,9111,Estrie,21,64,2005-08-23,2005-08-26,2005-06-30,4
AQ20003540,Manoir Richelieu ltée,181 rue Richelieu La Malbaie - Pointe-au-Pic QC  G5A1X7,Syndicat des employé-es du Manoir Richelieu ,CSN,Grève,Hébergement,9111,Capitale-Nationale,93,18942,2005-08-25,2006-03-16,2004-12-31,204
AR10046980,Comité patronal de négociation des commissions scolaires francophones (CPNCF),150 boulevard René-Lévesque Est 16e étage Québec QC  G1R5W9,Fédération des employées et employés de services publics inc. (FEESP-CSN),CSN,Grève,Services d'enseignement,8511,Toutes les régions,4794,26366,2005-08-26,2005-11-25,2003-06-30,92
AR10046990,Comité patronal de négociation des collèges (CPNC),1410 rue Stanley 7e étage  Montréal H3A1P8,Syndicat canadien de la fonction publique (SCFP-FTQ),FTQ,Grève,Services d'enseignement,8521,Toutes les régions,250,500,2005-08-29,2005-09-06,2003-06-30,9
AM10029860,Commission scolaire de Laval,2275 rue Honoré-Mercier  Laval H7L2T1,Syndicat des professionnelles et  professionnels de Laval-Rive-Nord (SPPLRN),Indépendant,Grève,Services d'enseignement,8511,Laval,8,8,2005-08-31,2005-08-31,2003-06-30,1
AM10029861,Commission scolaire de la Seigneurie-des-Mille-Îles,430 boulevard Arthur-Sauvé  Saint-Eustache J7R6V6,Syndicat des professionnelles et  professionnels de Laval-Rive-Nord (SPPLRN),Indépendant,Grève,Services d'enseignement,8511,Laurentides,152,152,2005-08-31,2005-08-31,2003-06-30,1
AM10029909,Commission scolaire des Affluents,775 rue Saint-Louis  Terrebonne J6W1J7,Syndicat des professionnelles et  professionnels de Laval-Rive-Nord (SPPLRN),Indépendant,Grève,Services d'enseignement,8511,Lanaudière,149,149,2005-08-31,2005-08-31,2003-06-30,1
AM10030037,Commission scolaire de Laval,955 boulevard Saint-Martin Ouest  Laval H7S1M5,Syndicat canadien de la fonction publique Section locale 1821,FTQ,Grève,Services d'enseignement,8511,Laval,134,134,2005-08-31,2005-08-31,2003-06-30,1
AM10030219,Commission scolaire English-Montreal,6000 avenue Fielding  Montréal H3X1T4,Union des employés et employées de service section locale 800,FTQ,Grève,Services d'enseignement,8511,Montréal,265,265,2005-08-31,2005-08-31,2003-06-30,1
AQ10046307,Commission scolaire de la Capitale,1900 place Côté  Québec G1N3Y5,Syndicat canadien de la fonction publique section locale 1296,FTQ,Grève,Services d'enseignement,8511,Capitale-Nationale,125,125,2005-08-31,2005-08-31,2003-06-30,1
AR10046985,Comité patronal de négociation des commissions scolaires francophones (CPNCF),150 boulevard René-Lévesque Est 16e étage Québec QC  G1R5W9,Syndicat canadien de la fonction publique (SCFP-FTQ),FTQ,Grève,Services d'enseignement,8511,Toutes les régions,2264,4527,2005-08-31,2005-09-01,2002-06-30,2
AR20000515,Commission scolaire Marguerite-Bourgeoys,1100 boulevard de la Côte-Vertu  Saint-Laurent H4L4V1,Syndicat des employées et employés  professionnels-les et de bureau  section locale 57 (SIEPB) CTC-FTQ,FTQ,Grève,Services d'enseignement,8511,Montréal,75,75,2005-08-31,2005-08-31,2003-06-30,1
AM10029125,Société des traversiers du Québec,250 rue St-Paul  Québec G1K9K9,Syndicat des employé (es) de la Société des  traversiers Sorel/ St-Ignace-de-Loyola ,CSN,Grève,Transports,4542,Montérégie,31,92,2005-09-01,2005-12-01,2001-06-30,92
AQ10032433,Société des traversiers du Québec,250 rue Saint-Paul  Québec G1K9K9,Syndicat des employés de la Traverse  Matane-Baie-Comeau-Godbout,CSN,Grève,Transports,4542,Bas-Saint-Laurent,19,55,2005-09-01,2005-12-01,2001-06-30,92
AQ10033417,Société des traversiers du Québec,250 rue Saint-Paul  Québec G1K9K9,Syndicat des employés de la Société  des Traversiers Québec-Lévis ,CSN,Grève,Transports,4542,Capitale-Nationale,41,124,2005-09-01,2005-12-01,2001-06-30,92
AQ20000871,Société des traversiers du Québec,250 rue Saint-Paul  Québec G1K9K9,Syndicat des employé-es de la Traverse Tadoussac-Baie-Ste-Catherine ,CSN,Grève,Transports,4542,Côte-Nord,33,98,2005-09-01,2005-12-01,2003-06-30,92
AQ10033390,Fonderie Saguenay ltée,2001 boulevard Talbot Case postale 1118 Chicoutimi QC G7H5G4,Syndicat des employés de Fonderie Saguenay ltée,CSN,Grève,Industries de première transformation des métaux,2941,Saguenay--Lac-Saint-Jean,45,5310,2005-09-12,2006-03-05,2005-08-31,175
AM10006887,Régie des installations olympiques,4141 avenue Pierre-De Coubertin  Montréal H1V3N7,Syndicat des travailleuses(eurs) de la RIO ,CSN,Grève,Services immobiliers (sauf les lotisseurs),7512,Montréal,26,158,2005-09-15,2005-12-14,2003-06-30,91
AM10013133,Régie des installations olympiques (site olympique),4141 avenue Pierre-De Coubertin  Montréal H1V3N7,Syndicat des travailleuses et travailleurs de la RIO ,CSN,Grève,Services immobiliers (sauf les lotisseurs),7512,Montréal,66,396,2005-09-15,2005-12-14,2003-06-30,91
AM10013139,Régie des installations olympiques,4141 avenue Pierre-De Coubertin  Montréal H1V3N7,Syndicat des employés-es des piscines de la Régie des Installations Olympiques ,CSN,Grève,Services immobiliers (sauf les lotisseurs),7512,Montréal,101,604,2005-09-15,2005-12-14,2003-06-30,91
AM10026974,Régie des installations olympiques,4141 avenue Pierre-De Coubertin  Montréal H1V3N7,Syndicat des travailleuses(eurs) de la RIO ,CSN,Grève,Services immobiliers (sauf les lotisseurs),7512,Montréal,51,308,2005-09-15,2005-12-14,2003-06-30,91
AM10027316,Régie des installations olympiques,4141 avenue Pierre-De Coubertin  Montréal H1V3N7,Syndicat des salariées et salariés de la Rio ,CSN,Grève,Services immobiliers (sauf les lotisseurs),7512,Montréal,356,2138,2005-09-15,2005-12-14,2003-06-30,91
