"rescode","resgroupe","rescodetitre","restitre","resentreefonction","resnom","resprenom","resestvacant"
"AG780","Conseiller","001A","Conseiller n° 1","2003-11-02","Marinier","Sylvain","non"
"AG780","Mairie","000A","Maire","2021-11-07","Broué","Frédéric","non"
"AG780","Conseiller","005A","Conseiller n° 5","2021-11-07","Tassé","Marc","non"
"AG780","Conseiller","004B","Conseillère n° 4","2021-11-07","Gauthier","Chantal","non"
"AG780","Présidence","112A","Président","2009-11-01","Chalifoux","Denis","non"
"AG780","Présidence","113A","Vice-président","2017-11-05","Charette","Daniel","non"
"AG780","Responsable","201B","Greffière","2018-10-22","Allard","Stéphanie","non"
"AG781","Conseiller","001A","Conseiller n° 1","2021-11-07","Cook","Tyler","non"
"AG781","Conseiller","002B","Conseillère n° 2","2021-11-07","Graton","Billie-Jeanne","non"
"AG781","Conseiller","003B","Conseillère n° 3","2021-11-07","Laverdure","Dominique","non"
"AG781","Conseiller","004A","Conseiller n° 4","2021-11-07","Charbonneau","Joël","non"
"AG781","Conseiller","005B","Conseillère n° 5","2021-11-07","Drouin","Catherine","non"
"AG781","Conseiller","007B","Conseillère n° 7","2021-11-07","Lyras","Guylaine","non"
"AG781","Responsable","201B","Greffière","2021-11-07","Fréchette","Claudine","non"
"AG781","Conseiller","006B","Conseillère n° 6","2013-11-03","Vaillancourt","Sylvie","non"
"AG781","Conseiller","008B","Conseillère n° 8","2009-11-06","Lacasse","Roxanne","non"
"AG781","Conseiller","009B","Conseillère n° 9","2017-11-10","Meyer","Kimberley","non"
"AG781","Présidence","112A","Président","2013-11-03","Brisebois","Luc","non"
"AG790","Conseiller","001B","Conseillère n° 1","2021-11-12","Lacelle","Claudie","non"
"AG790","Conseiller","002A","Conseiller n° 2","2021-11-12","Latreille","Normand","non"
"AG790","Conseiller","003B","Conseillère n° 3","2021-11-12","Tessier","Émilie","non"
"AG790","Conseiller","004B","Conseillère n° 4","2021-11-12","Whear","Véronie","non"
"AG790","Conseiller","005A","Conseiller n° 5","2021-11-12","Desjardins","Yves","non"
"AG790","Conseiller","006B","Conseillère n° 6","2021-10-04","Parisé","Suzanne","non"
"AG790","Direction","209A","Directeur général","2017-09-25","Leduc","François","non"
"AG790","Responsable","201B","Greffière","2017-03-13","Lelièvre","Stéphanie","non"
"AG790","Conseiller","007A","Conseiller n° 7","2021-11-12","Diotte","Luc","non"
"AG790","Présidence","112A","Président","2021-10-04","Bourdon","Daniel","non"
"AG790","Responsable","207B","Trésorière","1981-03-02","Nantel","Johanne","non"
"AG791","Conseiller","001A","Conseiller n° 1","2021-11-12","Forget","Daniel","non"
"AG791","Conseiller","002A","Conseiller n° 2","2021-11-12","Morin","Pierre Alexandre","non"
"AG791","Conseiller","003A","Conseiller n° 3","2021-11-12","Therrien","Gilbert","non"
"AG791","Conseiller","005A","Conseiller n° 5","2021-11-12","Paradis","Claude","non"
"AG791","Conseiller","006A","Conseiller n° 6","2021-11-12","Bazinet","Sébastien","non"
"AG791","Direction","209B","Directrice générale","2021-03-01","Bourque","Lucie","non"
"AG791","Direction","331B","Directrice des finances","2020-06-22","Vézina ( CGA)","Martine","non"
"AG791","Direction","210B","Directrice générale adjointe","2021-03-01","Vézina ( CGA)","Martine","non"
"AG791","Responsable","201B","Greffière","2022-02-14","Denis-Sarrazin","Catherine","non"
"AG791","Mairie","000A","Maire","2020-11-05","Charette","Denis","non"
"AG791","Conseiller","004A","Conseiller n° 4","2017-11-05","Otto","Alain","non"
"AG791","Direction","215C","Directeur serv. sécurité incendie","2020-02-17","Charette","Sylvain","non"
"AG900","Conseiller","003A","Conseiller n° 3","2021-11-07","Gaudreault","Claude","non"
"AG900","Conseiller","004A","Conseiller n° 4","2021-10-01","Pronovost","Michel","non"
"AG900","Conseiller","005A","Conseiller n° 5","2021-11-07","Fortin","François","non"
"AG900","Conseiller","006B","Conseillère n° 6","2021-11-07","Duchesne","Dorys","non"
"AG900","Conseiller","001A","Conseiller n° 1","2017-11-05","Chagnon","Éric","non"
"AG900","Conseiller","002A","Conseiller n° 2","2019-10-06","Mercure","René","non"
"AG900","Présidence","112A","Président","2021-11-07","Martel","Luc","non"
"AG900","Conseiller","008A","Conseiller n° 8","2017-01-01","Sylvain","Michel","non"
"AG900","Conseiller","009A","Conseiller n° 9","2006-01-01","Bernier","Larry","non"
"AG900","Responsable","201A","Greffier","2007-08-20","Poirier","Jean-Sébastien","non"
"AG900","Direction","210A","Directeur général adjoint","2019-01-15","Poirier","Jean-Sébastien","non"
"AG900","Responsable","207B","Trésorière","2015-03-01","Gervais","Christine","non"
"AR690","Responsable","205A","Greffier-trésorier","2021-05-17","Caza","Pierre","non"
"AR690","Direction","209A","Directeur général","2021-05-17","Caza","Pierre","non"
"AR690","Responsable","115A","Préfet suppléant","2024-06-21","McKell","Agnes","non"
"AR690","Présidence","316A","Président comité consult. agricole","2021-11-07","","","oui"
"AR690","Responsable","114B","Préfète","2015-11-24","Lebrun","Louise","non"
"AR690","Direction","345E","Responsable de l'aménagement","2018-01-01","Racicot","Alexandre","non"
"AR700","Responsable","114A","Préfet","2021-11-25","Lemieux","Miguel","non"
"AR700","Responsable","115A","Préfet suppléant","2017-01-25","Daoust","Yves","non"
"AR700","Responsable","205B","Greffière-trésorière","1999-05-27","Phaneuf","Linda","non"
"AR700","Direction","209B","Directrice générale","1999-05-27","Phaneuf","Linda","non"
"AR700","Direction","345A","Directeur de l'aménagement","2021-11-30","Gagnon","Marc-André","non"
"AR590","Responsable","115A","Préfet suppléant","2023-05-12","Damphousse","Martin","non"
"AR590","Responsable","114A","Préfet","2023-05-12","Plouffe","Daniel","non"
"AR590","Responsable","205A","Greffier-trésorier","2006-05-22","Berthiaume","Sylvain","non"
"AR590","Direction","209A","Directeur général","2006-05-22","Berthiaume","Sylvain","non"
"AR590","Responsable","224A","Responsable accès aux documents","2019-01-16","Poirier","Maude","non"
"AR590","Direction","343B","Directrice des affaires juridiques","2019-01-16","Poirier","Maude","non"
"AR590","Responsable","206B","Greffière-trésorière adjointe","2019-01-16","Poirier","Maude","non"
"AR590","Responsable","231A","Greffier de la cour municipale","2013-03-18","Beaudet","Martin","non"
"AR590","Direction","301A","Responsable des communications","2019-01-16","Gauthier","Dominic","non"
"AR590","Direction","309A","Resp. du développement économique","2017-01-01","Lavoie","Bruno","non"
"AR590","Présidence","316A","Président comité consult. agricole","2013-11-13","Bélisle","Alexandre","non"
"AR590","Direction","345E","Responsable de l'aménagement","2011-03-10","Lestage","François","non"
"AR600","Responsable","114A","Préfet","2021-11-25","Nadeau","Sébastien","non"
"AR600","Responsable","115A","Préfet suppléant","2021-11-25","Dufour","Nicolas","non"
"AR600","Présidence","316A","Président comité consult. agricole","2022-01-26","Plante","Steve","non"
"AR600","Direction","306C","Directrice de l'environnement","2017-04-11","Gosselin","Nadine","non"
"AR600","Responsable","206B","Greffière-trésorière adjointe","1983-01-18","Deslongchamps","Nathalie","non"
"AR600","Direction","209A","Directeur général","2012-06-04","Bouchard","Joffrey","non"
"AR600","Direction","345A","Directeur de l'aménagement","2017-06-05","Lapointe","Martin","non"
"AR610","Responsable","114A","Préfet","2023-11-22","Bellerose","Pierre-Luc","non"
"AR610","Responsable","115A","Préfet suppléant","2023-11-22","Bellemare","Alain","non"
"AR610","Responsable","205B","Greffière-trésorière","2020-07-17","Fortier","Nancy","non"
"AR610","Direction","209B","Directrice générale","2020-07-17","Fortier","Nancy","non"
"AR610","Présidence","316A","Président comité consult. agricole","2005-11-01","Charest","Roland","non"
"AR610","Direction","345E","Responsable de l'aménagement","2014-07-01","Maheu","Annie","non"
"AR620","Responsable","114A","Préfet","2021-11-25","Perreault","Isabelle","non"
"AR620","Direction","210B","Directrice générale adjointe","2023-06-21","Beaudry","Marjolaine","non"
"AR620","Direction","343A","Directeur des affaires juridiques","2018-03-31","Fortin","Hélène","non"
"AR620","Responsable","115A","Préfet suppléant","2021-11-24","Bordeleau","Martin","non"
"AR620","Direction","209A","Directeur général","2022-11-23","Gravel","Edith","non"
"AR630","Direction","301F","Directrice des communications","2020-04-13","Therrien","Stéphanie","non"
"AR630","Direction","306A","Responsable de l'environnement","2020-11-09","Dagenais","Patrick","non"
"AR630","Direction","303A","Responsable de l'urbanisme","2019-02-11","Gauthier","Patrick","non"
"AR630","Direction","331B","Directrice des finances","2021-03-01","Carpentier","Isabelle","non"
"AR630","Direction","309F","Directrice du développement durable","2021-03-23","Mailhot","Jacinthe","non"
"AR630","Direction","210B","Directrice générale adjointe","2021-02-22","Moreau","Annie-Claude","non"
"AR630","Responsable","115B","Préfète suppléante","2022-03-14","Forest","Josyanne","non"
"AR630","Direction","343B","Directrice des affaires juridiques","2022-09-10","","","oui"
"AR630","Responsable","114A","Préfet","2021-11-07","Massé","Patrick","non"
"AR630","Responsable","205A","Greffier-trésorier","2020-12-21","Rousseau","Me Nicolas","non"
"AR630","Direction","209A","Directeur général","2020-12-21","Rousseau","Me Nicolas","non"
"AR630","Direction","215C","Directeur serv. sécurité incendie","2019-11-27","Thivierge","François","non"
"AR630","Direction","223C","Directeur protection des citoyens","2019-10-30","Viau-Souligny","Christian","non"
"AR630","Responsable","231B","Greffière de la cour municipale","2013-06-25","Brousseau","Roxanne","non"
"AR630","Direction","310A","Directeur du dév. économique","2018-10-22","Paré","Stéphane","non"
"AR630","Direction","348A","Directeur services de transport","2017-11-06","Avoine","Marc-André","non"
"AR640","Responsable","205A","Greffier-trésorier","2023-08-15","","","oui"
"AR640","Direction","209A","Directeur général","2023-08-14","","","oui"
"AR640","Responsable","114A","Préfet","2016-11-23","Tremblay","Guillaume","non"
"AR640","Responsable","115A","Préfet suppléant","2018-04-18","Plante","Marc-André","non"
"AR640","Responsable","201B","Greffière","2007-04-02","Baribeau","Martine","non"
"AR640","Direction","210B","Directrice générale adjointe","2016-01-01","Baribeau","Martine","non"
"AR640","Responsable","206B","Greffière-trésorière adjointe","2016-01-01","Baribeau","Martine","non"
"AR640","Présidence","316A","Président comité consult. agricole","2018-04-18","L'Espérance","Daniel","non"
"AR640","Direction","345B","Directrice de l'aménagement","2018-08-21","Laliberté","Chantal","non"
"AR670","Direction","345A","Directeur de l'aménagement","2021-11-29","Auble","Camille","non"
"AR670","Direction","310B","Directrice du dév. économique","2021-05-03","Cosentino","Gabriela","non"
"AR670","Direction","309E","Directeur du développement durable","2018-06-26","Chaput ","Nicolas","non"
"AR670","Direction","323B","Directrice de la culture","2017-12-18","Poulin","Julie","non"
"AR670","Responsable","115A","Préfet suppléant","2021-11-24","Payant","Sylvain","non"
"AR670","Direction","301F","Directrice des communications","2021-01-04","Milot","Anne-Louise","non"
"AR670","Responsable","114A","Préfet","2019-11-27","Ouellette","Christian","non"
"AR670","Responsable","205A","Greffier-trésorier","2018-06-19","Marcoux","Gilles","non"
"AR670","Direction","209A","Directeur général","2018-06-11","Marcoux","Gilles","non"
"AR670","Direction","340B","Directrice services administratifs","2010-08-09","Tessier","Colette","non"
"AR670","Responsable","206B","Greffière-trésorière adjointe","2018-06-19","Tessier","Colette","non"
"AR680","Direction","345E","Responsable de l'aménagement","2021-05-24","Doyon","Francis","non"
"AR680","Responsable","206B","Greffière-trésorière adjointe","2023-02-18","","","oui"
"AR680","Direction","209A","Directeur général","2023-08-29","Latendresse","Amélie","non"
"AR680","Responsable","205A","Greffier-trésorier","2023-08-29","Latendresse","Amélie","non"
"AR680","Présidence","316B","Présidente comité consul. agricole","2021-08-17","Boyer","Yves","non"
"AR680","Responsable","114A","Préfet","2020-11-26","Boyer","Yves","non"
"AR680","Responsable","115B","Préfète suppléante","2018-11-28","Gagnon-Breton","Sylvie","non"
"AR710","Responsable","115A","Préfet suppléant","2021-11-17","Séguin","Pierre","non"
"AR710","Direction","210A","Directeur général adjoint","2024-06-21","Lambert","Alexandre","non"
"AR710","Direction","209A","Directeur général","2024-06-21","Lambert","Alexandre","non"
"AR710","Responsable","205A","Greffier-trésorier","2024-06-21","Rivest","Marie-Hélène","non"
"AR710","Responsable","114A","Préfet","2017-11-22","Bousez","Patrick","non"
"AR720","Responsable","114A","Préfet","2017-11-22","Martin","Denis","non"
"AR720","Responsable","115B","Préfète suppléante","2018-07-17","Paulus","Sonia","non"
"AR720","Présidence","316A","Président comité consult. agricole","2010-02-24","Paquette","Patrice","non"
"AR720","Direction","345E","Responsable de l'aménagement","2019-07-03","Jalbert","Isabelle","non"
"AR720","Responsable","205B","Greffière-trésorière","2024-02-08","Jalbert","Isabelle","non"
"AR720","Direction","209B","Directrice générale","2024-02-08","Jalbert","Isabelle","non"
"AR730","Présidence","316A","Président comité consult. agricole","2021-11-24","Boivin","Julie","non"
"AR730","Responsable","114A","Préfet","2021-11-24","Westram","Eric","non"
"AR730","Responsable","205A","Greffier-trésorier","2017-04-18","El-Batal","Kamal","non"
"AR730","Direction","209A","Directeur général","2012-08-06","El-Batal","Kamal","non"
"AR730","Direction","310A","Directeur du dév. économique","2020-01-01","Mitchell","Steve","non"
"AR730","Direction","345E","Responsable de l'aménagement","2018-04-09","Marcotty","Catherine","non"
"AR750","Responsable","114A","Préfet","2021-11-24","Lalande","Xavier-Antoine","non"
"AR750","Responsable","115A","Préfet suppléant","2021-11-24","Germain","Paul","non"
"AR750","Responsable","216A","Évaluateur signataire","2022-05-16","Charron","Jonathan","non"
"AR750","Responsable","205A","Greffier-trésorier","2023-05-31","Laurin-Taillefer","Guillaume","non"
"AR750","Direction","209A","Directeur général","2023-05-31","Laurin-Taillefer","Guillaume","non"
"AR750","Responsable","206B","Greffière-trésorière adjointe","2023-05-31","Bélanger","Geneviève","non"
"AR750","Direction","210B","Directrice générale adjointe","2023-05-31","Bélanger","Geneviève","non"
"AR760","Responsable","205A","Greffier-trésorier","2023-04-12","Pelletier","Eric","non"
"AR760","Direction","209A","Directeur général","2023-04-12","Pelletier","Eric","non"
"AR760","Responsable","115A","Préfet suppléant","2021-11-24","Sauvé","Howard","non"
"AR760","Présidence","316A","Président comité consult. agricole","2020-04-28","Jetté","Raymond","non"
"AR760","Direction","321B","Directrice des ressources humaines","2023-04-12","Bédard","Estelle","non"
"AR760","Direction","210B","Directrice générale adjointe","2023-04-12","Bédard","Estelle","non"
"AR760","Responsable","114A","Préfet","2015-11-30","Pearce","Scott","non"
"AR760","Responsable","201B","Greffière","2000-03-06","L'Allier","Renée-Claude","non"
"AR760","Responsable","206B","Greffière-trésorière adjointe","1983-07-01","Tardiff","Josée","non"
"AR760","Direction","215C","Directeur serv. sécurité incendie","2016-01-01","Beauchamp","Sébastien","non"
"AR760","Direction","345E","Responsable de l'aménagement","2006-10-02","Morency","Éric","non"
"AR770","Direction","301C","Coordonnateur des communications","2023-01-01","Bujold","Martin","non"
"AR770","Direction","345E","Responsable de l'aménagement","2023-01-30","Bruyère","Catherine","non"
"AR770","Responsable","205A","Greffier-trésorier","2022-10-03","Leclerc","Philippe","non"
"AR770","Direction","209A","Directeur général","2022-10-03","Leclerc","Philippe","non"
