FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT 
CONSTRUCTION BAU-VAL INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231014,"ACCORDER UN CONTRAT À CONSTRUCTION BAU-VAL INC., POUR DES TRAVAUX DE CONDUITE D’EAU, DE VOIRIE ET D’ÉCLAIRAGE DANS L’AVENUE DES ORMEAUX, DE L’AVENUE ÉRIC AU BOULEVARD DE CHÂTEAUNEUF DANS L'ARRONDISSEMENT D'ANJOU. DÉPENSE TOTALE DE 3 892 074,08 $ (CONTRAT: 3 765 000,00 $ ET INCIDENCES: 227 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 336201 - 8 SOUMISSIONNAIRES",CM18 0502,2018-04-25,3765000
SANEXEN SERVICES ENVIRONNEMENTAUX INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231019,"ACCORDER UN CONTRAT À SANEXEN SERVICES ENVIRONNEMENTAUX INC., POUR DES TRAVAUX DE RÉHABILITATION DE CONDUITES D'EAU SECONDAIRES PAR CHEMISAGE SUR DIVERSES RUES DE LA VILLE DE MONTRÉAL. DÉPENSE TOTALE DE 8 135 313,93 $ (CONTRAT: 7 965 313,93 $ + INCIDENCES: 170 000,00$), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 417615 - 2 SOUMISSIONNAIRES",CM18 0503,2018-04-25,7965314
PAVAGES D'AMOUR INC.,"77,71% VILLE 
22,29% ARR",SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231025,"ACCORDER UN CONTRAT À PAVAGES D'AMOUR INC., POUR DES TRAVAUX D’ÉGOUT, DE CONDUITE D’EAU ET DE VOIRIE DANS LA RUE LACORDAIRE, DE LA RUE CHAUVEAU À LA RUE SHERBROOKE DANS L'ARRONDISSEMENT DE MERCIER–HOCHELAGA-MAISONNEUVE. DÉPENSE TOTALE DE 2 407 264,19 $ (CONTRAT: 2 164 564,19 $ + INCIDENCES: 242 700,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 335601 - 7 SOUMISSIONNAIRES",CM18 0504,2018-04-26,2164564
SAHO CONSTRUCTION INC.,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,DIRECTION DE L'EXPLOITATION,1185967001,"ACCORDER UN CONTRAT À LA COMPAGNIE SAHO CONSTRUCTION INC. POUR LE RÉAMÉNAGEMENT DES SENTIERS ET TERRASSES DU JARDIN DE CHINE AU JARDIN BOTANIQUE DE MONTRÉAL. DÉPENSES TOTALES: 1 197 284,67 $ TAXES INCLUSES (CONTRAT ET CONTINGENCES: 1 145 546,17 $ ; INCIDENCES: 51 738,75 $). APPEL D'OFFRES PUBLIC # JA-00100-2T ; 5 SOUMISSIONNAIRES",CM18 0505,2018-04-25,1145546
MÉTAL DUQUET (1994) INC.,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,DIRECTION DE L'EXPLOITATION,1187575002,"ACCORDER UN CONTRAT À MÉTAL DUQUET (1994) INC., PLUS BAS SOUMISSIONNAIRE CONFORME, POUR L'ACQUISITION, LA LIVRAISON ET L'INSTALLATION DES ÉQUIPEMENTS DE SERVICES ALIMENTAIRES AU BIODÔME DE MONTRÉAL DANS LE CADRE DU PROJET MIGRATION, POUR UNE SOMME DE 619 201,77 $, TAXES INCLUSES (CONTRAT: 589 715,97 $ ; CONTINGENCES: 29 485,80 $) - APPEL D'OFFRES PUBLIC NO 17-16573 - 2 SOUMISSIONNAIRES CONFORMES.",CM18 0506,2018-04-25,619202
SANEXEN SERVICES ENVIRONNEMENTAUX INC.,100% VILLE,SERVICE DE L'EAU,DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU,1187913001,"ACCORDER UN CONTRAT À LA FIRME SANEXEN SERVICES ENVIRONNEMENTAUX INC., POUR DES TRAVAUX DE REMPLACEMENT D’ENTRÉES DE SERVICE D’AQUEDUC EN PLOMB, DE RÉFECTION DE SURFACE ET AUTRES TRAVAUX CONNEXES DE LA VILLE DE MONTRÉAL. DÉPENSE TOTALE DE 9 865 940,86 $ (CONTRAT : 9 765 940,86 $ + INCIDENCES: 100 000 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 10252 - 2 SOUMISSIONNAIRES.",CM18 0507,2018-04-25,9765941
EXCAVATION LOISELLE INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1187000001,"ACCORDER UN CONTRAT À EXCAVATION LOISELLE INC. POUR LA RÉFECTION DE L'AUTOROUTE BONAVENTURE ENTRE LES AXES 22 ET 26 ET LA DÉMOLITION DE LA RAMPE BRENNAN (PROJET 15-05) DANS LES ARRONDISSEMENTS LE SUD-OUEST ET VILLE-MARIE - DÉPENSE TOTALE DE 20 249 863,25 $, TAXES INCLUSES (TRAVAUX ET CONTINGENCES: 19 554 264,50 $ + INCIDENCES 695 598,75 $, TAXES INCLUSES) - APPEL D'OFFRES PUBLIC 214729 - 7 SOUMISSIONNAIRES CONFORMES.",CM18 0509,2018-04-25,19554264
GROUPE AXINO INC.,"68,7% VILLE 
31,3% ARR",SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION PLANIFICATION IMMOBILIÈRE,1170457004,"ACCORDER UN CONTRAT AU GROUPE AXINO INC., POUR LES TRAVAUX DE TRANSFORMATION MAJEURE À L'AUDITORIUM DE VERDUN ET À L'ARÉNA DENIS-SAVARD (3234) - DÉPENSE TOTALE DE 42 406 904,39 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC (5942) - (5 SOUMISSIONNAIRES)",CM18 0510,2018-04-25,40756000
SIMO MANAGEMENT INC.,100% VILLE,SERVICE DE L'EAU,DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU,1177851001,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À SIMO MANAGEMENT INC., POUR EFFECTUER L'INSPECTION DES CONDUITES ET REGARDS D'ÉGOUTS AVEC CAMÉRA À TÉLÉOBJECTIF SUR LE TERRITOIRE DE LA VILLE DE MONTRÉAL POUR UNE PÉRIODE DE TROIS (3) ANS – DÉPENSE TOTALE DE 1 319 231,35 $ (CONTRAT : 1 289 231,35 $ ET CONTINGENCES : 30 000$), TAXES INCLUSES, APPEL D'OFFRES PUBLIC 17-16340 - 3 SOUMISSIONNAIRES / APPROUVER UN PROJET DE CONVENTION À CETTE FIN",CM18 0511,2018-04-25,1319231
TRAVAUX ROUTIERS MÉTROPOLE (9129 2201 QUÉBEC INC.),"91,89% VILLE 
8,11% ARR",SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231021,"ACCORDER UN CONTRAT À TRAVAUX ROUTIERS MÉTROPOLE (9129 2201 QUÉBEC INC.), POUR DES TRAVAUX D'ÉGOUT, DE CONDUITE D'EAU ET DE VOIRIE DANS L'AVENUE DE CHATEAUBRIAND, DU BOULEVARD CRÉMAZIE À L'AVENUE ÉMILE-JOURNAULT, DANS L'ARRONDISSEMENT D'AHUNTSIC-CARTIERVILLE. DÉPENSE TOTALE DE 2 410 640,03 $ (CONTRAT: 2 169 360,03 $ + INCIDENCES: 241 280,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 292401 - 8 SOUMISSIONNAIRES.",CM18 0512,2018-04-25,2169360
LE SERVICE DES STAGES DE L'ÉCOLE POLYTECHNIQUE DE MONTRÉAL,100% VILLE,SERVICE DE L'EAU,DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU,1187271001,"APPROUVER LA CONVENTION DE PARTENARIAT ENTRE LE SERVICE DES STAGES DE L'ÉCOLE POLYTECHNIQUE DE MONTRÉAL ET LA VILLE DE MONTRÉAL POUR FOURNIR LA MAIN D'OEUVRE NÉCESSAIRE À LA CAMPAGNE DE DÉPISTAGE DES ENTRÉES DE SERVICE EN PLOMB POUR L'ANNÉE 2018, POUR UNE SOMME MAXIMALE DE 400 000$, EXEMPTE DE TAXES.",CM18 0513,2018-04-25,400000
AMÉNAGEMENT CÔTÉ JARDIN INC.,"95,56% VILLE 
4,44% AUTRE",SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION GESTION DU PORTEFEUILLE DE PROJETS,1186486001,"ACCORDER UN CONTRAT À AMÉNAGEMENT CÔTÉ JARDIN INC. POUR LA RÉALISATION DES TRAVAUX DE RECONSTRUCTION D'INFRASTRUCTURES ET AMÉNAGEMENT DE SURFACE DES RUES ANDERSON, DE LA CONCORDE ET BURKE ET RÉFECTION DE TROTTOIRS SUR LES RUES DE LA GAUCHETIÈRE ET DE BLEURY - DÉPENSE TOTALE 6 924 268,94 $, TAXES INCLUSES (CONTRAT 6 328 918,29 $ + INCIDENCES 595 350,65 $) - APPEL D’OFFRES PUBLIC N°. VMP-18-001 – 2 SOUMISSIONNAIRES)",CM18 0514,2018-04-25,6328918
PRONEX EXCACATION INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231024,"ACCORDER UN CONTRAT À PRONEX EXCAVATION INC., POUR DES TRAVAUX D’ÉGOUT, DE CONDUITE D’EAU, DE VOIRIE, D’ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS LA RUE VIAU, DU BOULEVARD ROSEMONT À LA RUE BEAUBIEN, DANS L'ARRONDISSEMENT DE ROSEMONT–LA PETITE-PATRIE. DÉPENSE TOTALE DE 10 987 246,14 $ (CONTRAT: 9 835 068,69 $ + INCIDENCES: 1 152 177,45 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 282801 - 6 SOUMISSIONNAIRES",CM18 0515,2018-04-25,9835069
"DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC.",100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231012,"ACCORDER UN CONTRAT À DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC., POUR DES TRAVAUX D'ÉGOUT, DE CONDUITE D'EAU ET DE VOIRIE DANS LE BOULEVARD ROBERT-BOURASSA, DE LA RUE SAINT-JACQUES À LA RUE BELMONT DANS L'ARRONDISSEMENT DE VILLE-MARIE. DÉPENSE TOTALE DE 2 341 402,72 $ (CONTRAT: 2 104 834,39 $ ET INCIDENCES: 247 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 308101 - 2 SOUMISSIONNAIRES",CM18 0516,2018-04-25,2104834
"DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC.",100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231104,"ACCORDER UN CONTRAT À DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC., POUR DES TRAVAUX DE CONDUITE D'EAU, DE VOIRIE, D'ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS LE BOULEVARD HENRI-BOURASSA ET L'AVENUE DU PARC-GEORGES DANS L'ARRONDISSEMENT DE MONTRÉAL-NORD. DÉPENSE TOTALE DE 7 474 121.13 $ (CONTRAT: 6 875 367,66 $ ET INCIDENCES: 774 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 317401 - 5 SOUMISSIONNAIRES",CM18 0517,2018-04-25,6875368
ADDÉNERGIE TECHNOLOGIES INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1180160001,"ACCORDER, CONFORMÉMENT AU DÉCRET 839-2013, UN CONTRAT DE GRÉ À GRÉ À ADDÉNERGIE TECHNOLOGIES INC. POUR LA FOURNITURE DE 200 BORNES DE RECHARGE SUR RUE POUR VÉHICULES ÉLECTRIQUES. DÉPENSE MAXIMALE DE 1 561 935, 38 $, TAXES INCLUSES.",CM18 0519,2018-04-25,1561935
DERICHEBOURG ENVIRONNEMENT CANADA,100% VILLE,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1187711001,ACCORDER 3 CONTRATS DE COLLECTE ET TRANSPORT DES MATIÈRES RÉSIDUELLES AUX FIRMES DERICHEBOURG ENVIRONNEMENT CANADA (1 CONTRAT) ET ENVIRO CONNEXIONS (2 CONTRATS) POUR UNE DURÉE DE 25 SEMAINES. DÉPENSES TOTALES DE 1 840 331$ TAXES INCLUSES - APPEL D'OFFRES PUBLIC NUMÉRO 18-16752,CM18 0520,2018-04-25,728372
ENVIRO CONNEXIONS,100% VILLE,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1187711001,ACCORDER 3 CONTRATS DE COLLECTE ET TRANSPORT DES MATIÈRES RÉSIDUELLES AUX FIRMES DERICHEBOURG ENVIRONNEMENT CANADA (1 CONTRAT) ET ENVIRO CONNEXIONS (2 CONTRATS) POUR UNE DURÉE DE 25 SEMAINES. DÉPENSES TOTALES DE 1 840 331$ TAXES INCLUSES - APPEL D'OFFRES PUBLIC NUMÉRO 18-16752,CM18 0520,2018-04-25,1111959
EUROVIA QUÉBEC CONSTRUCTION INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231009,"ACCORDER UN CONTRAT À EUROVIA QUÉBEC CONSTRUCTION INC., POUR DES TRAVAUX DE VOIRIE ET D'ÉCLAIRAGE SUR LE BOULEVARD GOUIN, DE LA RUE VICTORIA À LA RUE ROBITAILLE DANS L'ARR DE PIERREFONDS-ROXBORO. DÉPENSE TOTALE DE 1 897 549,70 $ (CONTRAT: 1 733 549,70 $ + INCIDENCES: 164 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 333201 - 10 SOUMISSIONNAIRES",CM18 0630,2018-05-31,1733550
TECHNIPARC INC.,100% VILLE,SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL,DIRECTION AMÉNAGEMENT DES PARCS ET ESPACES PUBLICS,1187936002,"ACCORDER UN CONTRAT À TECHNIPARC (9032-2454 QUÉBEC INC.) POUR LA RÉFECTION D'UN TERRAIN DE BALLE AU PARC HENRI-JULIEN, DE L'ARR AHUNTSIC-CARTIERVILLE - DÉPENSE TOTALE DE 504 227,85 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO (18-6217) - (4 SOUMISSIONNAIRES).",CM18 0632,2018-05-30,504228
CONSTRUCTION BAU-VAL INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231029,"ACCORDER UN CONTRAT À CONSTRUCTION BAU-VAL INC., POUR DES TRAVAUX DE VOIRIE ET DE FEUX DE CIRCULATION DANS LE BOULEVARD MAURICE-DUPLESSIS, DE LA 27E AVENUE À L'AVENUE PIERRE-BAILLARGEON DANS L'ARR DE RIVIÈRE-DES-PRAIRIES–POINTE-AUX-TREMBLES. DÉPENSE TOTALE DE 1 504 000 $ (CONTRAT: 1 425 000 $ ET INCIDENCES: 79 000 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 282301 - 6 SOUMISSIONNAIRES",CM18 0633,2018-05-30,1425000
TRANSPORT ROSEMONT,100% VILLE,SERVICE DE LA CONCERTATION DES ARRS,DIRECTION DES TRAVAUX PUBLICS - SCA,1184631006,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 3 203 221,64 $, TAXES INCLUSES, POUR LA PROLONGATION POUR L'HIVER 2018-2019 DE DEUX CONTRATS DE DÉNEIGEMENT CLÉ EN MAIN ACCORDÉS À TRANSPORT ROSEMONT INC. ET D'UN CONTRAT DE DÉNEIGEMENT CLÉ EN MAIN ACCORDÉ À PÉPINIÈRE MICHEL TANGUAY (CA15 090211) MAJORANT AINSI LE MONTANT TOTAL DES CONTRATS DE 8 315 403,23 $ À 11 518 624,82, TAXES INCLUSES.",CM18 0635,2018-05-30,2162097
PÉPINIÈRE MICHEL TANGUAY,100% VILLE,SERVICE DE LA CONCERTATION DES ARRS,DIRECTION DES TRAVAUX PUBLICS - SCA,1184631006,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 3 203 221,64 $, TAXES INCLUSES, POUR LA PROLONGATION POUR L'HIVER 2018-2019 DE DEUX CONTRATS DE DÉNEIGEMENT CLÉ EN MAIN ACCORDÉS À TRANSPORT ROSEMONT INC. ET D'UN CONTRAT DE DÉNEIGEMENT CLÉ EN MAIN ACCORDÉ À PÉPINIÈRE MICHEL TANGUAY (CA15 090211) MAJORANT AINSI LE MONTANT TOTAL DES CONTRATS DE 8 315 403,23 $ À 11 518 624,82, TAXES INCLUSES.",CM18 0635,2018-05-30,1041125
TRANSPORT ROSEMONT,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION DES TRAVAUX PUBLICS - SCA,1184631006,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 3 203 221,64 $, TAXES INCLUSES, POUR LA PROLONGATION POUR L'HIVER 2018-2019 DE DEUX CONTRATS DE DÉNEIGEMENT CLÉ EN MAIN ACCORDÉS À TRANSPORT ROSEMONT INC. ET D'UN CONTRAT DE DÉNEIGEMENT CLÉ EN MAIN ACCORDÉ À PÉPINIÈRE MICHEL TANGUAY (CA15 090211) MAJORANT AINSI LE MONTANT TOTAL DES CONTRATS DE 8 315 403,23 $ À 11 518 624,82, TAXES INCLUSES.",CM18 0635,2018-06-12,2162097
PÉPINIÈRE MICHEL TANGUAY,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION DES TRAVAUX PUBLICS - SCA,1184631006,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 3 203 221,64 $, TAXES INCLUSES, POUR LA PROLONGATION POUR L'HIVER 2018-2019 DE DEUX CONTRATS DE DÉNEIGEMENT CLÉ EN MAIN ACCORDÉS À TRANSPORT ROSEMONT INC. ET D'UN CONTRAT DE DÉNEIGEMENT CLÉ EN MAIN ACCORDÉ À PÉPINIÈRE MICHEL TANGUAY (CA15 090211) MAJORANT AINSI LE MONTANT TOTAL DES CONTRATS DE 8 315 403,23 $ À 11 518 624,82, TAXES INCLUSES.",CM18 0635,2018-06-12,1077657
8D TECHNOLOGIES INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1184368002,"ACCORDER, CONFORMÉMENT À LA LOI, UN CONTRAT À 8D TECHNOLOGIES INC. POUR L'ACHAT DE PIÈCES ET DE COMPOSANTES ÉLECTRONIQUES NÉCESSAIRES À L'AUGMENTATION DU NOMBRE DE POINTS D'ANCRAGE INTELLIGENTS AUX STATIONS BIXI - DÉPENSE DE 143 472,13$, TAXES INCLUSES - CONTRAT DE GRÉ À GRÉ",CM18 0636,2018-05-30,143472
LES RELIURES CARON ET LÉTOURNEAU LTÉE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DES BIBLIOTHÈQUES,1187962001,"CONCLURE AVEC L'ENTREPRISE LES RELIURES CARON & LÉTOURNEAU LTÉE UNE ENTENTE-CADRE D'UNE DURÉE DE VINGT-QUATRE (24) MOIS AVEC UNE (1) OPTION DE PROLONGATION DE DOUZE (12) MOIS, POUR LA FOURNITURE DE DIFFÉRENTS TYPES DE SERVICES DE RELIURE DE DOCUMENTS SUITE À L'APPEL D'OFFRES PUBLIC 18-16758 (1 SOUM.) - MONTANT TOTAL ESTIMÉ : 590 220,71 $ TAXES INCLUSES",CM18 0637,2018-05-30,590221
LES ENTREPRISES MICHAUDVILLE INC.,"84,59% VILLE 
15,41% ARR",SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231018,"ACCORDER UN CONTRAT AUX ENTREPRISES MICHAUDVILLE INC., POUR DES TRAVAUX D’ÉGOUT, DE CONDUITE D’EAU ET DE VOIRIE DANS LA RUE SICARD, DE LA RUE SAINTE-CATHERINE À LA RUE ADAM DANS L'ARR DE MERCIER–HOCHELAGA-MAISONNEUVE. DÉPENSE TOTALE DE 2 925 400,09 $ (CONTRAT: 2 700 000,09 $ + INCIDENCES: 225 400,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 335701 - 4 SOUMISSIONNAIRES",CM18 0638,2018-05-30,2700000
EUROVIA QUÉBEC GRANDS PROJETS INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1187000002,"ACCORDER UN CONTRAT À EUROVIA QUÉBEC GRANDS PROJETS INC. POUR LA RÉFECTION DU PASSAGE INFÉRIEUR BERRI-SHERBROOKE (PROJET 16-01) DANS LES ARRS LE PLATEAU MONT-ROYAL ET VILLE-MARIE - DÉPENSE TOTALE DE 8 243 972,91 $, TAXES INCLUSES (TRAVAUX ET CONTINGENCES: 7 705 755,39 $ + INCIDENCES 538 217,52 $, TAXES INCLUSES) - APPEL D'OFFRES PUBLIC 420510 - 8 SOUMISSIONNAIRES CONFORMES.",CM18 0639,2018-05-30,7705755
CONSTRUCTION BAU-VAL INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231039,"ACCORDER UN CONTRAT À CONSTRUCTION BAU-VAL INC., POUR DES TRAVAUX DE VOIRIE, D’ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS LE BOULEVARD NEWMAN, DE LA TERRASSE NEWMAN À LA RUE ALLARD, DANS L'ARR DE LASALLE. DÉPENSE TOTALE DE 9 694 886,04 $ (CONTRAT: 9 347 000,00 $ + INCIDENCES: 813 880,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 327101 - 4 SOUMISSIONNAIRES",CM18 0640,2018-05-30,9347000
EUROVIA QUÉBEC CONSTRUCTION INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231036,"ACCORDER UN CONTRAT À EUROVIA QUÉBEC CONSTRUCTION INC., POUR DES TRAVAUX DE VOIRIE, D’ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS LE BOULEVARD HENRI-BOURASSA, DE LA RUE LAJEUNESSE À LA RUE SAINT-HUBERT DANS L'ARR D'AHUNTSIC-CARTIERVILLE. DÉPENSE TOTALE DE 2 365 937,47 $ (CONTRAT: 2 225 017,77 $ + INCIDENCES: 226 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 334101 - 5 SOUMISSIONNAIRES",CM18 0641,2018-05-30,2225018
2633-2312 QUÉBEC INC. (ARTHIER),100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION GESTION DU PORTEFEUILLE DE PROJETS,1181009006,"ACCORDER UN CONTRAT À ARTHIER CONSTRUCTION POUR LA RÉALISATION DE TRAVAUX DE DÉMANTÈLEMENT PARTIEL DE LA MARQUISE ENTRE LES RUES DE BELLECHASSE ET ST-ZOTIQUE DANS LE CADRE DU PROJET DE RÉAMÉNAGEMENT DE LA RUE ST-HUBERT (LOT 3). DÉPENSE TOTALE MAXIMALE DE 1 273 664,80 $, TAXES INCLUSES (TRAVAUX : 1 066 968,00 $ + CONTINGENCES : 106 696,80 $ + INCIDENCES : 100 000,00 $). APPEL D'OFFRES PUBLIC #403913 - 2 SOUMISSIONNAIRES.",CM18 0642,2018-05-30,1173665
"ST-GELAIS MONTMINY ET ASSOCIÉS ARCHITECTES S.E.N.C.R.L., TETRA TECH QB INC., ET PETROPOULOS, BOMIS ET ASSOCIÉS INC.","80% VILLE 
20% ARR",SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1180765003,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 397 953,62 $, TAXES INCLUSES, DANS LE CADRE DU CONTRAT DE SERVICES PROFESSIONNELS DE LA MISE AUX NORMES DE L’ARÉNA SAINT-MICHEL (0196) DE L’ARR DE VILLERAY-SAINT-MICHEL-PARC-EXTENSION / APPROUVER L’ADDENDA #1 MODIFIANT LA CONVENTION DE SERVICES PROFESSIONNELS INTERVENUE ENTRE LA VILLE DE MONTRÉAL ET LES FIRMES ST-GELAIS MONTMINY ET ASSOCIÉS ARCHITECTES S.E.N.C.R.L., TETRA TECH QB INC., ET PETROPOULOS, BOMIS ET ASSOCIÉS INC., MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 1 989 768,13 $ À 2 387 721,75 $, TAXES INCLUSES.",CM18 0643,2018-05-30,397953
LES CONSULTANTS S.M. INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1172968001,"CONCLURE DEUX ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES FIRMES SUIVANTES : LES CONSULTANTS S.M. INC. (2 666 304,74$, TAXES INCLUSES) ET STANTEC EXPERTS-CONSEILS LTÉE (1 890 529,33$, TAXES INCLUSES) POUR UNE PÉRIODE DE 24 MOIS, POUR DES PROJETS EN LIEN AVEC LE DÉPLOIEMENT, LA GESTION ET L'OPÉRATION DES FEUX DE CIRCULATION ET DE MOBILITÉ / APPEL D'OFFRES PUBLIC 18-16713 - (10 SOUMISSIONS DONT 7 CONFORMES).",CM18 0644,2018-05-30,2666305
STANTEC EXPERTS-CONSEILS LTÉE,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1172968001,"CONCLURE DEUX ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES FIRMES SUIVANTES : LES CONSULTANTS S.M. INC. (2 666 304,74$, TAXES INCLUSES) ET STANTEC EXPERTS-CONSEILS LTÉE (1 890 529,33$, TAXES INCLUSES) POUR UNE PÉRIODE DE 24 MOIS, POUR DES PROJETS EN LIEN AVEC LE DÉPLOIEMENT, LA GESTION ET L'OPÉRATION DES FEUX DE CIRCULATION ET DE MOBILITÉ / APPEL D'OFFRES PUBLIC 18-16713 - (10 SOUMISSIONS DONT 7 CONFORMES).",CM18 0644,2018-05-30,1890529
SNC-LAVALIN INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION GESTION DU PORTEFEUILLE DE PROJETS,1181009005,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À SNC-LAVALIN INC. POUR LA SURVEILLANCE DES TRAVAUX D'INGÉNIERIE, D'AMÉNAGEMENT DU DOMAINE PUBLIC, D'ARCHITECTURE DE PAYSAGE DE MÊME QUE POUR LA SURVEILLANCE ENVIRONNEMENTALE DES LOTS 2 ET 4 DANS LE CADRE DU PROJET DE LA RUE SAINT-HUBERT POUR UNE SOMME MAXIMALE DE 1 817 070,42 $, TAXES INCLUSES (10% CONTIGENCES : 159 392,14 $, 2% INCIDENCES : 31 878,43 $ ET 2% DÉBOURSÉS : 31 878,43 $) - APPEL D'OFFRES PUBLIC # 18-16744 - 2 SOUMISSIONNAIRES CONFORMES.",CM18 0645,2018-05-30,1785192
