id,Nom,Description Long Français,* Arrondissement ou pôle,* Gratuit / Payant,* Intérêts / Type d'événement,* Intérieur / Extérieur,Dates de présentation de l'événement/activité,Lieux
613,Sucré Salé fête le 375e à Ville-Marie,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Ville-Marie,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,15 septembre 18h30,Émission télé
603,Sucré Salé fête le 375e à Villeray-St-Michel-Parc-Extension,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Villeray–Saint-Michel–Parc-Extension,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,25 août 18h30,Émission télé
614,Sucré Salé fête le 375e au Plateau Mont-Royal,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Le Plateau-Mont-Royal,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,8 septembre 18h30,Parc La Fontaine
621,Sucré Salé fête le 375e dans le Sud-Ouest,"Dans le cadre des célébrations, Sucré Salé mettra en valeur les 19 arrondissements de la ville de Montréal. Chaque vendredi dès le 12 mai, nous vous ferons découvrir des endroits inédits et marquants de chacun des arrondissements par le biais d’artistes et de personnalités du Québec, toujours avec une trame de fond historique et ludique.Sucré Salé sera en ondes les vendredis 12 mai et 19 mai à 19h et à partir du 26 mai à 18h30, en rediffusion le soir même vers 22h35 sur les ondes de TVA.",Le Sud-Ouest,Gratuit,Cinéma et télévision/Histoire et patrimoine,Extérieur,11 août 18h30,Émission télé
343,Sur les rails,"En partenariat avec l’arrondissement Rosemont-La Petite-Patrie, la Commission scolaire de Montréal et le Technopôle Angus, Toxique Trottoir crée un parcours théâtral à grand déploiement avec 100 enfants et adolescents d’écoles de Rosemont, ainsi que des citoyens du quartier. Cette création, qui prendra vie en mai prochain dans les anciens ateliers Angus, invite à un voyage passionnant dans les mémoires, mais aussi, à travers des yeux d’enfants, à la découverte du Rosemont d’aujourd’hui.",Rosemont–La Petite-Patrie,Gratuit,Famille et jeunesse/Histoire et patrimoine/Théâtre et variété/Événements de quartier,Extérieur,26 mai  (Deux représentations à 13h30 et 19h),Ancienne Shops Angus
165,Sur les traces d'Anjou,"Le projet Sur les traces d’Anjou d’OSA vise à mettre en valeur le dynamisme d’Anjou et à placer l’arrondissement au cœur de l’évolution de Montréal. Des photos relatant l’histoire de l’arrondissement sont collectionnées pour confectionner une immense mosaïque qui sera exposée à la Place des Angevins (espace public devant la Mairie) le mercredi 23 août 2017 de 14 h à 22 h. En plus de l’exposition, un festival haut en couleur aura lieu pour permettre de rassembler les citoyen(e)s de tout âge et  toute culture de façon festive.",Anjou,Gratuit,Arts visuels/Famille et jeunesse/Événements de quartier,Extérieur,23 août,"7701, boulevard Louis-H.-La Fontaine, Anjou"
759,Swoon! & The Spheres,"Swoon! Tous les jours à 20h15Enjoués et colorés, ces personnages haut perchés vous promettent un spectacle des plus? enlevants !Swoon! met en scène quatre casse-cous qui, oscillant du haut de leur curieux poteau, nous racontent une spectaculaire histoire portant sur l?amour, le deuil et la liberté. Récompensée par le 2e prix de la Coupe du monde Shizuoka Daidogei de 1999 et 2000, la troupe s?est produite partout dans le monde. Cette comédie vivante et colorée s?accompagne d?une bande originale unique et éclectique combinant classiques et pièces originales. Elle invite le public à un voyage de toute beauté, rempli d?amour et de fous rires.The SpheresTous les jours à 21h45D'hypnotisants globes humains lumineux rebondissent en plein ciel pour un spectacle aussi émouvant que renversant.Une chorégraphie nocturne où des globes de lumière en orbite dans les airs se balancent doucement devant les passants. Laissez-vous émerveiller, alors que quatre êtres célestes en émergent pour nous raconter une fable poétique et sans parole. The Spheres est une performance cosmique et fascinante, qui explore avec fantaisie les lois de la physique et le miracle de la renaissance. Apprêtez-vous à tomber en amour avec ce spectacle tout en beauté et en humilité, qui nous rappelle le pouvoir des nouveaux départs.Crédit photo: Jay Lee et Friedel Peters",Ville-Marie/Quartier des spectacles,Gratuit,Arts visuels/Cirque/Théâtre et variété,Extérieur,du 15 au 18 juillet,Rue Sainte-Catherine entre Berri et Saint-Hubert
27,Symphonie du jeu vidéo de Montréal,"Un concert jeu vidéo montréalaisLa symphonie du jeu vidéo de Montréal est un évènement multimédia alliant la puissance de l’orchestre symphonique à l’univers immersif et interactif du jeu vidéo. Afin de produire un spectacle de grande envergure à l’image du dynamisme de l’industrie du jeu vidéo de Montréal, l’Orchestre Métropolitain, sous la direction de la chef Dina Gilbert, interprètera, devant un large auditoire, des musiques de jeux développés à Montréal. L’évènement aura lieu dans le cadre du 375e anniversaire de la ville de Montréal et durant la période du Sommet international du jeu de Montréal 2017.Le concert sera un évènement multi média haut en couleur. En synchronisme avec l’orchestre, seront projetées sur grand écran des séquences de jeu vidéo. À certains moments, afin d’ajouter une dimension interactive au concert, une personne du public sera invitée à monter sur scène pour jouer en direct à un jeu vidéo. Sa performance sera alors projetée sur grand écran et sera accompagnée simultanément par l’orchestre.La symphonie du jeu vidéo de Montréal offre aux compagnies ayant un studio à Montréal l’opportunité de prendre part à un évènement multi média à grand déploiement unique en son genre. Le compositeur Maxime Goulet est l’initiateur et le concepteur de La symphonie du jeu vidéo de Montréal. Le projet est développé avec l’Orchestre Métropolitain, en collaboration avec Alliance numérique.* Avertissement : Certaines images diffusées lors du spectacle comportent des scènes de violence pouvant ne pas convenir à de jeunes enfants. La supervision des parents est conseillée.",Ville-Marie/Quartier des spectacles,Payant,Musique/Science et technologie,Intérieur,29 septembre,Salle Wilfrid-Pelletier
11,Symphonie montréalaise,"Une expérience auditive et visuelle unique avec Kent Nagano, l’OSM et Moment FactoryLe maestro Kent Nagano et l’OSM vous convient à une expérience symphonique hors du commun, fruit de la rencontre entre Samy Moussa, jeune compositeur canadien salué internationalement, et Moment Factory, studio multimédia, aussi reconnu mondialement. Une œuvre unique sera créée à l’occasion des célébrations du 375e anniversaire de Montréal. Et pour compléter ce programme, la célèbre symphonie « Nouveau Monde » d’Anton Dvorak, sera comme une promesse d’avenir, un trait d’union entre le passé et le futur.Le concert sera diffusé en entier sur OSM.CA en direct le 31 mai, et en différé pour 90 jours GRATUITEMENT par la suite !",Ville-Marie/Quartier des spectacles,Payant,Musique/Science et technologie,Intérieur,"31 mai, 1 et 2 juin 2017",Maison Symphonique
689,Terre d'expériences,"Le parc Jean-Drapeau invite les gens à visiter Expo 67 grâce aux technologies de la réalité virtuelle et de la réalité augmentée. Un voyage dans le passé, le présent et le futur du site de l’Expo. Gratuit pour les enfants.",Parc Jean-Drapeau,Payant,Cinéma et télévision/Famille et jeunesse/Histoire et patrimoine/Science et technologie,Intérieur,"À partir du 21 juin au 4 septembre, seulement les fins de semaine du 9 septembre au 29 octobre",Parc Jean-Drapeau
746,The Color of Time,"Prêt à être dépaysé? Participez à ce grand rassemblement inspiré de la Holi hindoue. Au son des rythmes entraînants, fêtez aux côtés des musiciens et des danseurs sous une pluie de poudres colorées.Laissez-vous entraîner par une troupe énergique et animée et prenez part à cette fête partage inspirée d'un rituel hindou où tombent les barrières sociales et les différences d'âge, d'origine ou de sexe. Avec sa musique rythmée, ses danses et ses poudres multicolores qui envahissent l?air, ce spectacle est réputé tisser des amitiés spontanées. Plongez dans cette atmosphère magique, qui ne manquera pas de mettre de la couleur dans votre coeur.L'appel aux danseurs est terminé! Nous contacterons les danseurs sélectionnés rapidement. La compagnie française ARTONIK a été fondée en 1994. Ses créateurs travaillent à partir de l?observation du comportement humain. Elle crée des spectacles d?images au vocabulaire gestuel, empruntant à la fois à la danse, au théâtre et aux arts plastiques. Son écriture pluridisciplinaire se fait volontiers décalée, un brin subversive et propose une lecture critique et poétique de l'ordinaire.* Les jets de couleurs sont composés de farine de maïs colorée, non-toxique et respectueuse de l'environnement. La représentation est toutefois déconseillée aux personnes asthmatiques et aux enfants de moins de 3 ans. Privilégiez le port de lunettes plutôt que des lentilles de contact. Et revêtir des vêtements peu fragiles, en coton. En cas de contact de la poudre sur vos vêtements, un lavage normal suffira à nettoyer les résidus.CRÉDITS DU SPECTACLEMise en scène : Alain Beauchet et Caroline SeligComédiens-danseurs : Pierre Boileau-Sanchez, Sonia Darbois, Jean-Serge Dunet, Sandra Français, Michaël Jaume, Cyril Limousin, Kader Mahammed, Juliette Nicolotto, Vladimir Rivera, Lucas Tissot, Diane Touzin, Julie YousefCompositeurs et musiciens en live : Dominique Beven, Philippe Capitani et Laurent PerniceRégisseur son : Sébastien DeveyCette création est soutenue par Le Moulin Fondu/Centre National des Arts de la rue à Noisy-le-Sec, Les Ateliers Frappaz de Villeurbanne, Les Usines Boinot/CNAR en Poitou Charentes, la Ville de La Rochelle, Karwan et la Cité des Arts de la Rue à Marseille. Elle bénéficie également de l?aide à la production de la DGCA, d?une aide à la création et à la diffusion de la SPEDIDAM.La compagnie Artonik est conventionnée par le Ministère de la Culture et de la Communication-DRAC PACA. Elle est également subventionnée par le Conseil Régional Provence-Alpes-Côte d?Azur, le Conseil Général des Bouches du Rhône, la Ville de Marseille et bénéficie du soutien de Système Friche Théâtre.",Ville-Marie/Quartier des spectacles,Gratuit,Danse/Musique/Famille et jeunesse,Extérieur,22 et 23 juillet à 16 h,Départ au métro Beaudry | Spectacle Rue Sainte-Catherine entre Berri et Saint-Hubert
814,The Dinner Table,"Tous les jours entre 18h15 et 21h45** Les heures sont sujettes à changement **Les bonnes manières à table ne sont pas son affaire. Elle est élégante, éloquente et d'un charme sans conteste, mais cette hôtesse d'exception saura bien vous surprendre!À Table - Ursula Harrington Carrington Barrington Farrington Larrington vous propose un cours intensif sur l'étiquette à table. Un spectacle surréaliste et ludique où tous les invités apprennent quelque chose de nouveau. Avec la participation du public, un désordre comestible et de la danse pour une touche de folie! Ursula rassemble ses invités pour quelques leçons (peut-être biaisées) sur les bonnes manières à table. À Table brasse ensemble comédie, musique, danse, clowns et observations absurdes sur les conventions sociales.Wet Pic Nic est un ensemble de théâtre qui propose au grand public un théâtre visuel et physique impressionnant. Refusant de se limiter par les questions d'espace et de lieu, l'ensemble offre ses spectacles partout où il trouve son public : à l'intérieur comme à l'extérieur; dans des espaces conventionnels et non conventionnels; au Royaume-Uni comme à l'étranger; aux publics neufs et aguerris. Avec des clowns, un humour burlesque, des chorégraphies et un intérêt particulier pour l'excentrique et l'absurde, Wet Pic Nic se penche sur les grands thèmes contemporains; la solitude, la perte et l'appartenance, et mets en scène des œuvres qui considèrent la vie sous tous ses angles.CRÉDITS DU SPECTACLEInterprètes : Judy Barrington-Smuts, Graeme Cockburn, Matt Feerick, Kelly Reayner Direction : Petra MasseyDesign : Adam Riley",Ville-Marie,Gratuit,Famille et jeunesse/Humour/Théâtre et variété,Extérieur,25 juillet,PISTE FUSHIA | Rue Saint-Denis
