NUMEROTATION,TYPE_DE_SOINS,CODE_INTERVENTION,NOM_INTERVENTION,NOMBRE_DE_CAS-FEM,NOMBRE_DE_CAS-MASC,NOMBRE_DE_CAS-TOTAL,SEJOUR_MOYEN-FEM,SEJOUR_MOYEN-MASC,SEJOUR_MOYEN-TOTAL,NOMBRE_DE_CAS_SEUL-FEM,NOMBRE_DE_CAS_SEUL-MASC,NOMBRE_DE_CAS_SEUL-TOTAL,SEJOUR_MOYEN_SEUL-FEM,SEJOUR_MOYEN_SEUL-MASC,SEJOUR_MOYEN_SEUL-TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2,NOTE_3 
3280,"Soins en chirurgie d'un jour","1.GD.35","Pharm tx cart laryng                                                                                ",4,1,5,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3281,"Soins en chirurgie d'un jour","1.GD.87","Exc prt cart laryng                                                                                 ",9,6,15,1.0,1.0,1.0,3,4,7,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3282,"Soins en chirurgie d'un jour","1.GE.50","Dilat larynx                                                                                        ",2,1,3,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3283,"Soins en chirurgie d'un jour","1.GE.52","Drain larynx                                                                                        ",9,1,10,1.0,1.0,1.0,3,1,4,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3284,"Soins en chirurgie d'un jour","1.GE.55","Retr disp larynx                                                                                    ",2,0,2,1.0,0.0,1.0,1,0,1,1.0,0.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3285,"Soins en chirurgie d'un jour","1.GE.59","Destruct larynx                                                                                     ",10,13,23,1.0,1.0,1.0,4,7,11,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3286,"Soins en chirurgie d'un jour","1.GE.80","Répar larynx                                                                                        ",4,1,5,1.0,1.0,1.0,1,0,1,1.0,0.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3287,"Soins en chirurgie d'un jour","1.GE.87","Exc prt larynx                                                                                      ",51,57,108,1.0,1.0,1.0,41,40,81,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3288,"Soins en chirurgie d'un jour","1.GJ.13","Contr hémor trachée                                                                                 ",0,1,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3289,"Soins en chirurgie d'un jour","1.GJ.35","Pharm tx trachée                                                                                    ",2,1,3,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3290,"Soins en chirurgie d'un jour","1.GJ.50","Dilat trachée                                                                                       ",31,14,45,1.0,1.0,1.0,2,5,7,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3291,"Soins en chirurgie d'un jour","1.GJ.52","Drain trachée                                                                                       ",0,1,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3292,"Soins en chirurgie d'un jour","1.GJ.53","Impl disp  trachée                                                                                  ",0,17,17,0.0,1.0,1.0,0,11,11,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3293,"Soins en chirurgie d'un jour","1.GJ.54","Gest disp int trachée                                                                               ",1,2,3,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3294,"Soins en chirurgie d'un jour","1.GJ.55","Retr disp trachée                                                                                   ",3,2,5,1.0,1.0,1.0,1,0,1,1.0,0.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3295,"Soins en chirurgie d'un jour","1.GJ.56","Retr crps étrang trachée                                                                            ",0,1,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3296,"Soins en chirurgie d'un jour","1.GJ.59","Destruct trachée                                                                                    ",11,4,15,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3297,"Soins en chirurgie d'un jour","1.GJ.77","Pont extérior trachée                                                                               ",1,7,8,1.0,1.0,1.0,1,0,1,1.0,0.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3298,"Soins en chirurgie d'un jour","1.GJ.80","Répar trachée                                                                                       ",1,3,4,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3299,"Soins en chirurgie d'un jour","1.GJ.82","Rattach trachée                                                                                     ",3,1,4,1.0,1.0,1.0,2,1,3,1.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3300,"Soins en chirurgie d'un jour","1.GJ.86","Ferme fistule trachée                                                                               ",1,1,2,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3301,"Soins en chirurgie d'un jour","1.GJ.87","Exc prt trachée                                                                                     ",2,0,2,1.0,0.0,1.0,2,0,2,1.0,0.0,1.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
3302,"Soins en chirurgie d'un jour","1.GK.87","Exc prt thymus                                                                                      ",2,3,5,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,"Titre du rapport « S02 - Fréquence des interventions selon le sexe »","Entre 2022/04/01 et 2023/03/31", 2023-08-29,""Les données avec sexe ""indéterminé"" sont incluses dans les totaux seulement."","Les interventions qui constituent des abandons sont exclues.","Cancelled : Intervention annulée alors que l'usager s'est présenté pour sa chirurgie."
